标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
央企物业纯南向大三房楼龄新保养好.,保利立方花园 ,永宁,VR看装修,0,6个月以前发布,3室2厅,91.41平米,南西南,精装,中楼层(共26层),塔楼,2018年,950000.0,10393
距离白江地铁站200米的楼盘 中间楼层,新都盛世名门宏城汇 ,白江,VR房源 随时看房,5,21,3室1厅,76.42平米,北,精装,中楼层(共22层),塔楼,2012年,890000.0,11647
锦绣新天地 南向毫装大三房 采光通风好 诚心卖,锦绣新天地 ,新塘南,VR看装修 房本满五年,1,3个月以前发布,3室1厅,128平米,东南,精装,低楼层(共24层),塔楼,2009年,1600000.0,12500
南北对流，双阳台，全新未住过，精装修，景观靓,保利东江首府 ,新塘南,VR房源 房本满五年 随时看房,0,30,4室2厅,168.3平米,南北,精装,低楼层(共32层),塔楼,2012年,2970000.0,17648
凤岗便宜大三房，楼层靓，视野好带车位,凤秀家园 ,朱村,VR看装修 房本满两年,0,3个月以前发布,3室2厅,121.49平米,南北,精装,高楼层(共23层),暂无数据,,960000.0,7902
翡翠绿洲望园林中楼层装修保养好，视野采光好,翡翠绿洲湖绣苑 ,凤凰城,VR看装修 房本满五年,1,17,3室2厅,136.68平米,东北,精装,高楼层(共25层),塔楼,2011年,1650000.0,12072
保利中航城二期望河单边位4房3卫全新没住过,保利中航城二期 ,朱村,近地铁 VR房源 房本满两年 随时看房,0,3个月以前发布,4室1厅,110.59平米,南,精装,中楼层(共13层),板塔结合,2019年,1500000.0,13564
科教城央，21号线凤岗站300米南向高层,科慧花园 ,朱村,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,3室2厅,91.06平米,北,精装,中楼层(共28层),塔楼,,1000000.0,10982
碧桂园小三房  业主重新装修   适合刚需   近地铁,碧桂园城市花园漫绿苑 ,朱村,近地铁 VR房源 房本满两年,1,一年前发布,3室2厅,79.54平米,南东,精装,高楼层(共25层),板塔结合,2018年,850000.0,10687
挂绿湖 3房2卫南北对流 全新满5年唯一 免费带2车位,碧桂园豪园挂绿湖 ,增城碧桂园,VR看装修 房本满五年 随时看房,0,28,3室2厅,124.85平米,东,其他,中楼层(共28层),塔楼,2018年,1280000.0,10253
二梯四户，南向三房，无抵押，交易快捷,新都盛世名门 ,白江,近地铁 VR房源 随时看房,6,2个月以前发布,3室2厅,91平米,南,其他,低楼层(共29层),塔楼,2012年,1260000.0,13847
房子是新房交楼，格局好，高楼层，视野宽阔，采光充足,实地蔷薇国际 ,荔城西区,VR看装修 房本满两年 随时看房,0,2个月以前发布,3室2厅,96.98平米,南,精装,低楼层(共32层),板楼,2020年,920000.0,9487
单边位户型方正楼层景观好全新未住,金地香山湖 ,永宁,VR房源 房本满两年 随时看房,0,3个月以前发布,3室1厅,99.88平米,东南,精装,中楼层(共33层),塔楼,2019年,850000.0,8511
碧桂园豪进广场 3室1厅 南,碧桂园豪进广场 ,白江,近地铁 VR房源 房本满五年 随时看房,0,2个月以前发布,3室1厅,99.11平米,南,精装,低楼层(共31层),塔楼,2016年,1550000.0,15640
21号线地铁大平层户型方正高层采光好,侨建御溪谷北区 ,中新镇,近地铁 VR看装修 房本满五年,3,一年前发布,5室2厅,285.89平米,南,精装,高楼层(共27层),板塔结合,2013年,4200000.0,14691
品秀星图 大阳台 视野开阔无遮挡单边位，近泳池花园,品秀星图 ,新塘北,VR看装修 房本满两年 随时看房,0,5,3室1厅,111.4平米,南,精装,高楼层(共24层),塔楼,,2650000.0,23789
此小区是刚交楼的新楼盘、密度不高、户型方正,时代名著(增城) ,朱村,近地铁 VR看装修 随时看房,3,5个月以前发布,3室1厅,83.34平米,北,精装,高楼层(共26层),塔楼,,880000.0,10560
顺欣花园 标准4房 方正 采光好,顺欣花园 ,新塘北,VR看装修 房本满五年 随时看房,1,一年前发布,4室2厅,139.57平米,东南,简装,中楼层(共18层),塔楼,,1450000.0,10390
新小区 地铁口40米。户型方正,时代名著(增城) ,朱村,VR看装修 随时看房,0,1个月以前发布,4室2厅,105.98平米,南,简装,高楼层(共30层),塔楼,,1280000.0,12078
精装三房凤岗站400米，中楼层通风采光好,保利中航城二期 ,朱村,近地铁 VR房源 房本满两年 随时看房,17,一年前发布,3室1厅,96.28平米,南,精装,中楼层(共13层),板塔结合,2019年,1000000.0,10387
亚太银座一期 北向望花园精装两房 近13号线新塘站,亚太新城亚太银座一期 ,新塘北,VR看装修 房本满五年 随时看房,0,1个月以前发布,2室2厅,74.89平米,北,精装,高楼层(共11层),塔楼,,930000.0,12419
近地铁口，南向三房，交通方便.,荔富湖畔 ,朱村,近地铁 VR看装修 房本满两年,0,4个月以前发布,3室1厅,97.4平米,南,其他,中楼层(共23层),塔楼,2019年,1030000.0,10575
南向三房两卫，户型方正，房子保养好，采光好。,科慧花园 ,朱村,VR看装修 房本满两年,0,2个月以前发布,4室2厅,118.25平米,南北,精装,高楼层(共40层),塔楼,,1580000.0,13362
房子楼层高风景好，近地铁，园区有天鹅,汇港威华雅苑 ,朱村,近地铁 VR看装修 房本满五年 随时看房,2,9,4室1厅,116.57平米,南,其他,低楼层(共32层),塔楼,2018年,900000.0,7721
大三房 南北对流 望小区园林 带装修 业主出增值税,荔富湖畔 ,朱村,近地铁 VR看装修 房本满两年 随时看房,13,一年前发布,3室2厅,110.21平米,西南北,精装,高楼层(共31层),塔楼,2019年,1000000.0,9074
科慧朝南户型，采光通风好，带大飘窗，户型方正实用,科慧花园 ,朱村,近地铁 VR看装修 房本满两年 随时看房,3,一年前发布,3室2厅,105.12平米,南,精装,高楼层(共28层),板楼,,1350000.0,12843
南北对流  小区人车分流  科教城凤岗大三房  实用率高,西福蓝湾 ,朱村,近地铁 VR房源 房本满五年 随时看房,0,22,3室1厅,87.07平米,南北,毛坯,中楼层(共25层),板塔结合,2017年,850000.0,9763
视野开阔，户型方正，南向三房采光好,万科金色里程 ,石滩镇,VR看装修,0,1个月以前发布,3室2厅,85.52平米,南北,精装,低楼层(共18层),板塔结合,,840000.0,9823
锦绣新天地 三房两卫 南向三阳台 中高楼层 看花园泳池,锦绣新天地 ,新塘南,VR房源 房本满五年 随时看房,0,1个月以前发布,3室2厅,112.01平米,南,精装,中楼层(共26层),塔楼,2009年,1250000.0,11160
南向户型方正 中间楼层 业主自住 保养好,锦绣新天地 ,新塘南,VR房源 房本满五年 随时看房,0,1个月以前发布,3室1厅,101.27平米,南,简装,中楼层(共11层),塔楼,2007年,1080000.0,10665
此房大三房，东边户型，通风采光，品牌物业，人车分流,恒展江山时代花园 ,朱村,近地铁 VR看装修 房本满两年,0,10,3室2厅,115.31平米,南,精装,中楼层(共25层),塔楼,2019年,1350000.0,11708
招商臻园 4室1厅 南,招商臻园 ,新塘北,VR房源 房本满两年 随时看房,1,19,4室1厅,118.23平米,南,其他,中楼层(共32层),塔楼,,1980000.0,16748
户型方正实用，采光好，视野好，业主诚心放卖,东江逸珑湾 ,新塘南,VR看装修 房本满两年 随时看房,0,4个月以前发布,3室2厅,90.14平米,北,精装,低楼层(共31层),塔楼,2020年,1180000.0,13091
海伦堡花园，保养好，方正大三房,海伦堡花园 ,沙村,VR看装修 房本满五年 随时看房,0,15,3室2厅,99平米,北,其他,低楼层(共12层),塔楼,2007年,1080000.0,10910
南向楼栋位置好看整个园林，阳台宽大，近地铁生活便利,中国铁建国际花园 ,朱村,近地铁 VR看装修 房本满两年 随时看房,11,一年前发布,3室2厅,92.89平米,南,精装,低楼层(共26层),板塔结合,2017年,990000.0,10658
亚太二期 新塘地铁口500米 古校长有钥匙 看房可约,亚太新城亚太银座二期 ,新塘北,近地铁 VR看装修 房本满五年 随时看房,9,一年前发布,2室1厅,78.83平米,南,精装,中楼层(共17层),塔楼,2018年,1080000.0,13701
东向中楼层好房，户型三期使用率高。,新塘新世界花园万象苑 ,沙村,近地铁 VR看装修 随时看房,8,1个月以前发布,3室2厅,95.7平米,东北,精装,高楼层(共18层),塔楼,2012年,1450000.0,15152
大三房空间大 采光很好 保养好 配套齐全 通风对流,广州敏捷绿湖首府二期 ,石滩镇,VR房源 房本满五年 随时看房,1,1个月以前发布,3室1厅,122平米,南,精装,高楼层(共32层),塔楼,2017年,900000.0,7378
南北对流，一楼大花园，环境优美。,海伦春天 ,永宁,VR看装修 房本满五年,0,3个月以前发布,3室2厅,109.03平米,东南南,简装,低楼层(共9层),板楼,2012年,1800000.0,16510
视野好，格局方正，采光通风佳，楼层好。,誉山国际五区学府里 ,永宁,VR看装修 房本满两年,0,8,3室1厅,84.83平米,北,精装,高楼层(共32层),塔楼,2018年,760000.0,8960
南向温馨三房，视野开阔，楼层好，配套设施齐全,增城雅居乐御宾府 ,荔城西区,VR看装修 房本满五年,0,1个月以前发布,3室2厅,99.67平米,东南,精装,中楼层(共16层),塔楼,2013年,1100000.0,11037
锦绣御景国际四期 3室2厅 南,锦绣御景国际四期 ,荔城西区,VR看装修 房本满五年,0,5,3室2厅,120.03平米,南,精装,高楼层(共32层),塔楼,2015年,1450000.0,12081
恒大山水城 精装3房 无遮挡 楼层好,恒大山水城 ,中新镇,VR看装修 房本满两年,0,1个月以前发布,3室1厅,100.17平米,东南东南,精装,低楼层(共18层),板塔结合,2008年,900000.0,8985
增城新城区 21号线地铁 次新楼盘 可谈,实地蔷薇国际 ,荔城西区,VR看装修 房本满两年 随时看房,0,17,3室2厅,94.15平米,东南,其他,中楼层(共32层),板楼,2019年,870000.0,9241
科慧花园 科教城 凤岗地铁站 中轴广场 精装三房望花园,科慧花园 ,朱村,近地铁 VR房源 房本满两年,0,4个月以前发布,3室1厅,92.64平米,北,精装,高楼层(共40层),塔楼,2019年,1000000.0,10795
精装一房一厅靓房自用出租两相宜,中海联智汇城 ,新塘北,房本满两年 随时看房,2,2个月以前发布,1室1厅,34.36平米,南,精装,中楼层(共29层),塔楼,2017年,180000.0,5239
挂绿路，核  心卖点是电梯，新装修保养好，可拎包入住,挂绿路 ,荔城中区,VR房源 房本满五年,2,1个月以前发布,2室1厅,70.29平米,南,简装,低楼层(共8层),板楼,,458000.0,6516
荔城尚东 4室2厅 西,荔城尚东 ,荔城西区,近地铁 VR看装修 房本满五年 随时看房,1,22,4室2厅,108.65平米,西,毛坯,高楼层(共19层),塔楼,2015年,980000.0,9020
房子是新房交楼，高楼层，视野宽阔，采光充足,实地蔷薇国际 ,荔城西区,VR看装修 房本满两年 随时看房,0,15,3室2厅,95.44平米,南,精装,中楼层(共32层),板楼,,920000.0,9640
花漫里精美南向三房两卫，采光好，视野开阔,合景花漫里 ,永宁,VR看装修 房本满两年 随时看房,1,2个月以前发布,3室1厅,107.23平米,南,精装,中楼层(共33层),塔楼,2018年,1020000.0,9513
东方名都子母房户型，地铁口300米,东方名都花园 ,白江,近地铁 VR房源 房本满五年 随时看房,1,20,3室1厅,166.35平米,东北,精装,29层,2013年,塔楼,2745000.0,16502
南北对流，一楼大花园，环境优美。,海伦春天 ,永宁,VR看装修 房本满五年,0,3个月以前发布,3室2厅,109.03平米,东南南,简装,低楼层(共9层),2012年,板楼,1800000.0,16510
南向楼栋位置好看整个园林，阳台宽大，近地铁生活便利,中国铁建国际花园 ,朱村,近地铁 VR看装修 房本满两年 随时看房,11,一年前发布,3室2厅,92.89平米,南,精装,低楼层(共26层),2017年,板塔结合,990000.0,10658
花漫里精美南向三房两卫，采光好，视野开阔,合景花漫里 ,永宁,VR看装修 房本满两年 随时看房,1,2个月以前发布,3室1厅,107.23平米,南,精装,中楼层(共33层),2018年,塔楼,1020000.0,9513
业主有心放，小区环境好，管理也不错,荔城碧桂园 ,荔城西区,VR房源 随时看房,0,2个月以前发布,3室2厅,108.36平米,南,简装,中楼层(共6层),,板楼,1080000.0,9967
挂绿路，核  心卖点是电梯，新装修保养好，可拎包入住,挂绿路 ,荔城中区,VR房源 房本满五年,2,1个月以前发布,2室1厅,70.29平米,南,简装,低楼层(共8层),,板楼,458000.0,6516
科慧花园 科教城 凤岗地铁站 中轴广场 精装三房望花园,科慧花园 ,朱村,近地铁 VR房源 房本满两年,0,4个月以前发布,3室1厅,92.64平米,北,精装,高楼层(共40层),2019年,塔楼,1000000.0,10795
凤凰城云顶精装三房楼层好望花园 全新未住 满二年,碧桂园云顶 ,凤凰城,VR看装修 房本满两年,1,1个月以前发布,3室2厅,90.84平米,南北,其他,中楼层(共32层),,塔楼,1500000.0,16513
逸翠庄园，纯别墅区，下叠户型，低密度,逸翠庄园 ,荔城西区,VR房源 房本满两年 随时看房,2,3个月以前发布,3室2厅,126.42平米,东南,毛坯,低楼层(共5层),,塔楼,1950000.0,15425
丰泰城市公馆 南向大3房 采光足 小温馨,丰泰城市公馆 ,新塘北,VR看装修 房本满两年,0,30,3室1厅,123.96平米,南,简装,中楼层(共23层),2015年,塔楼,1450000.0,11698
房子自住保养好，望花园风景好，小区中间位,东方名都花园 ,白江,近地铁 VR房源 房本满五年,3,2个月以前发布,3室2厅,123.25平米,西南,精装,23层,2012年,塔楼,1700000.0,13794
东向中楼层好房，户型三期使用率高。,新塘新世界花园万象苑 ,沙村,近地铁 VR看装修 随时看房,8,1个月以前发布,3室2厅,95.7平米,东北,精装,高楼层(共18层),2012年,塔楼,1450000.0,15152
满五年，改三房中楼层，装修保养全新！,新康花园 ,白江,VR看装修 房本满五年,7,8个月以前发布,3室2厅,85.3平米,南,精装,中楼层(共7层),,塔楼,700000.0,8207
品秀星图110.86平大阳台三房，采光视野好,品秀星图 ,新塘北,近地铁 VR看装修 房本满两年,1,23,3室2厅,110.86平米,南,精装,低楼层(共24层),2020年,塔楼,1980000.0,17861
望河景观，多了几十方，复式奢华大四房，双主套,保利中航城二期 ,朱村,近地铁 VR房源 房本满两年,0,2个月以前发布,4室2厅,128.04平米,南,精装,中楼层(共13层),2019年,板楼,2000000.0,15621
新塘13号线白江地铁口汇东国际正规三房两卫高楼层,汇东国际花园 ,白江,VR房源 房本满两年 随时看房,0,9个月以前发布,3室1厅,111.05平米,南,毛坯,高楼层(共28层),2017年,塔楼,1450000.0,13058
金地荔湖城公园上城  南北对流 126方 双阳台 满五唯一,金地荔湖城公园上城 ,永宁,VR房源 房本满五年 随时看房,2,7个月以前发布,4室1厅,126.69平米,南北,精装,中楼层(共18层),,板楼,1060000.0,8367
保利中航城二期边位，南向望花园,保利中航城二期 ,朱村,近地铁 VR房源 房本满两年 随时看房,0,7个月以前发布,4室2厅,110.62平米,南,其他,高楼层(共13层),2019年,板楼,1650000.0,14916
中海联智汇城.东南向.通燃气.3栋复式.阁楼6.5平,中海联智汇城 ,新塘北,房本满两年 随时看房,0,8,1室1厅,35.63平米,东南,毛坯,高楼层(共22层),2017年,塔楼,248000.0,6961
一楼复式花园房，过五唯一，没有分摊面积,新康花园 ,白江,近地铁 VR房源 房本满五年 随时看房,0,1个月以前发布,4室2厅,132.67平米,南北,精装,低楼层(共7层),,塔楼,1580000.0,11910
学府前，精装南向两房 沙村地铁口小区,合汇学府名郡 ,白江,VR看装修 房本满两年,18,一年前发布,2室2厅,78.29平米,南,精装,中楼层(共32层),2018年,板塔结合,1020000.0,13029
此房格局方正实用，中高层，视野宽阔。北向大三房,金马香颂居 ,荔城西区,近地铁 VR看装修 房本满五年,5,一年前发布,3室1厅,110.76平米,东北,精装,中楼层(共19层),2015年,塔楼,1020000.0,9210
业主自住保养好，楼层好视野宽阔,增城时代廊桥 ,永宁,VR房源 房本满五年,0,11个月以前发布,3室1厅,82.55平米,南,其他,高楼层(共33层),2017年,塔楼,800000.0,9692
中般城二期 4房二卫 复式 1+3户型,保利中航城二期 ,朱村,近地铁 VR房源 房本满五年 随时看房,0,2个月以前发布,4室2厅,109.98平米,东南,精装,低楼层(共13层),2019年,板楼,1490000.0,13548
亚太银座二期 南北对流三房三卫 高铁地铁家门口,亚太新城亚太银座二期 ,新塘北,近地铁 VR房源 房本满五年,5,6个月以前发布,3室2厅,126.52平米,南北,精装,低楼层(共18层),2018年,塔楼,1690000.0,13358
五楼南向，视野开阔，通风采光好，私密性高,保利中航城花园一期 ,朱村,近地铁 VR看装修 房本满两年 随时看房,4,7个月以前发布,3室2厅,91.55平米,南,精装,低楼层(共27层),2019年,塔楼,1090000.0,11907
房子是新房交楼，格局好，高楼层，视野宽阔，采光充足,实地蔷薇国际 ,荔城西区,VR看装修 房本满两年 随时看房,0,2个月以前发布,3室2厅,96.98平米,南,精装,低楼层(共32层),2020年,板楼,920000.0,9487
凤岗快线站 中铁建花园91方3房南向 看房有钥匙,中国铁建国际花园 ,朱村,近地铁 VR看装修 房本满五年 随时看房,6,一年前发布,3室2厅,90.37平米,南,精装,低楼层(共26层),2017年,塔楼,970000.0,10734
东方名都，次新三房，近地铁.采光好,东方名都花园 ,白江,近地铁 VR看装修 房本满两年 随时看房,3,一年前发布,3室2厅,107平米,东,精装,27层,,塔楼,1790000.0,16729
单边位户型方正楼层景观好全新未住,金地香山湖 ,永宁,VR房源 房本满两年 随时看房,0,3个月以前发布,3室1厅,99.88平米,东南,精装,中楼层(共33层),2019年,塔楼,850000.0,8511
业主自住精装三房，保养好 纯南向，视野好，楼层好,碧桂园城市花园漫绿苑 ,朱村,VR看装修 房本满五年,3,一年前发布,3室2厅,95.38平米,东东南南西南,精装,高楼层(共24层),2017年,板塔结合,1000000.0,10485
21号线凤岗快线站，实用三房，格局方正,西福蓝湾 ,朱村,VR看装修 房本满两年 随时看房,0,一年前发布,3室2厅,86.63平米,东,毛坯,低楼层(共26层),2017年,板塔结合,850000.0,9812
中建荔苑，高层南向三房带主套，户型方正,中建荔苑 ,荔城西区,VR看装修 房本满两年,0,5个月以前发布,3室2厅,100.29平米,南,简装,高楼层(共18层),,暂无数据,1068000.0,10650
小高层户型   采光足  户型方正  适合居住,恒大山水郡 ,中新镇,VR看装修 房本满两年 随时看房,0,6个月以前发布,3室2厅,118.75平米,南,精装,中楼层(共7层),2018年,塔楼,1000000.0,8422
"碧桂园左岸，南向大四房，小区配套设施齐全,交通便利",碧桂园豪进左岸 ,石滩镇,VR看装修 房本满两年 随时看房,1,3个月以前发布,3室2厅,141.53平米,南北,精装,低楼层(共31层),2018年,塔楼,1100000.0,7773
凤岗地铁口旁 中铁建 92平3房东南向 看房有钥匙,中国铁建国际花园 ,朱村,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,90.68平米,南,精装,低楼层(共26层),2017年,板塔结合,1050000.0,11580
恒大山水郡 刚需，养老，经济适用房，南向光线好,恒大山水郡 ,中新镇,VR看装修 房本满两年 随时看房,0,一年前发布,3室2厅,88.21平米,南,精装,中楼层(共26层),2019年,塔楼,680000.0,7709
实地蔷薇大四房，智能化小区，园林优美，执信旁,实地蔷薇国际 ,荔城西区,VR房源 房本满两年 随时看房,0,20,4室1厅,137.93平米,南北,精装,高楼层(共31层),,板楼,1550000.0,11238
东方名都子母房户型，地铁口300米,东方名都花园 ,白江,近地铁 VR房源 房本满五年 随时看房,1,20,3室1厅,166.35平米,东北,精装,29层,2013年,塔楼,2745000.0,16502
东方名都，次新三房，近地铁.采光好,东方名都花园 ,白江,近地铁 VR看装修 房本满两年 随时看房,3,一年前发布,3室2厅,107平米,东,精装,27层,,塔楼,1790000.0,16729
亚太银座二期 南北对流三房三卫 高铁地铁家门口,亚太新城亚太银座二期 ,新塘北,近地铁 VR房源 房本满五年,5,6个月以前发布,3室2厅,126.52平米,南北,精装,低楼层(共18层),2018年,塔楼,1690000.0,13358
五楼南向，视野开阔，通风采光好，私密性高,保利中航城花园一期 ,朱村,近地铁 VR看装修 房本满两年 随时看房,4,7个月以前发布,3室2厅,91.55平米,南,精装,低楼层(共27层),2019年,塔楼,1090000.0,11907
楼层好，视野广阔，采光好，交通便利,万科春风十里 ,朱村,近地铁 VR房源 房本满两年 随时看房,0,3个月以前发布,4室2厅,117.45平米,东南,精装,高楼层(共33层),,塔楼,1480000.0,12602
锦绣国际二期，少有大平层，靓楼层，无按揭，,锦绣御景国际二期 ,荔城西区,VR房源 房本满五年 随时看房,0,8,4室2厅,153.12平米,南,毛坯,中楼层(共31层),,塔楼,2080000.0,13585
凤岗快线站 中铁建花园91方3房南向 看房有钥匙,中国铁建国际花园 ,朱村,近地铁 VR看装修 房本满五年 随时看房,6,一年前发布,3室2厅,90.37平米,南,精装,低楼层(共26层),2017年,塔楼,970000.0,10734
急卖！拎包入住，全屋定制家私家电配置好三房南向,中国铁建国际花园 ,朱村,近地铁 VR看装修 房本满五年 随时看房,5,一年前发布,3室2厅,92.28平米,南,精装,低楼层(共26层),2017年,塔楼,980000.0,10620
中海联智汇城.东南向.通燃气.3栋复式.阁楼6.5平,中海联智汇城 ,新塘北,房本满两年 随时看房,0,8,1室1厅,35.63平米,东南,毛坯,高楼层(共22层),2017年,塔楼,248000.0,6961
大国璟南北双阳台四房次新房保养好,保利中海金地·大国璟 ,荔城西区,VR看装修 房本满五年 随时看房,0,一年前发布,4室2厅,124.52平米,南北,其他,高楼层(共18层),,塔楼,1800000.0,14456
业主自住保养好，楼层好视野宽阔,增城时代廊桥 ,永宁,VR房源 房本满五年,0,11个月以前发布,3室1厅,82.55平米,南,其他,高楼层(共33层),2017年,塔楼,800000.0,9692
三房两卫，中高楼层采光好，青山绿水空气好,恒大山水城 ,中新镇,VR看装修 房本满五年 随时看房,0,7个月以前发布,3室1厅,120.28平米,东,精装,中楼层(共18层),2008年,板塔结合,1200000.0,9977
小区环境优美，绿化宽阔。气候宜人,保利中航城二期 ,朱村,近地铁 VR房源 房本满两年,0,19,3室2厅,96.25平米,东南,精装,高楼层(共13层),2019年,板塔结合,1200000.0,12468
环境优美房源格局方正采光充足，重要的宽大的阳光房源,迪亚春天花园 ,小楼镇,VR房源 房本满五年,1,2个月以前发布,5室3厅,260.22平米,南,精装,低楼层(共3层),,暂无数据,3090000.0,11875
翡翠绿洲育才阳光苑 3室2厅 西南,翡翠绿洲育才阳光苑 ,凤凰城,VR看装修 房本满五年,0,3个月以前发布,3室2厅,90.19平米,西南,简装,低楼层(共17层),2011年,塔楼,900000.0,9979
满五年，三房全部朝南，采光充足，中高楼层，配套齐全,海伦春天 ,永宁,VR房源 房本满五年 随时看房,2,5个月以前发布,3室2厅,120.91平米,南,精装,高楼层(共25层),2012年,塔楼,1050000.0,8685
翡翠绿洲南向三房两卫，看花园，位置安静，满五年,翡翠绿洲森林半岛 ,凤凰城,VR看装修 房本满五年 随时看房,5,一年前发布,3室2厅,98.5平米,南,精装,中楼层(共21层),2011年,塔楼,1450000.0,14721
满二唯一，南北通透双阳台，视野无遮挡，采光通风好,合生湖山国际5期峰荟 ,凤凰城,VR看装修 房本满两年,0,5个月以前发布,3室2厅,122.99平米,南北,其他,中楼层(共32层),,塔楼,1600000.0,13010
凤仪4房2卫，南向，视野好，采光，位置好,碧桂园凤凰城凤仪苑 ,凤凰城,VR房源 房本满五年 随时看房,3,9个月以前发布,5室2厅,159.53平米,南西南,其他,高楼层(共6层),2002年,塔楼,1500000.0,9403
全新未住精装三房 视野开阔 方便看房,碧桂园城市花园漫绿苑 ,朱村,VR看装修 随时看房,4,6个月以前发布,3室2厅,94.06平米,北,其他,高楼层(共26层),2018年,板塔结合,850000.0,9037
星图花园113平横厅三房出 采光通风好,品秀星图 ,新塘北,VR看装修 随时看房,3,3个月以前发布,3室1厅,113.14平米,南北,精装,高楼层(共24层),,塔楼,1950000.0,17236
汇东国际  三房两卫  位置好 视野好 品质高小区,汇东国际花园 ,白江,VR看装修 房本满两年 随时看房,3,1个月以前发布,3室2厅,120.96平米,南北,精装,低楼层(共28层),2012年,塔楼,1575000.0,13021
业主诚心放卖，南北对流通风采光好，精装三房,合汇学府名郡 ,白江,VR看装修 房本满五年,2,2个月以前发布,3室2厅,102.37平米,南北,精装,中楼层(共17层),2017年,塔楼,1300000.0,12700
3房2卫 重新装修 全屋定制 双阳台南北对流 采光通风好,东凌广场 ,凤凰城,VR看装修 随时看房,0,22,3室1厅,99.4平米,南北,精装,高楼层(共31层),2014年,塔楼,1100000.0,11067
时尚广场 优质两房 南向采光视野好,时尚广场 ,新塘北,近地铁 VR看装修 房本满五年 随时看房,4,一年前发布,2室2厅,82.45平米,南,毛坯,中楼层(共31层),2017年,塔楼,990000.0,12008
汇东国际  三房两卫  位置好 视野好 品质高小区,汇东国际花园 ,白江,VR看装修 房本满两年 随时看房,3,1个月以前发布,3室2厅,120.96平米,南北,精装,低楼层(共28层),2012年,塔楼,1575000.0,13021
惠bai氏二期  南向精装两房  视野好  安静,惠百氏广场 ,白江,近地铁 VR看装修 房本满两年,0,1个月以前发布,2室1厅,75.57平米,南,精装,中楼层(共32层),2019年,塔楼,1100000.0,14557
近地铁 南北双阳台 景观好 科教城,科慧花园 ,朱村,近地铁 VR房源 房本满两年 随时看房,0,6个月以前发布,4室1厅,118.87平米,东南,其他,高楼层(共40层),,塔楼,1550000.0,13040
南向蔷薇国际三房有主套，生活方便，环境好，叠水园林,实地蔷薇国际 ,荔城西区,VR看装修 房本满两年 随时看房,1,9个月以前发布,3室2厅,96.98平米,东南,精装,高楼层(共32层),,板楼,900000.0,9281
高楼层景观好 视野开阔，全新未住,华润置地公园上城 ,沙村,VR看装修,4,6个月以前发布,3室1厅,75.57平米,北,精装,高楼层(共33层),,塔楼,1480000.0,19585
恒福花园经典三房2卫，楼栋安静，楼层适中,恒福花园 ,中新镇,近地铁 VR看装修 房本满五年,5,一年前发布,3室2厅,95.35平米,南,精装,中楼层(共20层),,塔楼,890000.0,9335
碧桂园豪进广场-户型方正，精装修，保养好,碧桂园豪进广场 ,白江,近地铁 VR看装修 房本满五年 随时看房,7,8个月以前发布,3室2厅,121.03平米,南北,精装,低楼层(共30层),2016年,塔楼,1850000.0,15286
南山丰景南向3房2卫，中层，无遮挡，采光好,南山丰景二期 ,永宁,VR看装修 房本满两年,0,一年前发布,3室2厅,118.46平米,南,精装,低楼层(共31层),,塔楼,880000.0,7429
三房2卫   南向望花园   看房方便,碧桂园凤凰城凤馨苑 ,凤凰城,VR看装修 房本满五年,4,2个月以前发布,3室2厅,100.72平米,南,简装,低楼层(共18层),2002年,塔楼,1080000.0,10723
全新未入驻，光线充足，四房使用率高，精装修,增城时代廊桥 ,永宁,VR看装修 房本满五年 随时看房,3,一年前发布,4室2厅,113.03平米,东南南,精装,中楼层(共33层),2017年,塔楼,1130000.0,9998
沙村地铁口万象苑南向两房 中间楼层 无抵押欠款手续快,新塘新世界花园万象苑 ,沙村,近地铁 VR看装修 房本满五年,0,1个月以前发布,2室2厅,82.17平米,南,精装,中楼层(共16层),2009年,塔楼,1250000.0,15213
中铁建四房，南北对流双阳台，中高楼层视野开阔无遮挡,中国铁建国际花园 ,朱村,近地铁 VR看装修 房本满五年,0,一年前发布,4室2厅,112.6平米,南,精装,高楼层(共26层),2017年,板塔结合,1390000.0,12345
21号线 凤岗站 复式 南向  望西福河  四房,保利中航城花园一期 ,朱村,近地铁 VR房源 房本满两年 随时看房,4,一年前发布,4室2厅,109.61平米,南,精装,低楼层(共13层),2018年,板楼,1450000.0,13229
"碧桂园左岸，南向大四房，小区配套设施齐全,交通便利",碧桂园豪进左岸 ,石滩镇,VR看装修 房本满两年 随时看房,1,3个月以前发布,3室2厅,141.53平米,南北,精装,低楼层(共31层),2018年,塔楼,1100000.0,7773
凤岗地铁口旁 中铁建 92平3房东南向 看房有钥匙,中国铁建国际花园 ,朱村,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,90.68平米,南,精装,低楼层(共26层),2017年,板塔结合,1050000.0,11580
恒大山水郡 刚需，养老，经济适用房，南向光线好,恒大山水郡 ,中新镇,VR看装修 房本满两年 随时看房,0,一年前发布,3室2厅,88.21平米,南,精装,中楼层(共26层),2019年,塔楼,680000.0,7709
