标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
凯德山海连城 户型方正 通风采光好 看房方便 中楼层,凯德山海连城 ,莲花山,VR房源 房本满五年,1,6,3室2厅,106.55平米,北,其他,33层,,塔楼,1850000.0,17363
满五年唯一，无户口，无按揭，中间楼层，保养好,汇庭雅苑 ,桥南,VR看装修 房本满五年 随时看房,0,一年前发布,2室2厅,84.58平米,东,精装,中楼层(共5层),2003年,塔楼,1480000.0,17499
精装高配四房 南北对流 南向望园景 带一个大平台,亚运城天峯1区 ,亚运城,VR看装修,0,26,4室2厅,166.7平米,南北,精装,低楼层(共55层),,塔楼,4200000.0,25195
金沙诚筑 3室2厅 北,金沙诚筑 ,沙湾,VR看装修 房本满五年,0,11,3室2厅,93.35平米,北,精装,低楼层(共16层),,塔楼,2080000.0,22282
运动员三区望湖单位，景观好，南北对流通风佳,亚运城运动员村三区 ,亚运城,VR看装修 房本满五年 随时看房,8,7个月以前发布,2室2厅,96.51平米,南北,简装,中楼层(共11层),,塔楼,1850000.0,19169
近地铁  精装修  复式四房 采光充足,金龙城财富广场 ,亚运大道中,房本满两年,3,一年前发布,4室1厅,68.69平米,北,精装,高楼层(共20层),2017年,塔楼,1000000.0,14559
珠江花园实用两房 装修保养好 满五唯一,珠江花园 ,厦滘,近地铁 VR房源 房本满五年,2,一年前发布,2室2厅,79.3平米,东北,精装,中楼层(共28层),1998年,板塔结合,1620000.0,20429
单边位采光好，满二，低楼层装修好,富丽家园百丰楼 ,大石,近地铁 VR房源 房本满五年,2,一年前发布,2室1厅,47.5平米,南,精装,中楼层(共8层),1995年,塔楼,950000.0,20000
缤纷汇南向两房，位置好，出行方便，南北对流,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满两年 随时看房,7,5个月以前发布,2室1厅,61.79平米,南,其他,33层,2017年,板塔结合,1750000.0,28322
佰利山 中高层大三房看山景园林保养好 格局方正包车位,佰利山 ,雅居乐,近地铁 VR房源 房本满两年 随时看房,5,4个月以前发布,3室1厅,106.08平米,西南,精装,30层,2010年,塔楼,3300000.0,31109
祈福名都南向高层明星四房套房位置靓,祈福新村祈福名都 ,祈福新村,VR房源 房本满五年 随时看房,2,3个月以前发布,4室1厅,126.5平米,南,精装,中楼层(共33层),2014年,塔楼,4300000.0,33993
户型方正三房两卫一楼带hua园，小区中间位置少有放盘,朗陶居 ,桥南,VR房源 房本满五年,1,2个月以前发布,3室2厅,124.9平米,南,简装,低楼层(共6层),2001年,塔楼,2350000.0,18816
中XIN小 满5年 南北对流  户型方正,禺秀园 ,市桥,近地铁 VR看装修 房本满五年 随时看房,6,4个月以前发布,3室2厅,102.6平米,南,其他,中楼层(共7层),,塔楼,1230000.0,11989
房子11月份满两年，南向望园林安静舒适,珠江铂世湾 ,华南新城,VR看装修 房本满两年 随时看房,11,4个月以前发布,5室2厅,131.79平米,南,精装,低楼层(共32层),,塔楼,4600000.0,34905
康泰苑，低层2房，装修保养好，格局方正，采光通风好,康泰苑 ,市桥,VR看装修 房本满五年 随时看房,0,7个月以前发布,2室2厅,70平米,南,简装,低楼层(共7层),1990年,板楼,1050000.0,15000
康怡居大两房，一手业主，产清晰，中间楼层,祈福新村康怡居 ,祈福新村,VR房源 房本满两年 随时看房,0,1个月以前发布,2室2厅,66.66平米,北,精装,高楼层(共6层),2002年,板楼,990000.0,14852
万科欧泊 三房中层望花园 房屋保养新净,万科欧泊 ,万博,VR看装修 房本满两年,0,1个月以前发布,3室2厅,94.41平米,东北,精装,39层,2012年,板塔结合,3400000.0,36014
海傍路  温馨3房 中层 简洁装修,海傍路海傍后街 ,市桥,VR看装修 房本满五年,4,4个月以前发布,3室1厅,63平米,南,简装,中楼层(共5层),,板楼,700000.0,11112
番禺广场，地铁3，18，22号线，南向，区府中轴位置,东晟明珠花园 ,番禺广场,近地铁 VR房源 房本满五年 随时看房,6,3个月以前发布,4室2厅,148.06平米,南北,毛坯,低楼层(共25层),,塔楼,3800000.0,25666
珊瑚天峰 望江视野开阔 装修保养好,珊瑚湾畔 ,厦滘,VR看装修 随时看房,0,5个月以前发布,4室2厅,174.56平米,南,精装,中楼层(共33层),2005年,塔楼,5680000.0,32539
满五年不唯一，有心卖，望小区花园 业主自住 看房方便,锦绣半岛西区 ,南浦,VR看装修 房本满五年,1,一年前发布,3室2厅,109平米,东南南,其他,中楼层(共19层),2009年,塔楼,3100000.0,28441
祈福缤纷汇 三房2卫 视野开阔 无遮挡 中高楼层 位置好,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满五年,0,8,3室2厅,93.59平米,北,精装,33层,2017年,板塔结合,2680000.0,28636
翠云山苑 电梯高层 南向房子 视频通风釆光好,华南碧桂园翠云山 ,华南碧桂园,VR看装修 房本满五年,1,21,3室2厅,107.4平米,南,简装,中楼层(共11层),2001年,塔楼,2460000.0,22906
亚运城天珑 户型方正 通风采光好 看房方便,亚运城天珑 ,亚运城,VR看装修 随时看房,1,6个月以前发布,3室2厅,89平米,北,精装,低楼层(共57层),,暂无数据,2100000.0,23596
祈福缤纷汇三房单位 保养好 视野开阔 满五唯一省个税,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满两年,3,1个月以前发布,3室1厅,94.72平米,北,精装,26层,2017年,板塔结合,2480000.0,26183
望花园，中高层采光好，保养新。,锦绣半岛东区 ,南浦,VR看装修 房本满五年,0,22,3室2厅,94.41平米,北,精装,高楼层(共25层),2009年,塔楼,2340000.0,24786
装修保养好 端户型双阳台 好楼层 望花园 近地铁,广州碧桂园华苑 ,南浦,近地铁 VR看装修 房本满五年,3,2个月以前发布,2室2厅,68.1平米,西北北,精装,中楼层(共7层),1998年,塔楼,1388000.0,20382
奥园养生广场 经典户型 有独立阳台 电梯高层视野开阔,奥园养生广场 ,桥南,房本满五年 随时看房,4,9个月以前发布,1室1厅,36.41平米,西南,简装,29层,2012年,塔楼,330000.0,9064
南向四房~横厅对流户型~采光通风好 满五唯一！,香缤豪庭 ,沙湾,VR看装修 房本满五年 随时看房,0,2个月以前发布,4室2厅,83.38平米,南,精装,中楼层(共24层),2011年,塔楼,2380000.0,28545
地铁口小区天荟望花园安静中楼层业主诚心出,亚运城天荟 ,亚运城,近地铁 VR看装修 房本满五年 随时看房,13,2个月以前发布,3室2厅,109.11平米,南北,精装,中楼层(共52层),2016年,塔楼,2490000.0,22822
满五唯一 保养好 产权清晰 生活便利,榕苑 ,石楼,VR看装修 房本满五年,1,2个月以前发布,2室1厅,88.71平米,东南,精装,中楼层(共7层),2001年,塔楼,690000.0,7779
一期北向望花园，出行方便，唯一税费少,东华花园 ,市桥东,近地铁 VR房源 房本满五年 随时看房,0,1个月以前发布,3室1厅,87.83平米,北,简装,中楼层(共6层),2004年,板楼,1780000.0,20267
尚上A区南北对流三房两卫 精装修阳台看小区视野好安静,尚上名筑一区 ,亚运城,VR看装修 房本满五年,15,一年前发布,3室2厅,117.34平米,南北,精装,中楼层(共23层),2015年,塔楼,1750000.0,14914
保养好二次装修 户型方正 视野开阔,亚运城天成2区 ,亚运城,VR看装修 房本满两年 随时看房,1,3个月以前发布,2室2厅,75.51平米,北,精装,低楼层(共46层),2019年,塔楼,1630000.0,21587
"出入方便,位置好安静,诚意转让",祈福新村青怡居 ,祈福新村,VR房源 房本满五年 随时看房,2,1个月以前发布,3室1厅,96.6平米,北,简装,中楼层(共5层),2001年,板塔结合,1580000.0,16357
佛莞城轨物业 电梯高层 北向通风 光线充足,信业悦都荟 ,市桥北,房本满两年 随时看房,5,一年前发布,2室3厅,48.24平米,北,精装,高楼层(共22层),2016年,塔楼,600000.0,12438
满五  地铁在门口 大四房 单边 南向 光线视野好,金山谷四期 ,金山谷,近地铁 VR房源 房本满五年,2,28,3室1厅,104平米,南,精装,高楼层(共30层),2013年,塔楼,2880000.0,27693
交通便利，近地铁口，方正实用，总*低,大北路 ,市桥,近地铁 VR看装修 房本满五年 随时看房,3,27,2室1厅,46.8平米,南,简装,中楼层(共7层),,塔楼,598000.0,12778
亚运城天峯 三房看小区园林 位置安静,亚运城天峯3区 ,亚运城,VR看装修 房本满两年 随时看房,3,1个月以前发布,3室2厅,89.97平米,东北,精装,高楼层(共57层),2020年,塔楼,1750000.0,19451
亚运城天峯一区  位置安静 随时看房,亚运城天峯1区 ,亚运城,VR看装修 房本满两年,0,30,4室2厅,144.8平米,南,其他,高楼层(共55层),,塔楼,3900000.0,26934
小区中间位置三房 南向 电梯高层,祈福水城 ,沙湾,VR看装修 房本满五年,0,13,3室1厅,88.54平米,南,精装,高楼层(共11层),2008年,塔楼,1800000.0,20330
近地铁口 地段优越 望园区游泳池安静景观好,锦绣香江花园紫荆园 ,汉溪长隆,近地铁 VR看装修 房本满五年 随时看房,8,8个月以前发布,3室2厅,108.93平米,东北,其他,9层,2004年,塔楼,3450000.0,31672
南向电梯三房 双阳台 采光好 精装修   拎包入住,华荟明苑 ,洛溪,近地铁 VR房源 房本满五年,0,16,3室2厅,108平米,南,精装,低楼层(共12层),2002年,塔楼,3200000.0,29630
业主诚心出shou欢迎看房，提前约看,凯德山海连城二期 ,莲花山,VR看装修 房本满两年 随时看房,3,7个月以前发布,3室1厅,109.56平米,南,其他,29层,,板塔结合,1850000.0,16886
星海公园旁电梯房，易上车，交通便利，采光视野好,星海国际 ,市桥,房本满五年 随时看房,17,一年前发布,1室1厅,49.24平米,东南,精装,中楼层(共9层),,塔楼,330000.0,6702
楼层好，采光好，景观靓，生态小区 交通便捷 安静舒适,丽江花园康城居 ,南浦,VR看装修 房本满五年,6,10个月以前发布,2室2厅,69.7平米,西南,精装,高楼层(共9层),1999年,塔楼,1550000.0,22239
倚莲半岛花园 户型方正 通风采光好 看房方便,倚莲半岛花园 ,莲花山,VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,146.09平米,南,其他,中楼层(共15层),2014年,板楼,1850000.0,12664
珠江花园 两房  采光好 间隔方正 业主诚心出*,珠江花园 ,厦滘,近地铁 VR房源 房本满五年,5,一年前发布,2室1厅,65.5平米,西北,精装,高楼层(共28层),1998年,塔楼,1150000.0,17558
地铁口物业 次新房 视野开阔看小蛮腰 大2房拧包入住,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满两年,2,11个月以前发布,2室2厅,79.24平米,南北,精装,33层,2017年,塔楼,1990000.0,25114
金山谷此房满五年免重税，产权清晰，楼层好，配套齐全,金山谷四期 ,金山谷,近地铁 VR看装修 房本满五年,2,2个月以前发布,3室2厅,112.23平米,南北,精装,高楼层(共25层),2013年,塔楼,3280000.0,29226
靓装三房，电梯，带平台，带产权车位,美心翠拥华庭一期 ,番禺客运站,VR看装修 房本满五年,0,3个月以前发布,3室2厅,130.42平米,东南,精装,低楼层(共6层),2004年,塔楼,2900000.0,22236
敏捷四季花园 南向中低层三房 精装修采光通风好,敏捷四季花园 ,大石,近地铁 VR看装修 房本满五年 随时看房,0,1个月以前发布,3室1厅,93.98平米,南,精装,低楼层(共23层),2016年,塔楼,3080000.0,32773
小高层 舒适度高 户型方正 采光通风较好,莲花湾畔花园 ,石楼,VR看装修 房本满五年 随时看房,4,3个月以前发布,3室2厅,86.91平米,南,精装,中楼层(共11层),,塔楼,1280000.0,14728
刚需三房两阳台，适合年轻人的房子,锦绣生态园 ,钟村,VR看装修 房本满五年 随时看房,0,7个月以前发布,3室2厅,90.14平米,西北北,精装,高楼层(共6层),2003年,塔楼,1370000.0,15199
房子一楼带35平方的大花园，南北通，满五年税少,富丽家园福泰园 ,大石,VR看装修 房本满五年,0,1个月以前发布,3室1厅,55.18平米,南,其他,低楼层(共7层),1995年,塔楼,1430000.0,25916
电梯中层 四开间朝~南~向 一手业主 生活完善！,华荟南景园 ,桥南,VR看装修 房本满五年,3,3个月以前发布,3室2厅,117.76平米,南,简装,中楼层(共16层),2002年,塔楼,2380000.0,20211
靓楼层两房  户型方正 双阳台  地铁8min,广州碧桂园华苑 ,南浦,近地铁 VR看装修 房本满五年,8,3个月以前发布,2室1厅,69平米,东北,精装,中楼层(共7层),1998年,塔楼,1380000.0,20000
小区封闭管理、24小时的安保，出行购物方便,富丽家园富昌花园 ,大石,近地铁 VR房源 房本满五年 随时看房,0,29,4室1厅,103.7平米,南,其他,高楼层(共9层),1995年,塔楼,1390000.0,13405
奥园大厦  复式两层  全新装修  马上入住,广州奥林匹克花园 ,洛溪,近地铁 VR房源 随时看房,0,2个月以前发布,1室1厅,33.53平米,东北,精装,中楼层(共21层),2002年,塔楼,1080000.0,32210
店长都喜欢番禺广场900米四房南向安静不靠马路,东逸华庭 ,番禺广场,VR房源 房本满五年,1,2个月以前发布,4室2厅,130.67平米,南,精装,高楼层(共6层),2005年,板楼,3080000.0,23571
一梯两户南北对流楼层好，仲元，进地铁。,海天花园 ,洛溪,近地铁 VR看装修 房本满两年 随时看房,1,4个月以前发布,2室2厅,81.1平米,南,精装,中楼层(共4层),1998年,板楼,1750000.0,21579
房子业主装修很好，保很好，可以拎包入住，标准3个房,星尚花园 ,市桥东,VR看装修 房本满五年 随时看房,0,3个月以前发布,3室2厅,95.16平米,北,简装,低楼层(共26层),2014年,板楼,2210000.0,23225
：低楼层，采光通风好，户型方正,石碁城市花园 ,番禺客运站,VR房源 房本满五年,3,4个月以前发布,3室2厅,81.6平米,北,精装,中楼层(共5层),2000年,塔楼,1460000.0,17893
电梯高层可望江、过五唯一、装修保养好,广州奥林匹克花园 ,洛溪,VR房源,1,2个月以前发布,1室1厅,39.83平米,北,其他,高楼层(共15层),2002年,塔楼,1230000.0,30882
店长推荐    高层电梯    没遮挡,海伦堡花样年华一期 ,桥南,VR看装修 房本满五年 随时看房,2,6个月以前发布,3室2厅,92.42平米,西南,简装,高楼层(共19层),2005年,塔楼,2100000.0,22723
广州奥林匹克花园3房2厅安静一梯两户,广州奥林匹克花园 ,洛溪,VR房源 房本满五年,1,19,3室2厅,99.56平米,东南,精装,高楼层(共6层),2003年,塔楼,2480000.0,24910
满五唯一装修漂亮 南向高层采光视野好，阳光洒满屋,丽江花园德汇楼 ,南浦,近地铁 VR看装修 房本满五年,1,18,2室2厅,65.2平米,南,精装,中楼层(共20层),1997年,塔楼,1480000.0,22700
中高层正南向采光通透对流满五唯一保养好,金山谷四期 ,金山谷,近地铁 VR看装修 房本满五年 随时看房,3,一年前发布,3室2厅,110.16平米,南,精装,中楼层(共30层),2013年,塔楼,3600000.0,32680
【优质三层别墅】南北对流，花园向南，中间位置带露台,雅居乐花园雅湖居 ,雅居乐,VR房源 房本满五年,2,8,5室2厅,191.8平米,南北,精装,1层,2010年,塔楼,12450000.0,64912
【贝壳好房】一线望江，南北对流，一梯一户，独立电梯,江山帝景 ,华南新城,VR房源 房本满五年 随时看房,3,8个月以前发布,4室2厅,268.16平米,南北,简装,30层,2011年,板楼,7900000.0,29461
21年新装修，中环品悦电梯两房，高层视野开阔采光好,中环品悦 ,大石,VR看装修 房本满两年 随时看房,3,1个月以前发布,2室1厅,53.24平米,南,精装,高楼层(共22层),2013年,塔楼,1300000.0,24418
带个小露台使用，三房两卫，实用率高，业主诚心出,金海岸花园金石碧苑 ,番禺客运站,VR房源 房本满五年 随时看房,3,一年前发布,3室2厅,106.94平米,西南,精装,低楼层(共9层),2002年,塔楼,2200000.0,20573
望江望花园安静好房 好楼层 产权清晰,锦绣半岛东区 ,南浦,VR看装修 房本满五年,1,4个月以前发布,3室1厅,89.57平米,北,精装,中楼层(共25层),2009年,塔楼,2300000.0,25679
金山谷四期 三房南向 中高楼层 南向视野开阔 户型对流,金山谷四期 ,金山谷,近地铁 VR房源 房本满五年,11,一年前发布,3室1厅,94.08平米,南,简装,高楼层(共25层),2013年,塔楼,2720000.0,28912
石楼 鑫隆世家 南向舒适三房两卫 中楼层 无遮挡采光好,鑫隆世家 ,石楼,VR看装修 房本满五年,1,7个月以前发布,3室2厅,96.67平米,南,其他,中楼层(共18层),2012年,塔楼,1660000.0,17172
北向望小区园林三房 中低楼层 无遮挡,亚运城天韵 ,亚运城,VR看装修 房本满两年,0,2个月以前发布,3室2厅,88.72平米,东北,精装,低楼层(共57层),,塔楼,2080000.0,23445
户型方正 低楼层 装修保养好 看房有钥匙,如意花园 ,洛溪,VR房源 房本满五年 随时看房,1,1个月以前发布,2室1厅,69.4平米,南,精装,低楼层(共7层),1993年,板楼,1240000.0,17868
美苑南向三房两卫 精装修，视野开阔无遮挡 满五唯一,广州碧桂园美苑 ,南浦,近地铁 VR看装修 房本满五年,1,18,3室2厅,102.5平米,西南,精装,高楼层(共7层),1998年,塔楼,1900000.0,18537
碧桂园复式，视野开阔，通风好，带大露台,广州碧桂园雅苑 ,南浦,VR房源 房本满五年 随时看房,0,13,3室1厅,140平米,南北,毛坯,高楼层(共7层),1998年,塔楼,2300000.0,16429
南向新装修，可拎包入住，近山边停车方便,祈福新村A区 ,祈福新村,近地铁 VR房源 随时看房,9,5个月以前发布,4室2厅,149.5平米,南,精装,3层,1994年,平房,4800000.0,32108
祈福新村A区 4室2厅 南,祈福新村A区 ,祈福新村,近地铁 VR房源 随时看房,7,1个月以前发布,4室2厅,127.4平米,南,精装,低楼层(共1层),1994年,平房,3480000.0,27316
低楼层住家的新装修，装修比较用心。,康裕园 ,市桥,VR房源 房本满五年 随时看房,64,一年前发布,4室2厅,140平米,南,简装,低楼层(共7层),1993年,塔楼,2280000.0,16286
一期北向望花园，出行方便，唯一税费少,东华花园 ,市桥东,近地铁 VR房源 房本满五年 随时看房,0,1个月以前发布,3室1厅,87.83平米,北,简装,中楼层(共6层),2004年,板楼,1780000.0,20267
祈福缤纷汇三房单位 保养好 视野开阔 满五唯一省个税,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满两年,3,1个月以前发布,3室1厅,94.72平米,北,精装,26层,2017年,板塔结合,2480000.0,26183
倚莲半岛花园 户型方正 通风采光好 看房方便,倚莲半岛花园 ,莲花山,VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,146.09平米,南,其他,中楼层(共15层),2014年,板楼,1850000.0,12664
珠江花园 两房  采光好 间隔方正 业主诚心出*,珠江花园 ,厦滘,近地铁 VR房源 房本满五年,5,一年前发布,2室1厅,65.5平米,西北,精装,高楼层(共28层),1998年,塔楼,1150000.0,17558
证够5年，户型方正，视野开阔。,广州碧桂园华苑 ,南浦,近地铁 VR房源 房本满五年 随时看房,7,2个月以前发布,2室1厅,69平米,东北,简装,中楼层(共7层),1999年,塔楼,1350000.0,19566
南浦长大 南北对流 保养新净  靠江小区,南浦长大公司 ,南浦,近地铁 VR房源 房本满五年,0,12,2室1厅,64.1平米,东南,其他,中楼层(共8层),2002年,塔楼,1190000.0,18565
丽江花园康城居 精装2房 采光通风好,丽江花园康城居 ,南浦,VR房源 房本满五年,0,21,2室1厅,70.1平米,东北,精装,中楼层(共9层),1999年,塔楼,1400000.0,19972
望花园，中高层采光好，保养新。,锦绣半岛东区 ,南浦,VR看装修 房本满五年,0,22,3室2厅,94.41平米,北,精装,高楼层(共25层),2009年,塔楼,2340000.0,24786
奥园养生广场 经典户型 有独立阳台 电梯高层视野开阔,奥园养生广场 ,桥南,房本满五年 随时看房,4,9个月以前发布,1室1厅,36.41平米,西南,简装,29层,2012年,塔楼,330000.0,9064
保养好二次装修 户型方正 视野开阔,亚运城天成2区 ,亚运城,VR看装修 房本满两年 随时看房,1,3个月以前发布,2室2厅,75.51平米,北,精装,低楼层(共46层),2019年,塔楼,1630000.0,21587
"出入方便,位置好安静,诚意转让",祈福新村青怡居 ,祈福新村,VR房源 房本满五年 随时看房,2,1个月以前发布,3室1厅,96.6平米,北,简装,中楼层(共5层),2001年,板塔结合,1580000.0,16357
此房满五唯一，电梯房，小区化管理，交通方便。,华侨城(番禺) ,市桥,VR看装修 房本满五年,2,4个月以前发布,3室1厅,63平米,南,简装,高楼层(共8层),1994年,板楼,950000.0,15080
精装修三房，拎包入住，户型佳，温馨舒适,大北路 ,市桥,VR看装修 房本满两年 随时看房,12,4个月以前发布,3室2厅,93.7平米,南,精装,高楼层(共7层),,塔楼,1000000.0,10673
祈福蝶舞轩大两房 户型方正 采光视野好,祈福新村蝶舞轩 ,祈福新村,VR房源 房本满五年 随时看房,3,7个月以前发布,2室2厅,67.6平米,北,精装,低楼层(共6层),2002年,板塔结合,1280000.0,18935
地铁口物业 次新房 视野开阔看小蛮腰 大2房拧包入住,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满两年,2,11个月以前发布,2室2厅,79.24平米,南北,精装,33层,2017年,塔楼,1990000.0,25114
正南向对流温馨二房，前后园景.,南国奥园 ,汉溪长隆,VR房源 房本满五年,22,4个月以前发布,2室2厅,78.58平米,南,其他,6层,2006年,板楼,1950000.0,24816
南北对流，视野宽阔，前面是小区花园，采光充足,富丽家园福宁园 ,大石,VR房源 房本满五年,0,1个月以前发布,3室1厅,79.6平米,南,简装,中楼层(共8层),1998年,塔楼,1590000.0,19975
南向精装三房 无遮挡 保养新净 诚意放卖 看房方便,祈福新村迎风阁 ,祈福新村,VR房源 房本满五年,5,一年前发布,3室2厅,107.6平米,南,其他,低楼层(共29层),2006年,板塔结合,1880000.0,17473
金山谷此房满五年免重税，产权清晰，楼层好，配套齐全,金山谷四期 ,金山谷,近地铁 VR看装修 房本满五年,2,2个月以前发布,3室2厅,112.23平米,南北,精装,高楼层(共25层),2013年,塔楼,3280000.0,29226
靓装三房，电梯，带平台，带产权车位,美心翠拥华庭一期 ,番禺客运站,VR看装修 房本满五年,0,3个月以前发布,3室2厅,130.42平米,东南,精装,低楼层(共6层),2004年,塔楼,2900000.0,22236
南向四房~横厅对流户型~采光通风好 满五唯一！,香缤豪庭 ,沙湾,VR看装修 房本满五年 随时看房,0,2个月以前发布,4室2厅,83.38平米,南,精装,中楼层(共24层),2011年,塔楼,2380000.0,28545
楼层好，采光好，景观靓，生态小区 交通便捷 安静舒适,丽江花园康城居 ,南浦,VR看装修 房本满五年,6,10个月以前发布,2室2厅,69.7平米,西南,精装,高楼层(共9层),1999年,塔楼,1550000.0,22239
锦绣银湾 一线江景高层三房 位置安静 业主诚意出手,锦绣银湾 ,大石,VR看装修,1,2个月以前发布,3室2厅,145.22平米,东南,其他,高楼层(共28层),2007年,板塔结合,4490000.0,30919
缤纷汇温馨两房 中间楼层 近地铁 出入方便,祈福缤纷汇 ,祈福新村,近地铁 VR看装修 房本满两年 随时看房,11,一年前发布,2室2厅,52.32平米,北,精装,33层,2017年,板塔结合,1300000.0,24848
洛涛居南区 单数栋 中间楼层 南向看花园 位置安静,洛涛南区 ,洛溪,近地铁 VR看装修 房本满五年,7,8个月以前发布,3室2厅,98.1平米,南,精装,中楼层(共6层),1999年,塔楼,2280000.0,23242
满五唯一 保养好 产权清晰 生活便利,榕苑 ,石楼,VR看装修 房本满五年,1,2个月以前发布,2室1厅,88.71平米,东南,精装,中楼层(共7层),2001年,塔楼,690000.0,7779
地铁口小区天荟望花园安静中楼层业主诚心出,亚运城天荟 ,亚运城,近地铁 VR看装修 房本满五年 随时看房,13,2个月以前发布,3室2厅,109.11平米,南北,精装,中楼层(共52层),2016年,塔楼,2490000.0,22822
装修保养好 端户型双阳台 好楼层 望花园 近地铁,广州碧桂园华苑 ,南浦,近地铁 VR看装修 房本满五年,3,2个月以前发布,2室2厅,68.1平米,西北北,精装,中楼层(共7层),1998年,塔楼,1388000.0,20382
满五  地铁在门口 大四房 单边 南向 光线视野好,金山谷四期 ,金山谷,近地铁 VR房源 房本满五年,2,28,3室1厅,104平米,南,精装,高楼层(共30层),2013年,塔楼,2880000.0,27693
佛莞城轨物业 电梯高层 北向通风 光线充足,信业悦都荟 ,市桥北,房本满两年 随时看房,5,一年前发布,2室3厅,48.24平米,北,精装,高楼层(共22层),2016年,塔楼,600000.0,12438
尚上A区南北对流三房两卫 精装修阳台看小区视野好安静,尚上名筑一区 ,亚运城,VR看装修 房本满五年,15,一年前发布,3室2厅,117.34平米,南北,精装,中楼层(共23层),2015年,塔楼,1750000.0,14914
人车分流 大型花园小区  诚意出   可谈 安静望花园,中颐海伦堡花样年华二期 ,桥南,VR房源 房本满五年,2,6个月以前发布,3室1厅,112.04平米,南北,简装,18层,2005年,塔楼,2500000.0,22314
南向中间楼层，保养好，拎包入住,金山谷四期 ,金山谷,近地铁 VR房源 房本满五年 随时看房,0,14,4室1厅,105.46平米,南,精装,中楼层(共29层),2013年,塔楼,3080000.0,29206
地铁800米人车分流小区管理大石中间位方正两房,富庭东园 ,大石,近地铁 VR看装修 房本满五年 随时看房,2,1个月以前发布,2室1厅,69.75平米,西,精装,中楼层(共7层),2003年,塔楼,1550000.0,22223
亚运城天誉大三房 南北对流 采光通风好 望小区安静,亚运城天誉 ,亚运城,VR看装修 房本满五年 随时看房,1,1个月以前发布,3室2厅,131.4平米,南北,精装,低楼层(共48层),,塔楼,2500000.0,19026
顺德碧桂园东苑过五年  南向望园景   采光充足,顺德碧桂园东苑 ,顺德碧桂园,VR房源 房本满五年,20,一年前发布,2室2厅,62.5平米,南东北,精装,高楼层(共6层),2002年,塔楼,690000.0,11040
亚运城天珑 户型方正 通风采光好 看房方便,亚运城天珑 ,亚运城,VR看装修 随时看房,1,6个月以前发布,3室2厅,89平米,北,精装,低楼层(共57层),,暂无数据,2100000.0,23596
业主诚心出shou欢迎看房，提前约看,凯德山海连城二期 ,莲花山,VR看装修 房本满两年 随时看房,3,7个月以前发布,3室1厅,109.56平米,南,其他,29层,,板塔结合,1850000.0,16886
亚运城天峯一区  位置安静 随时看房,亚运城天峯1区 ,亚运城,VR看装修 房本满两年,0,30,4室2厅,144.8平米,南,其他,高楼层(共55层),,塔楼,3900000.0,26934
交通便利，近地铁口，方正实用，总*低,大北路 ,市桥,近地铁 VR看装修 房本满五年 随时看房,3,27,2室1厅,46.8平米,南,简装,中楼层(共7层),,塔楼,598000.0,12778
亚运城天峯 三房看小区园林 位置安静,亚运城天峯3区 ,亚运城,VR看装修 房本满两年 随时看房,3,1个月以前发布,3室2厅,89.97平米,东北,精装,高楼层(共57层),2020年,塔楼,1750000.0,19451
出行方便，低层带小露台，实用四房,长江数码花园(番禺) ,钟村,VR房源 房本满五年 随时看房,2,9个月以前发布,4室2厅,87.39平米,南北,简装,低楼层(共6层),2000年,板楼,1420000.0,16249
保养新 3房2卫 高层视野开通阔 通风 采光好,亚运城天峯3区 ,亚运城,VR看装修 房本满两年,0,24,3室2厅,103.6平米,南,精装,高楼层(共57层),,塔楼,2190000.0,21139
康裕北苑 装修保养好 户型方正 带电梯,康裕北苑 ,市桥,VR看装修 房本满五年,4,8个月以前发布,3室2厅,136.21平米,北,简装,中楼层(共14层),2003年,塔楼,2880000.0,21144
大北路92号 地铁1.5公里 南向小两房 可公积金,大北路 ,市桥,VR看装修 房本满五年 随时看房,19,一年前发布,2室1厅,72.2平米,南,其他,高楼层(共6层),,塔楼,600000.0,8311
丹桂园 3室2厅 南,丹桂园 ,市桥,近地铁 VR看装修 房本满五年 随时看房,1,13,3室2厅,82.7平米,南,精装,中楼层(共7层),2003年,板楼,1450000.0,17534
广州碧桂园华苑两房  低楼层  东南朝向,广州碧桂园华苑 ,南浦,近地铁 VR看装修 房本满五年,5,5个月以前发布,2室1厅,68.1平米,东南南,精装,中楼层(共7层),1998年,塔楼,1550000.0,22761
锦绣银湾 方正三房 望江采光通风好 品质小区,锦绣银湾 ,大石,VR看装修 房本满五年 随时看房,1,3个月以前发布,3室1厅,125.15平米,北,精装,低楼层(共24层),2007年,板塔结合,3150000.0,25170
总监推荐，户型方正，本周必卖。急急急,广地花园 ,星河湾,VR房源 房本满两年,1,一年前发布,2室1厅,68.9平米,南,精装,中楼层(共7层),,板塔结合,1400000.0,20320
