标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
巴厘天地 东南向 三房两卫 满五 位置安静 中楼层,人盛巴厘天地 ,神岗镇,VR房源 房本满五年 随时看房,1,一年前发布,3室2厅,125.5平米,南北,毛坯,中楼层(共17层),塔楼,2012年,930000.0,7411
新城区电梯两房 格局实用 无暗房 出行方便,建云东路 ,新城片区,VR看装修 房本满五年,1,一年前发布,2室2厅,61平米,南北,简装,中楼层(共7层),暂无数据,,800000.0,13115
近地铁500米即买即收租 可以租给酒店 只可一次性交易,新光百德广场 ,太平镇,近地铁 房本满五年,5,一年前发布,1室0厅,56.86平米,东南,精装,中楼层(共16层),塔楼,2014年,360000.0,6332
大城云山   环境优美  刚需首先,大城云山 ,太平镇,近地铁 VR看装修 房本满五年,3,一年前发布,2室1厅,55.04平米,西北,精装,中楼层(共10层),塔楼,2016年,725000.0,13173
过五免增值税，采光充足，交通便利。,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年,0,一年前发布,2室2厅,90.08平米,南,其他,低楼层(共12层),塔楼,2013年,950000.0,10547
逸墅新区 联排别墅 坐北朝南  视野开阔,东方夏湾拿 ,太平镇,VR房源 房本满五年,2,9个月以前发布,5室3厅,270.5平米,南,精装,3层,独栋别墅,板塔结合,3300000.0,12200
巴厘天地 诚心放卖 精装修 满五唯一绿化高 小区环境好,人盛巴厘天地 ,神岗镇,VR看装修 房本满五年 随时看房,0,一年前发布,3室1厅,123.41平米,东南,精装,低楼层(共17层),塔楼,2012年,1100000.0,8914
丰盈雅居 电梯精装三房 房型方正 随时看房 看中即签,丰盈雅居 ,太平镇,VR看装修 房本满五年,12,一年前发布,3室1厅,100.48平米,东,简装,低楼层(共9层),塔楼,2014年,1100000.0,10948
东方夏湾拿 逸墅新区四层 景观房 采光充足 靠街心公园,东方夏湾拿 ,太平镇,VR房源 房本满两年,2,一年前发布,5室3厅,270.5平米,南,精装,3层,板塔结合,2013年,3680000.0,13605
此房满五唯一   精装修  户型方正  采光通透,鸿运楼 ,太平镇,VR看装修 房本满五年,6,一年前发布,3室1厅,83.77平米,南,精装,中楼层(共9层),板塔结合,,600000.0,7163
东方夏湾拿 4室2厅 东南 西北,东方夏湾拿 ,太平镇,VR房源 房本满两年,3,一年前发布,4室2厅,179.15平米,东南西北,简装,3层,板塔结合,,2600000.0,14513
富力泉天下大三房东南向景观房望山景,富力泉天下 ,温泉镇,VR看装修 房本满五年 随时看房,0,10个月以前发布,3室2厅,120.11平米,东南,其他,低楼层(共18层),塔楼,2013年,920000.0,7660
配套完善交通便利项目有银行，温泉,富力泉天下 ,温泉镇,VR房源 房本满五年,4,一年前发布,6室2厅,256.11平米,南北,精装,3层,塔楼,2014年,2100000.0,8200
富力泉天下 5室2厅 南,富力泉天下 ,温泉镇,VR房源 房本满五年 随时看房,0,7个月以前发布,5室2厅,190.96平米,南,其他,3层,塔楼,2012年,2300000.0,12045
雍禾苑，小区舒适，房子方正，居住舒服,雍禾苑 ,新城片区,VR房源 房本满五年,0,一年前发布,3室2厅,104.24平米,南,精装,中楼层(共13层),塔楼,2012年,1880000.0,18036
空气好，负离子值高 优质的森林,富力泉天下 ,温泉镇,VR看装修 房本满五年,1,一年前发布,3室2厅,123.18平米,南,精装,中楼层(共18层),塔楼,,1083000.0,8793
富力泉天下从化值得持有地块稀有别墅,富力泉天下 ,温泉镇,VR房源 房本满五年 随时看房,0,一年前发布,4室2厅,226.43平米,西南,其他,3层,塔楼,2012年,2250000.0,9937
气清新负离子空气，望山顶广场视野开阔,富力泉天下 ,温泉镇,VR房源 房本满五年,0,一年前发布,2室2厅,82.35平米,北,其他,低楼层(共18层),塔楼,2013年,758000.0,9205
从化温泉富力泉天下大四房东南向景观房望山景,富力泉天下 ,温泉镇,VR看装修 房本满五年 随时看房,0,5个月以前发布,4室2厅,148.18平米,东南,其他,低楼层(共18层),塔楼,2012年,1618000.0,10920
巴厘天地，南北对流大三房 装修保养好宜居,人盛巴厘天地 ,神岗镇,VR看装修 房本满两年,0,5个月以前发布,3室2厅,107.01平米,东南,精装,17层,塔楼,2011年,920000.0,8598
空气好，负离子值高 优质的森林,富力泉天下 ,温泉镇,VR看装修 房本满五年,1,一年前发布,3室2厅,123.18平米,南,精装,中楼层(共18层),塔楼,,1083000.0,8793
从化温泉富力泉天下大四房东南向景观房望山景,富力泉天下 ,温泉镇,VR看装修 房本满五年 随时看房,0,5个月以前发布,4室2厅,148.18平米,东南,其他,低楼层(共18层),塔楼,2012年,1618000.0,10920
青云公园，新城市场，3号，9号公交车站，楼下早餐店,玫瑰園 ,新城片区,VR看装修 房本满五年,1,11个月以前发布,4室2厅,170.98平米,南,其他,中楼层(共9层),塔楼,2008年,1360000.0,7955
大城云山 楼层好 地铁700米,大城云山 ,太平镇,近地铁 VR看装修 房本满两年 随时看房,4,一年前发布,3室1厅,113.13平米,西南,精装,高楼层(共17层),塔楼,2013年,1380000.0,12199
此房满两年，南北对流 ，电梯两房，无遮挡。,华标荔苑 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,2室1厅,91.74平米,西南,其他,低楼层(共12层),塔楼,2013年,1000000.0,10901
巴厘天地 南向户型 带主套 好楼层 。,人盛巴厘天地 ,神岗镇,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,132.79平米,东南,毛坯,低楼层(共17层),塔楼,2011年,840000.0,6326
南北通透，采光通风 ，业主自住保养好,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年,3,一年前发布,2室2厅,67.46平米,南北,简装,低楼层(共6层),塔楼,2007年,850000.0,12601
紫泉翠荔嘉园   视野好 成熟小区 配套成熟，光线充足,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年 随时看房,17,一年前发布,3室1厅,103.63平米,西北,毛坯,高楼层(共6层),塔楼,2007年,1075000.0,10374
人文素质高，和谐，空气好，负离子值高,富力泉天下 ,温泉镇,VR房源 房本满五年,4,一年前发布,4室2厅,227.48平米,东南,其他,2层,独栋别墅,塔楼,3880000.0,17057
紫泉翠荔嘉园，低楼层，南北对流，采光好,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年,6,一年前发布,3室2厅,78平米,西南,简装,低楼层(共6层),塔楼,2007年,950000.0,12180
富力泉天下 5室2厅 南,富力泉天下 ,温泉镇,VR房源 房本满五年 随时看房,0,一年前发布,5室2厅,190.79平米,南,毛坯,3层,塔楼,,2880000.0,15096
房子满两年，视野开阔，望花园，值得你拥有,人盛巴厘天地 ,神岗镇,VR房源 房本满五年 随时看房,0,一年前发布,2室1厅,80.99平米,东南,毛坯,低楼层(共17层),塔楼,2013年,600000.0,7409
此房看山景，风景好，环境好，居住舒适！,富力泉天下 ,温泉镇,VR看装修 房本满五年 随时看房,3,一年前发布,3室2厅,100.35平米,南,其他,低楼层(共18层),塔楼,2012年,822000.0,8192
房子向看花园 ，视野开阔 ，无遮挡光线充足,时代幸汇 ,江浦街,VR看装修 房本满两年,0,8个月以前发布,3室2厅,98.92平米,北,精装,中楼层(共24层),塔楼,,1150000.0,11626
珠江壹城3房2厅2卫，中高楼层，业主诚心在卖,珠江国际城 ,神岗镇,近地铁 VR房源 房本满两年 随时看房,1,一年前发布,3室1厅,103.97平米,东北,精装,低楼层(共27层),板塔结合,,1048000.0,10080
珠江壹城  采光充足 配套齐全 交通便利,珠江国际城 ,神岗镇,近地铁 VR看装修 房本满两年,0,一年前发布,3室2厅,88.44平米,东北,精装,低楼层(共27层),板塔结合,2018年,1080000.0,12212
从化温泉富力泉天下 休闲度假二房 采光充足视野开阔,富力泉天下 ,温泉镇,VR看装修 房本满五年,0,一年前发布,2室1厅,82.87平米,北,其他,中楼层(共18层),塔楼,2012年,732000.0,8834
此房格局好，视野宽阔，采光充足，交通便利,珠江国际城 ,神岗镇,近地铁 VR看装修 房本满两年,0,一年前发布,3室2厅,104.3平米,东北,精装,低楼层(共26层),板塔结合,,1050000.0,10068
地铁楼盘 南北对流房型 南向三房 采光好 配套设施齐全,珠江国际城 ,神岗镇,VR看装修 房本满五年,0,10个月以前发布,3室2厅,116.38平米,西南,精装,高楼层(共28层),板塔结合,,1000000.0,8593
业主自己装修 花了很多心思 想找带精装修的值得一看,富力泉天下 ,温泉镇,VR房源 房本满五年,6,一年前发布,6室2厅,190.96平米,南,精装,3层,塔楼,2013年,2900000.0,15187
珠江壹城  电梯三房 装修新  可拎包入住,珠江国际城 ,神岗镇,近地铁 VR看装修 房本满两年 随时看房,0,11个月以前发布,3室1厅,90.18平米,东北,精装,低楼层(共28层),板塔结合,,1070000.0,11866
此房南北对流，中高楼层，采光通透明亮,人盛巴厘天地 ,神岗镇,VR看装修 房本满五年 随时看房,11,一年前发布,3室2厅,108平米,南,精装,高楼层(共17层),塔楼,2014年,900000.0,8334
精装三房 业主没有入住过 诚意出,人盛巴厘天地 ,神岗镇,VR看装修 随时看房,0,一年前发布,3室2厅,118.21平米,南,简装,中楼层(共17层),塔楼,2012年,960000.0,8122
珠江国际城 3室2厅 东北,珠江国际城 ,神岗镇,近地铁 VR看装修 房本满两年 随时看房,1,一年前发布,3室2厅,103.97平米,东北,精装,低楼层(共27层),板塔结合,,1100000.0,10580
此房看山景，风景好，环境好，居住舒适！,富力泉天下 ,温泉镇,VR看装修 房本满五年,0,一年前发布,3室2厅,126.57平米,南,精装,中楼层(共23层),塔楼,,950000.0,7506
户型方正，南北通透，居住密度低,逸泉山庄 ,赤草,近地铁 VR看装修,1,一年前发布,3室2厅,135.06平米,南北,简装,中楼层(共7层),塔楼,,1580000.0,11699
富力泉天下 新区别墅 环境靓空气好 东南向 花园大,富力泉天下 ,温泉镇,VR房源 房本满两年 随时看房,0,一年前发布,5室2厅,190.97平米,东南,精装,3层,塔楼,,2690000.0,14086
珠江国际城 环境优美 刚需户型 保养新 看房方便,珠江国际城 ,神岗镇,近地铁 VR看装修 房本满两年 随时看房,0,一年前发布,3室2厅,88.74平米,北,其他,高楼层(共26层),板塔结合,,900000.0,10142
从化温泉富力泉天下 单边位三房 南北对流格局方正,富力泉天下 ,温泉镇,VR看装修 房本满五年,0,8个月以前发布,3室2厅,105.4平米,南,精装,高楼层(共18层),塔楼,2012年,1245000.0,11813
户型方正，保养好，中高楼层，采光通风好,珠江国际城 ,神岗镇,VR看装修 房本满五年,0,8个月以前发布,3室1厅,105.24平米,西南,精装,低楼层(共28层),板塔结合,,1100000.0,10453
珠江壹城  电梯三房 装修新  可拎包入住,珠江国际城 ,神岗镇,近地铁 VR看装修 房本满两年 随时看房,0,11个月以前发布,3室1厅,90.18平米,东北,精装,低楼层(共28层),板塔结合,,1070000.0,11866
珠光山水御苑 高层 视野开阔 毛坯房,珠光山水御苑 ,江浦街,VR看装修 房本满五年 随时看房,1,5个月以前发布,3室2厅,102平米,南,其他,高楼层(共32层),塔楼,2016年,700000.0,6863
少有复式户型，近地铁，大品牌，物管好,碧桂园荔山雅筑 ,赤草,近地铁 VR房源 房本满五年 随时看房,2,9个月以前发布,3室2厅,135.77平米,南西南,毛坯,高楼层(共4层),板楼,,1200000.0,8839
南北对流三房，无遮挡采光好，阳台直望荔枝林,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年,32,一年前发布,3室2厅,89.77平米,南,精装,低楼层(共6层),塔楼,2008年,1200000.0,13368
紫泉翠荔嘉园，毛坯四房  南北对流 采光好,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年 随时看房,7,一年前发布,4室2厅,124.96平米,西南,毛坯,中楼层(共6层),板楼,2007年,1500000.0,12004
流溪御景山景洋房、户型方正实用,珠光流溪御景 ,赤草,VR看装修 房本满五年,7,一年前发布,3室2厅,97.75平米,北,精装,中楼层(共27层),塔楼,2012年,1130000.0,11561
雅居乐小院流溪别墅，毛坯房4室2厅,雅居乐小院流溪 ,赤草,VR房源 房本满五年 随时看房,1,一年前发布,4室2厅,291.45平米,南,毛坯,4层,塔楼,,3300000.0,11323
小区配套成熟，交通便利，南北对流，采光好,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年 随时看房,0,一年前发布,4室2厅,117.26平米,南北,其他,高楼层(共6层),板楼,,1340000.0,11428
一楼两房一卫双阳台，带精装，花园可以利用,逸泉山庄 ,赤草,近地铁 VR看装修 房本满五年 随时看房,22,一年前发布,2室2厅,97.99平米,北西北,精装,低楼层(共15层),塔楼,,1020000.0,10410
框架结构，厅出阳台，南北向 中楼层通风好 业主诚意卖,西宁中路 ,旧城区,VR看装修 房本满五年,4,一年前发布,2室1厅,65.9平米,南北,简装,高楼层(共6层),暂无数据,,622000.0,9439
地铁口，视野开阔，采光好，，南北对流，配套成熟,逸泉山庄 ,赤草,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,95.17平米,南北,精装,低楼层(共15层),塔楼,2011年,1180000.0,12399
双拼大别墅，户型方正，采光好，无遮挡，大花园。,雅居乐小院流溪 ,赤草,VR房源 房本满五年,3,一年前发布,4室2厅,752.96平米,东南,其他,3层,塔楼,,10000000.0,13281
南北对流 采光充足 小区成熟 配套齐全,紫泉翠荔嘉园 ,太平镇,VR房源 房本满两年,1,8个月以前发布,3室1厅,99.93平米,东南,毛坯,高楼层(共6层),板楼,2004年,858000.0,8587
真地铁盘，户型通透，次新房，保养好,时代印象 ,太平镇,近地铁 VR看装修,0,1个月以前发布,3室2厅,88.62平米,东北,精装,中楼层(共32层),塔楼,2022年,1520000.0,17152
雅居乐小院流溪 4室2厅 东南,雅居乐小院流溪 ,赤草,VR看装修 房本满五年,2,一年前发布,4室2厅,167.22平米,东南,精装,低楼层(共6层),塔楼,2017年,2300000.0,13755
大城云山 地铁口700M叠墅复式 带大平台  户型方正,大城云山 ,太平镇,VR房源 房本满两年 随时看房,15,一年前发布,3室2厅,135.27平米,东南,毛坯,3层,塔楼,2018年,1280000.0,9463
雅居乐小院流溪 高层洋房 格局方正实用 视野开阔,雅居乐小院流溪 ,赤草,VR看装修,1,一年前发布,3室2厅,129.66平米,南,毛坯,高楼层(共17层),塔楼,2013年,1080000.0,8330
西宁中路   房子装修干净  靓楼层,西宁中路 ,旧城区,VR看装修 房本满五年,3,3个月以前发布,2室1厅,60平米,南,精装,中楼层(共5层),暂无数据,,350000.0,5834
地铁口旁，位置好，商圈成熟，电梯楼，交通便利,智汇国际 ,太平镇,近地铁 随时看房,0,8个月以前发布,1室0厅,50.42平米,南,简装,中楼层(共25层),塔楼,2016年,360000.0,7141
精装修边位别墅，格局方正，南北对流,雅居乐小院流溪 ,赤草,VR房源 房本满两年,2,一年前发布,4室2厅,326.36平米,南北,精装,4层,塔楼,,5170000.0,15842
雅居乐小院流溪     大三房   业主诚心出,雅居乐小院流溪 ,赤草,VR看装修 房本满两年,4,一年前发布,3室2厅,129.44平米,北,毛坯,低楼层(共17层),塔楼,2013年,990000.0,7649
紫泉流溪湾，格局方正，双阳台，采光好，居住舒适,紫泉流溪湾 ,太平镇,VR看装修 房本满两年 随时看房,0,8个月以前发布,2室1厅,82.62平米,南,精装,高楼层(共17层),板楼,2018年,780000.0,9441
智汇国际 高层 一房一卫 光线足位置好,智汇国际 ,太平镇,近地铁 房本满五年,0,4个月以前发布,1室0厅,51.98平米,东北,精装,低楼层(共25层),塔楼,2016年,510000.0,9812
雅居乐物业 近地铁口 大三房 独立区域,雅居乐小院流溪 ,赤草,VR看装修 房本满五年,1,一年前发布,3室2厅,129.97平米,南,简装,中楼层(共17层),塔楼,2013年,1300000.0,10003
望江楼层靓。近地铁口。南北对流。,雅居乐小院流溪 ,赤草,VR看装修 房本满五年 随时看房,1,一年前发布,4室2厅,147.58平米,东南东北,其他,中楼层(共18层),塔楼,,1200000.0,8132
楼层好，三房格局，南北通风小区电梯房,逸泉映翠 ,江浦街,VR看装修 房本满五年 随时看房,1,一年前发布,3室2厅,95.19平米,南,其他,中楼层(共24层),塔楼,2015年,870000.0,9140
知识城北精装三房户型方正视野宽阔采光充足,骏逸湖畔花苑 ,太平镇,VR看装修 房本满五年,0,一年前发布,3室2厅,88.32平米,北,精装,高楼层(共16层),塔楼,2017年,920000.0,10417
珠光御景山水城 东南向  位置舒适 格局靓  实用3房,珠光御景山水城 ,江浦街,VR看装修 房本满五年,0,一年前发布,3室2厅,142.78平米,东南,毛坯,低楼层(共18层),板楼,2013年,1480000.0,10366
雅居乐，宜居舒适，环境好，精装修,雅居乐小院流溪 ,赤草,VR看装修 房本满五年,2,一年前发布,4室1厅,132.59平米,南,精装,中楼层(共5层),塔楼,2017年,1600000.0,12068
房屋新净正常税费、流溪河绿道为伴、低密度高绿化洋房,珠光流溪御景 ,赤草,VR看装修 房本满五年,1,一年前发布,3室2厅,98.41平米,西北,精装,中楼层(共27层),塔楼,2012年,1074000.0,10914
紫泉流溪湾 知识城北，独栋别墅，空气好，环境好,紫泉流溪湾 ,太平镇,VR房源 房本满五年,3,一年前发布,5室2厅,462.34平米,南,精装,3层,2015年,板楼,15970000.0,34542
紫泉精修三房  望荔枝林  视野开阔  居住环境舒适,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年,0,一年前发布,3室2厅,90.29平米,东南,精装,高楼层(共23层),,塔楼,1000000.0,11076
此房视野开阔，出行方便，不临主干道,人盛巴厘天地 ,神岗镇,VR看装修 房本满五年 随时看房,0,6个月以前发布,3室2厅,129.61平米,南北,其他,中楼层(共17层),2012年,塔楼,1200000.0,9259
地铁口物业交通便利，南向户型方正，有200多平大园子,碧桂园荔山雅筑 ,赤草,近地铁 VR看装修 房本满五年,4,一年前发布,4室2厅,156.22平米,南,精装,低楼层(共7层),2013年,塔楼,2000000.0,12803
地铁物业  小高层 南北对流 毛坯大3房,逸泉山庄 ,赤草,近地铁 VR看装修 房本满五年 随时看房,12,一年前发布,3室1厅,135.09平米,南北,毛坯,中楼层(共7层),,塔楼,1200000.0,8883
有电梯 楼龄新 南向精装2房 阳光充足,侨宏花园 ,温泉镇,VR看装修 房本满五年,1,10个月以前发布,2室1厅,54.19平米,东南,其他,中楼层(共7层),,塔楼,450000.0,8305
地铁口低密度小高层/四合围院/人车分流,碧桂园荔山雅筑 ,赤草,近地铁 VR房源 房本满五年 随时看房,5,一年前发布,3室2厅,99.09平米,南,毛坯,高楼层(共6层),,塔楼,660000.0,6661
东成路 户型方正 通风采光好 看房方便 急,东成路 ,河滨北路,VR看装修 房本满五年,0,4个月以前发布,3室2厅,95.76平米,南北,其他,高楼层(共8层),,暂无数据,750000.0,7833
巴厘天地3房毛坯，双阳台，南北对流，景观很好,人盛巴厘天地 ,神岗镇,VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,104.93平米,西南,毛坯,高楼层(共17层),2011年,塔楼,730000.0,6958
房子证过五年，装修好，拎包入住 生活配套方便,东成路 ,河滨北路,VR房源 房本满五年,0,7个月以前发布,3室2厅,119.68平米,南,精装,高楼层(共8层),,塔楼,1250000.0,10445
大型社区  山水城  中高层  视野开阔,珠光御景山水城 ,江浦街,VR看装修 房本满五年 随时看房,0,5个月以前发布,3室2厅,96.24平米,北,毛坯,中楼层(共32层),2014年,塔楼,730000.0,7586
山水城大户型 南北对流望花园126方,珠光御景山水城 ,江浦街,VR看装修 房本满五年,0,一年前发布,3室2厅,126.14平米,南,毛坯,中楼层(共18层),2013年,塔楼,1050000.0,8325
逸泉映翠 中高层 南向 视野开阔 望花园 三房两厅,逸泉映翠 ,江浦街,VR看装修 房本满五年 随时看房,5,一年前发布,3室2厅,98.34平米,南,毛坯,高楼层(共24层),2015年,塔楼,800000.0,8136
"此房满五,通透户型,小区入住率高,环境好,视野开阔",紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年,0,一年前发布,2室2厅,81.44平米,西北,精装,低楼层(共23层),,塔楼,750000.0,9210
此房南向格局好 通透户型 阳台望小区绿化,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满五年 随时看房,0,7个月以前发布,3室1厅,103.93平米,东南西北,精装,中楼层(共6层),2007年,塔楼,998000.0,9603
珠江已城4房2卫，证过二，空置,珠江国际城 ,神岗镇,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,145.65平米,西南,精装,低楼层(共28层),2017年,板塔结合,1540000.0,10574
人盛巴厘天地  过五唯一  楼层好,人盛巴厘天地 ,神岗镇,VR房源 房本满五年 随时看房,1,一年前发布,3室2厅,104.93平米,南,毛坯,低楼层(共17层),2011年,塔楼,938000.0,8940
格局方正，景观视野开阔的毛坯三房,珠光御景山水城 ,江浦街,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,130.44平米,东南北,毛坯,低楼层(共32层),,塔楼,1150000.0,8817
七星路 3室1厅 东南,七星路 ,江浦街,近地铁 VR看装修 房本满五年,1,5个月以前发布,3室1厅,74.77平米,东南,简装,低楼层(共8层),,暂无数据,600000.0,8025
凤仪西 新小 精装修 拎包入住 税费低,凤仪西路 ,新城片区,VR看装修 房本满两年,0,1个月以前发布,2室2厅,66.5平米,东,精装,低楼层(共8层),,暂无数据,700000.0,10527
中田北路 位于新城区，生活便利，诚意放卖,中田北路 ,新城片区,VR看装修 房本满五年,0,一年前发布,2室1厅,80.57平米,北,简装,中楼层(共8层),,暂无数据,680000.0,8440
莱茵水岸南向房，房屋格局方正，产权清晰,莱茵水岸 ,江浦街,近地铁 VR房源 房本满五年 随时看房,0,一年前发布,3室2厅,122.58平米,西,简装,高楼层(共24层),2013年,塔楼,1980000.0,16153
该房子毛坯，楼层靓楼层，户型方正96.47方户型 南向,逸泉映翠 ,江浦街,VR看装修 房本满五年 随时看房,1,8个月以前发布,3室2厅,96.47平米,南,其他,高楼层(共21层),2015年,塔楼,772000.0,8003
负离子空气 优质的森林 层望山景视野开阔配套完善,富力泉天下 ,温泉镇,VR房源 房本满五年 随时看房,3,一年前发布,5室2厅,256.63平米,南,简装,3层,2014年,塔楼,2250000.0,8768
青春三房带装 一字出头 东南向望花园 近地铁 配套完善,御景宏雅花园 ,江浦街,VR看装修 房本满五年 随时看房,6,一年前发布,3室2厅,126.31平米,东南,简装,低楼层(共16层),2014年,塔楼,1480000.0,11718
珠江壹城 三房两卫 中楼层 全新没住 位置安静 配套齐,珠江国际城 ,神岗镇,近地铁 VR看装修 房本满两年 随时看房,3,一年前发布,3室2厅,100.26平米,东北,精装,中楼层(共28层),2018年,板塔结合,1180000.0,11770
大3房改了4房。装修好了，采光好。,珠江国际城 ,神岗镇,近地铁 VR看装修 房本满五年,1,11个月以前发布,3室2厅,141.64平米,南,精装,高楼层(共28层),2017年,板塔结合,1360000.0,9602
大城云山，地铁口800米，小区环境好,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,2,一年前发布,2室1厅,59.5平米,北,毛坯,中楼层(共22层),2018年,塔楼,700000.0,11765
此房朝向好，楼层好，格局方正，出入方便,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,81.62平米,南,毛坯,中楼层(共18层),2016年,塔楼,800000.0,9802
地铁14号线巴厘天地，南向户型光线充足，拎包入住,人盛巴厘天地 ,神岗镇,VR房源 房本满两年,0,1个月以前发布,2室1厅,77.44平米,南,精装,中楼层(共9层),,塔楼,680000.0,8781
地铁口楼盘，品质小区，精装三房，园景优美,时代印象 ,太平镇,近地铁 VR看装修,0,6个月以前发布,3室2厅,78.39平米,北,精装,中楼层(共32层),塔楼,,1250000.0,15946
神岗站 巴厘天地 精装改三房 拎包入住 随时看房,人盛巴厘天地 ,神岗镇,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,82.1平米,东南南,简装,中楼层(共17层),塔楼,2013年,750000.0,9136
地铁口物业，三房两卫带精装，现买现住，楼层好无暗房,碧桂园荔山雅筑 ,赤草,近地铁 VR看装修 房本满两年,3,5个月以前发布,3室2厅,106.21平米,北,其他,中楼层(共26层),塔楼,2019年,950000.0,8945
此房楼层好，南北对流，格局好，视野宽阔，采光充足,紫泉翠荔嘉园 ,太平镇,VR看装修 房本满两年 随时看房,4,一年前发布,2室2厅,67.46平米,南,毛坯,高楼层(共6层),塔楼,2007年,670000.0,9932
珠江壹城楼层靓  大三房视野开阔,珠江国际城 ,神岗镇,VR看装修 房本满两年,5,一年前发布,3室2厅,100.38平米,东北,精装,中楼层(共27层),板塔结合,2018年,920000.0,9166
珠江壹城大三房二厅户型方正精装修三间房都是南向。,珠江国际城 ,神岗镇,近地铁 VR看装修 房本满两年,5,一年前发布,3室2厅,122.04平米,西南,精装,低楼层(共28层),板塔结合,,1100000.0,9014
雅居乐小院流溪 中层大三房 证过二,雅居乐小院流溪 ,赤草,VR房源 房本满五年 随时看房,0,一年前发布,3室1厅,129.66平米,北,毛坯,中楼层(共17层),塔楼,2013年,1050000.0,8099
大城云山，地铁口800米，小区环境好,大城云山 ,太平镇,近地铁 VR房源 房本满两年 随时看房,2,一年前发布,2室1厅,59.5平米,北,毛坯,中楼层(共22层),塔楼,2018年,700000.0,11765
东方夏湾拿四层别墅 采光好 户型方正,东方夏湾拿 ,太平镇,VR房源 房本满五年 随时看房,1,一年前发布,4室2厅,259.35平米,西北,简装,3层,板塔结合,,3500000.0,13496
此房朝向好，楼层好，格局方正，出入方便,荔林春晓 ,太平镇,近地铁 VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,81.62平米,南,毛坯,中楼层(共18层),塔楼,2016年,800000.0,9802
地铁14号线巴厘天地，南向户型光线充足，拎包入住,人盛巴厘天地 ,神岗镇,VR房源 房本满两年,0,1个月以前发布,2室1厅,77.44平米,南,精装,中楼层(共9层),塔楼,,680000.0,8781
大品牌开发商地铁口红盘，南向三房，通风透气。,逸泉山庄 ,赤草,近地铁 VR看装修 房本满五年,0,一年前发布,3室2厅,106.45平米,南,精装,低楼层(共15层),塔楼,2011年,1225000.0,11508
地铁口100米，南向精装修，采光靓，视野好,时代印象 ,太平镇,近地铁 VR看装修 随时看房,0,4个月以前发布,3室2厅,90.51平米,南,精装,中楼层(共32层),塔楼,,1550000.0,17126
东方夏湾拿花园联排别墅，南北对流，框架结构,东方夏湾拿 ,太平镇,VR房源 房本满五年,3,一年前发布,5室3厅,140平米,东南,其他,3层,板塔结合,2005年,4880000.0,34858
太平开发区高大上写字楼 中间楼层 24小时方便看房,智汇国际 ,太平镇,近地铁 随时看房,0,一年前发布,2室1厅,94.29平米,东北,其他,中楼层(共25层),塔楼,2016年,670000.0,7106
巴厘天地 小户型 双阳台 视野开阔 采光独特,人盛巴厘天地 ,神岗镇,VR看装修 房本满五年 随时看房,0,6个月以前发布,2室1厅,83.96平米,西南东北,其他,中楼层(共17层),塔楼,2014年,720000.0,8576
碧桂园御湖城二期 4室2厅 北 南,碧桂园御湖城二期 ,江浦街,VR房源 房本满两年,0,一年前发布,4室2厅,129.94平米,北南,其他,低楼层(共6层),暂无数据,,2000000.0,15392
小区人车分流并设有地下停车场， 车位比例达到1：1,雅居乐小院流溪 ,赤草,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,116.42平米,西北,毛坯,中楼层(共18层),塔楼,,1330000.0,11425
此房格局方正  产权清晰  楼栋位置安静舒适,珠光御景山水城 ,江浦街,VR看装修 房本满五年 随时看房,0,9个月以前发布,4室2厅,142.94平米,南,其他,低楼层(共31层),塔楼,2018年,1350000.0,9445
碧桂园荔山雅筑，地铁口物业，精装电梯楼实用3房。,碧桂园荔山雅筑 ,赤草,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,109.41平米,北,精装,中楼层(共26层),塔楼,2019年,950000.0,8683
生活便利，度假养老的好地方，负离子含量高,富力泉天下 ,温泉镇,VR看装修 房本满五年 随时看房,1,一年前发布,3室2厅,120.95平米,南,精装,中楼层(共23层),塔楼,,847000.0,7003
