标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
中新花园 北站地铁口物业 户型方正南北对流,中新花园 ,铁路西,近地铁 VR看装修 房本满五年,8,一年前发布,3室1厅,85.23平米,南,精装,高楼层(共8层),,塔楼,490000.0,5750
绿地缇香公馆刚需户型，业主诚心放卖，随时看房。,绿地新里缇香公馆 ,旧区,VR房源 房本满五年,0,一年前发布,3室2厅,125.83平米,南,其他,中楼层(共31层),2016年,板楼,1800000.0,14306
建设北路，冠华小区，配套成熟，生活便利,建设北路 ,旧区,VR看装修 房本满五年 随时看房,0,14,3室2厅,112.82平米,东,简装,低楼层(共9层),,板楼,680000.0,6028
花都北站，天马丽苑二期，精装修3房，中层，望花园,天马丽苑二期 ,铁路西,VR看装修 房本满五年 随时看房,3,一年前发布,3室2厅,92.84平米,东北,精装,低楼层(共35层),2007年,塔楼,1080000.0,11633
广州北站地铁口600米  豪骏名苑大3房 通风采光,豪骏名苑 ,铁路西,近地铁 VR看装修 房本满五年 随时看房,1,1个月以前发布,3室2厅,94.62平米,南,其他,高楼层(共16层),2012年,塔楼,1150000.0,12154
电梯直达，全新装修 钥匙在手   随时看房,花城路 ,旧区,近地铁 VR看装修 房本满五年,0,2个月以前发布,3室1厅,103平米,南北,精装,中楼层(共9层),,板楼,900000.0,8738
时代城 3室1厅 北,时代城 ,铁路西,VR房源 随时看房,1,18,3室1厅,106.15平米,北,其他,中楼层(共31层),2010年,塔楼,1390000.0,13095
南华时代城 小区中间  南北通透 东南北向,时代城 ,铁路西,VR房源 房本满五年,0,3个月以前发布,3室2厅,105.58平米,东北东南,精装,低楼层(共31层),,板塔结合,1700000.0,16102
来又来广白商圈 双阳台+25方露台 东南向 马鞍山公园,雅居乐雍华廷一期 ,新区,近地铁 VR看装修 房本满五年,0,11,3室2厅,136.33平米,东南,精装,低楼层(共11层),2003年,塔楼,2330000.0,17091
南向大两房，望花园，安静舒适，业主诚心卖。,富力金港城东区 ,花东镇,VR看装修 房本满五年 随时看房,0,4个月以前发布,2室2厅,84.41平米,南,其他,中楼层(共16层),2011年,塔楼,796000.0,9431
中海物业精装三房花园林式小区管理,中建·映花悦府 ,铁路西,VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,87.82平米,南,精装,低楼层(共33层),,塔楼,1198000.0,13642
保利悦廷，大开发商，精装修，保养好， 实用三房,保利悦廷 ,铁路西,近地铁 VR看装修 房本满五年 随时看房,5,一年前发布,3室1厅,106平米,南,精装,高楼层(共21层),,塔楼,1450000.0,13680
地铁口200米 全新精装未住过 花园中间位置 南北对流,保利悦廷 ,铁路西,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,122.55平米,南北,精装,低楼层(共12层),,塔楼,1590000.0,12975
合和新城 户型方正 阳台望花园 业主实在卖,合和新城 ,镜湖大道,近地铁 VR看装修 房本满五年 随时看房,6,一年前发布,2室2厅,93.13平米,东北,精装,低楼层(共15层),2011年,平房,1100000.0,11812
新区 凤凰御景 南北对流 望花园 3房 近地铁口,凤凰御景 ,新区,近地铁 VR看装修 房本满五年 随时看房,5,3个月以前发布,3室2厅,124.46平米,南北,毛坯,中楼层(共8层),2017年,塔楼,2900000.0,23301
实用三房两卫，南向望花园无遮挡，中间楼层,保利城 ,铁路西,VR看装修 房本满五年,0,2个月以前发布,3室2厅,102.49平米,东南,其他,低楼层(共25层),2011年,塔楼,1050000.0,10245
小区位于CBD中轴广大附九年贯制 园林式花园,俊怡御景花园 ,花城街,VR看装修 房本满五年 随时看房,1,8个月以前发布,4室2厅,144.68平米,南北,精装,高楼层(共18层),2009年,塔楼,1780000.0,12304
祈福万景峰 南向精装三房 安静不靠路 望花园 中楼层,祈福万景峰 ,铁路西,近地铁 VR房源 房本满五年,4,7个月以前发布,3室1厅,91.75平米,南,精装,高楼层(共27层),2017年,塔楼,1290000.0,14060
区府板块，500米双地铁口中层南北对流精装3房,美雅苑 ,旧区,近地铁 VR房源 房本满五年 随时看房,0,3个月以前发布,3室2厅,102.39平米,南,其他,高楼层(共9层),,塔楼,1050000.0,10255
房子面积实用，三房，近地铁口，配套成熟,青云楼 ,旧区,近地铁 VR看装修 房本满两年 随时看房,0,4个月以前发布,3室2厅,77.75平米,南,精装,中楼层(共7层),,塔楼,698000.0,8978
时代城 3室1厅 北,时代城 ,铁路西,VR房源 随时看房,1,18,3室1厅,106.15平米,北,其他,中楼层(共31层),2010年,塔楼,1390000.0,13095
保利悦廷，大开发商，精装修，保养好， 实用三房,保利悦廷 ,铁路西,近地铁 VR看装修 房本满五年 随时看房,5,一年前发布,3室1厅,106平米,南,精装,高楼层(共21层),,塔楼,1450000.0,13680
电梯直达，全新装修 钥匙在手   随时看房,花城路 ,旧区,近地铁 VR看装修 房本满五年,0,2个月以前发布,3室1厅,103平米,南北,精装,中楼层(共9层),,板楼,900000.0,8738
时代城 3室2厅 北,时代城 ,铁路西,VR看装修 房本满五年,0,12,3室2厅,107.48平米,北,精装,低楼层(共31层),2014年,塔楼,1460000.0,13584
小区中位置 楼龄新 中高层 东南朝向 车位充足,祈福天龙苑 ,铁路西,近地铁 VR房源 房本满五年 随时看房,0,5个月以前发布,3室2厅,91.57平米,南,精装,中楼层(共28层),2014年,塔楼,1330000.0,14525
广州北站地铁口500米 祈福天龙苑精装2房拎包入住,祈福天龙苑 ,铁路西,近地铁 VR房源 房本满五年 随时看房,0,30,2室1厅,75.38平米,北南,精装,中楼层(共27层),2014年,塔楼,1000000.0,13267
楼层采光视野好 配套设施齐全 交通便利,雪域澜庭A1区 ,花城街,VR看装修 房本满五年,1,9个月以前发布,1室1厅,55.7平米,南,精装,低楼层(共31层),2018年,塔楼,880000.0,15799
花都北站，天马丽苑二期，精装修3房，中层，望花园,天马丽苑二期 ,铁路西,VR看装修 房本满五年 随时看房,3,一年前发布,3室2厅,92.84平米,东北,精装,低楼层(共35层),2007年,塔楼,1080000.0,11633
满五唯一，无抵押，产权清晰，看房方便,富力金港城东区 ,花东镇,VR看装修 房本满五年,2,5个月以前发布,2室1厅,83.15平米,北,简装,中楼层(共11层),2014年,板塔结合,636000.0,7649
南华时代城 小区中间  南北通透 东南北向,时代城 ,铁路西,VR房源 房本满五年,0,3个月以前发布,3室2厅,105.58平米,东北东南,精装,低楼层(共31层),,板塔结合,1700000.0,16102
地铁口200米 全新精装未住过 花园中间位置 南北对流,保利悦廷 ,铁路西,近地铁 VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,122.55平米,南北,精装,低楼层(共12层),,塔楼,1590000.0,12975
新区 凤凰御景 南北对流 望花园 3房 近地铁口,凤凰御景 ,新区,近地铁 VR看装修 房本满五年 随时看房,5,3个月以前发布,3室2厅,124.46平米,南北,毛坯,中楼层(共8层),2017年,塔楼,2900000.0,23301
嘉汇城二期 精装三房 产权清晰 房子干净整洁,嘉汇城一期 ,镜湖大道,VR看装修 房本满五年,9,一年前发布,3室2厅,100.4平米,南,精装,低楼层(共30层),2017年,塔楼,1200000.0,11953
中新花园 北站地铁口物业 户型方正南北对流,中新花园 ,铁路西,近地铁 VR看装修 房本满五年,8,一年前发布,3室1厅,85.23平米,南,精装,高楼层(共8层),,塔楼,490000.0,5750
实用三房两卫，南向望花园无遮挡，中间楼层,保利城 ,铁路西,VR看装修 房本满五年,0,2个月以前发布,3室2厅,102.49平米,东南,其他,低楼层(共25层),2011年,塔楼,1050000.0,10245
绿地缇香公馆刚需户型，业主诚心放卖，随时看房。,绿地新里缇香公馆 ,旧区,VR房源 房本满五年,0,一年前发布,3室2厅,125.83平米,南,其他,中楼层(共31层),2016年,板楼,1800000.0,14306
此房不靠铁路，安静舒适，全新装修,云峰学府花园 ,秀全街,VR看装修 房本满五年 随时看房,0,1个月以前发布,3室2厅,96.33平米,南,简装,高楼层(共15层),2011年,塔楼,1050000.0,10901
合和新城 户型方正 阳台望花园 业主实在卖,合和新城 ,镜湖大道,近地铁 VR看装修 房本满五年 随时看房,6,一年前发布,2室2厅,93.13平米,东北,精装,低楼层(共15层),2011年,平房,1100000.0,11812
区府板块，500米双地铁口中层南北对流精装3房,美雅苑 ,旧区,近地铁 VR房源 房本满五年 随时看房,0,3个月以前发布,3室2厅,102.39平米,南,其他,高楼层(共9层),,塔楼,1050000.0,10255
南向大两房，望花园，安静舒适，业主诚心卖。,富力金港城东区 ,花东镇,VR看装修 房本满五年 随时看房,0,4个月以前发布,2室2厅,84.41平米,南,其他,中楼层(共16层),2011年,塔楼,796000.0,9431
小区位于CBD中轴广大附九年贯制 园林式花园,俊怡御景花园 ,花城街,VR看装修 房本满五年 随时看房,1,8个月以前发布,4室2厅,144.68平米,南北,精装,高楼层(共18层),2009年,塔楼,1780000.0,12304
来又来广白商圈 双阳台+25方露台 东南向 马鞍山公园,雅居乐雍华廷一期 ,新区,近地铁 VR看装修 房本满五年,0,11,3室2厅,136.33平米,东南,精装,低楼层(共11层),2003年,塔楼,2330000.0,17091
祈福万景峰 南向精装三房 安静不靠路 望花园 中楼层,祈福万景峰 ,铁路西,近地铁 VR房源 房本满五年,4,7个月以前发布,3室1厅,91.75平米,南,精装,高楼层(共27层),2017年,塔楼,1290000.0,14060
逸泉韵翠花园 低密小高层洋房 2梯3户 可带租约卖,逸泉韵翠花园 ,北兴镇,VR房源 房本满五年 随时看房,0,2个月以前发布,3室2厅,109.96平米,西南东北,精装,高楼层(共9层),2012年,板楼,850000.0,7731
机场北富力金港城南向三房，新装修保养好,富力金港城东区 ,花东镇,VR看装修 房本满五年 随时看房,0,9,3室1厅,98平米,南,精装,低楼层(共11层),2014年,塔楼,950000.0,9694
三期 近地铁 广州北站 大型小区 3房 入住率高,祈福辉煌台 ,铁路西,VR房源 房本满两年,0,1个月以前发布,3室2厅,109.49平米,北,简装,中楼层(共29层),2015年,塔楼,1160000.0,10595
御华园南向三房二厅二卫看花园，户型方正实用,新鸿基御华园 ,狮岭镇,VR看装修 房本满五年 随时看房,15,一年前发布,3室1厅,116.37平米,西南,其他,低楼层(共31层),,塔楼,1350000.0,11601
南向看花园中间楼层南北对流全新装修未住过,越秀臻裕府 ,镜湖大道,VR看装修 随时看房,8,4个月以前发布,4室2厅,124.02平米,南,精装,中楼层(共18层),,暂无数据,2920000.0,23545
祈福天龙苑 2室1厅 东南,祈福天龙苑 ,铁路西,近地铁 VR房源 房本满五年 随时看房,1,2个月以前发布,2室1厅,75.5平米,东南,精装,高楼层(共27层),2014年,塔楼,920000.0,12186
豪利花园，南向望花园三房 毛坯  满五税费低,豪利花园 ,镜湖大道,VR房源 房本满五年 随时看房,0,3个月以前发布,3室1厅,97.34平米,南,毛坯,低楼层(共15层),2011年,塔楼,1290000.0,13253
祈福天龙苑 2室1厅 东南,祈福天龙苑 ,铁路西,近地铁 VR房源 房本满五年 随时看房,1,2个月以前发布,2室1厅,75.5平米,东南,精装,高楼层(共27层),2014年,塔楼,920000.0,12186
棠樹板块  锦砖  电梯三房 小区安静,福虹阳光美地 ,旧区,VR房源 房本满五年,0,5个月以前发布,3室1厅,94.17平米,南,其他,低楼层(共9层),2004年,塔楼,990000.0,10513
融创横厅三房，高楼层，看小区园林,雪域澜庭A2区 ,花城街,VR看装修 随时看房,0,14,3室2厅,97.79平米,南,精装,高楼层(共33层),2018年,塔楼,1860000.0,19021
祈福万景峰 2室2厅 南,祈福万景峰 ,铁路西,近地铁 VR房源 房本满五年,1,17,2室2厅,60.35平米,南,精装,中楼层(共27层),,塔楼,830000.0,13754
学fu南苑全新装修一天都没住过保养很新直接拎包入住,学府南苑 ,秀全街,VR看装修 房本满五年,1,7个月以前发布,4室2厅,122.58平米,东南,精装,中楼层(共18层),2013年,塔楼,1380000.0,11258
云峰学府花园 3室1厅 北,云峰学府花园 ,秀全街,VR房源 房本满两年,0,12,3室1厅,88.79平米,北,精装,低楼层(共15层),2016年,塔楼,990000.0,11150
金河湾 南向 电梯中高层 花都湖旁 机组站点 有钥匙,金河湾花园一期 ,旧区,近地铁 VR看装修 房本满五年 随时看房,1,2个月以前发布,2室2厅,96.35平米,南,精装,中楼层(共8层),2006年,塔楼,950000.0,9860
索菲亚衣柜 精装保养好 拎包入住 业主诚意转让,祈福万景峰 ,铁路西,VR房源 房本满两年,1,2个月以前发布,4室2厅,143.91平米,北,精装,高楼层(共27层),2018年,塔楼,1890000.0,13134
满五唯一，税费低。3房一卫，望花园，诚意放卖！,豪利花园 ,镜湖大道,VR看装修 房本满五年,1,22,3室2厅,111.57平米,北,精装,低楼层(共15层),2011年,塔楼,1240000.0,11115
机场板块富力金港城南区，好楼层正南向两房,富力金港城南区 ,花东镇,房本满五年,3,1个月以前发布,2室1厅,84.33平米,南,精装,低楼层(共19层),,塔楼,390000.0,4625
机场板块 高楼层 精装修三房 拎包入住,祈福聚龙堡 ,花山镇,VR看装修 房本满五年,0,15,3室1厅,74.91平米,北,精装,高楼层(共11层),,塔楼,730000.0,9746
此房满五不唯一 精装 南北对流 格局方正实用户型,嘉都汇 ,镜湖大道,近地铁 VR看装修 房本满五年 随时看房,3,5个月以前发布,2室2厅,86.03平米,南,毛坯,低楼层(共13层),,塔楼,1300000.0,15112
南向中楼层看花园，阳光充足，房大厅大，居住舒适,豪利花园 ,镜湖大道,VR看装修 房本满两年,0,5个月以前发布,3室2厅,114.85平米,东南南,简装,中楼层(共12层),2002年,塔楼,1400000.0,12190
雅宝新城 名居 94方 已改好3房 北向 全新装修未住,雅宝新城 ,秀全街,VR房源 房本满两年 随时看房,1,11,3室2厅,94.24平米,北,精装,低楼层(共29层),2017年,塔楼,1080000.0,11461
逸泉韵翠花园 低密小高层洋房 2梯3户 可带租约卖,逸泉韵翠花园 ,北兴镇,VR房源 房本满五年 随时看房,0,2个月以前发布,3室2厅,109.96平米,西南东北,精装,高楼层(共9层),2012年,板楼,850000.0,7731
温馨两房小复式 户型方正 中高楼层望花园,绿地空港国际中心 ,镜湖大道,房本满五年 随时看房,0,1个月以前发布,2室1厅,40.48平米,东北,毛坯,中楼层(共10层),2017年,板楼,330000.0,8153
电梯高层 有小区管理 满五唯一 近广州北站,福宁路 ,旧区,VR看装修 房本满五年 随时看房,6,8个月以前发布,2室2厅,71.71平米,北,简装,高楼层(共9层),1998年,塔楼,500000.0,6973
融创旁 天贵雅苑 精装两房 领包入住,天贵雅苑D区 ,花城街,VR看装修 随时看房,0,1个月以前发布,2室1厅,81.18平米,东,精装,低楼层(共32层),,塔楼,890000.0,10964
美林轩逸花园 高层三房两卫 采光好视野好,美林轩逸时光 ,镜湖大道,VR房源 房本满五年,0,23,3室2厅,92.32平米,北,精装,高楼层(共15层),2010年,塔楼,1380000.0,14949
狮峰公馆 3室2厅 南,狮峰公馆 ,铁路西,近地铁 VR看装修 房本满五年 随时看房,0,31,3室2厅,131.79平米,南,精装,高楼层(共15层),2013年,塔楼,1390000.0,10548
现房精装交付四房格局方正南 北采光好,融创天玥 ,花城街,VR看装修 房本满两年 随时看房,2,7个月以前发布,4室2厅,117平米,东南,精装,中楼层(共33层),,塔楼,2020000.0,17265
卓粤卓雅名苑 大三房两卫 靓装修,卓粤卓雅名苑 ,花城街,VR看装修,4,4个月以前发布,3室2厅,106.6平米,南,精装,中楼层(共8层),,塔楼,1150000.0,10788
建设路实用3房，南北通透，近地铁,建设路(花都区) ,旧区,近地铁 VR看装修 房本满五年 随时看房,3,1个月以前发布,3室1厅,82平米,南北,简装,中楼层(共7层),1992年,塔楼,580000.0,7074
自由人花园四期全新低层精装三房两厅两卫,自由人花园 ,镜湖大道,VR看装修 房本满两年 随时看房,3,2个月以前发布,3室2厅,107.14平米,南,其他,低楼层(共32层),2017年,塔楼,1550000.0,14468
祈福天龙苑 2室2厅 北,祈福天龙苑 ,铁路西,近地铁 VR房源 房本满两年 随时看房,1,1个月以前发布,2室2厅,77.03平米,北,精装,高楼层(共27层),2014年,塔楼,830000.0,10776
低楼层，面积实用，近新华市场，格局方正,新中路 ,旧区,近地铁 VR房源 房本满五年,0,2个月以前发布,4室2厅,122.63平米,南北,简装,中楼层(共7层),,塔楼,790000.0,6443
南华时代城，南北对流采光充足安静，交通便利拎包入住,时代城 ,铁路西,VR看装修 房本满五年,1,10个月以前发布,3室2厅,138.45平米,南,其他,中楼层(共11层),2010年,塔楼,1850000.0,13363
班芙小镇   高楼层   精装修  可以拎包入住,班芙小镇 ,狮岭镇,VR看装修 随时看房,0,2个月以前发布,3室1厅,93.59平米,南,简装,高楼层(共18层),,塔楼,820000.0,8762
融创A2区 毛坯4房2卫  南向 交通配套好 18号线地铁,雪域澜庭A2区 ,花城街,VR看装修 房本满五年 随时看房,0,17,4室2厅,114.27平米,南,毛坯,高楼层(共33层),2018年,塔楼,2000000.0,17503
南向，满五唯一，精装修，拎包入住。,深航御花园 ,新区,近地铁 VR看装修 房本满五年 随时看房,6,9个月以前发布,3室2厅,98.78平米,南,精装,低楼层(共17层),2013年,塔楼,2100000.0,21260
益登华庭 三房两卫 南北对流中楼层 户型方正,益登华庭 ,狮岭镇,VR看装修 房本满五年,1,11个月以前发布,3室2厅,121.16平米,南北,精装,低楼层(共12层),2008年,塔楼,930000.0,7676
自由人花园四期全新低层精装三房两厅两卫,自由人花园 ,镜湖大道,VR看装修 房本满两年 随时看房,3,2个月以前发布,3室2厅,107.14平米,南,其他,低楼层(共32层),2017年,塔楼,1550000.0,14468
南向两房，带精装修，诚心放卖，拎包可入住,祈福万景峰 ,铁路西,VR房源 房本满两年 随时看房,1,29,2室2厅,59.08平米,南,精装,低楼层(共27层),2018年,塔楼,830000.0,14049
雅居乐物业狮城国际 楼下配套齐全 出行方便,致岭假日花园 ,狮岭镇,VR房源 房本满五年 随时看房,0,5个月以前发布,4室2厅,178.5平米,西南,精装,中楼层(共11层),,板塔结合,1580000.0,8852
优质精装两房视野优越，配套大润发来又来，地铁口,云珠花园 ,新区,近地铁 VR看装修 房本满五年,0,7,2室2厅,85.36平米,南北,精装,低楼层(共18层),2005年,塔楼,1380000.0,16167
小三房 中间靓层  有钥匙看房方便,峰境园 ,北兴镇,VR房源 房本满五年 随时看房,1,1个月以前发布,3室1厅,94.86平米,北,精装,中楼层(共28层),2008年,塔楼,660000.0,6958
此房源为天马河壹号一期此户型方正中间层南北对流。。,天马河壹号一期 ,铁路西,近地铁 VR看装修 房本满五年,0,一年前发布,4室2厅,141.95平米,东南,简装,高楼层(共18层),2012年,塔楼,1590000.0,11202
业主精心装修，棠树邝中旁，近花都广场地铁口,新都园 ,旧区,VR房源 房本满五年 随时看房,0,9,3室1厅,86.42平米,东西,其他,中楼层(共8层),2002年,塔楼,1060000.0,12266
大润发旁 杤科物业 装修100个 南北对流双阳台,云珠花园 ,新区,近地铁 VR房源 房本满五年 随时看房,1,15,4室2厅,133.49平米,南北,精装,高楼层(共18层),2005年,塔楼,3044000.0,22804
南向两房 楼层好 视野开阔 采光充足,富力金港城南区 ,花东镇,房本满五年 随时看房,4,一年前发布,2室1厅,77.94平米,南,简装,中楼层(共19层),,塔楼,380000.0,4876
紫薇丽都 少有南向 中高层三房两卫 证在手,紫薇丽都 ,新区,近地铁 VR看装修 房本满五年 随时看房,1,9,3室1厅,90.8平米,南,其他,中楼层(共14层),2013年,塔楼,1780000.0,19604
金地商置峯华 2室2厅 东,金地商置峯华 ,铁路西,VR看装修 随时看房,0,4,2室2厅,76.03平米,东,精装,高楼层(共30层),,塔楼,980000.0,12890
棠樹板块  锦砖  电梯三房 小区安静,福虹阳光美地 ,旧区,VR房源 房本满五年,0,5个月以前发布,3室1厅,94.17平米,南,其他,低楼层(共9层),2004年,塔楼,990000.0,10513
学fu南苑全新装修一天都没住过保养很新直接拎包入住,学府南苑 ,秀全街,VR看装修 房本满五年,1,7个月以前发布,4室2厅,122.58平米,东南,精装,中楼层(共18层),2013年,塔楼,1380000.0,11258
拎包入住 新装修  实用大三房,荣威楼 ,旧区,VR房源 房本满两年,1,7个月以前发布,3室1厅,85.25平米,南,其他,中楼层(共8层),,塔楼,490000.0,5748
祈福天龙苑 2室2厅 北,祈福天龙苑 ,铁路西,近地铁 VR房源 房本满两年 随时看房,1,1个月以前发布,2室2厅,77.03平米,北,精装,高楼层(共27层),2014年,塔楼,830000.0,10776
南华时代城，南北对流采光充足安静，交通便利拎包入住,时代城 ,铁路西,VR看装修 房本满五年,1,10个月以前发布,3室2厅,138.45平米,南,其他,中楼层(共11层),2010年,塔楼,1850000.0,13363
证在手，无抵押，产权清晰，朝向好，高楼层,金碧御水山庄 ,狮岭镇,VR看装修 房本满五年 随时看房,0,9,4室2厅,194.26平米,东西,毛坯,高楼层(共19层),2006年,塔楼,1100000.0,5663
祈福万景峰 2室2厅 南,祈福万景峰 ,铁路西,近地铁 VR房源 房本满五年,1,17,2室2厅,60.35平米,南,精装,中楼层(共27层),,塔楼,830000.0,13754
电梯高层 有小区管理 满五唯一 近广州北站,福宁路 ,旧区,VR看装修 房本满五年 随时看房,6,8个月以前发布,2室2厅,71.71平米,北,简装,高楼层(共9层),1998年,塔楼,500000.0,6973
豪逸名苑 3室1厅 北,豪逸名苑 ,铁路西,VR房源 房本满五年,0,3,3室1厅,92.48平米,北,精装,低楼层(共18层),,塔楼,980000.0,10597
天马丽苑二期 中高楼层 视野好 采光通风好,天马丽苑二期 ,铁路西,VR看装修 房本满五年 随时看房,0,7个月以前发布,3室1厅,92.81平米,南北,精装,高楼层(共35层),2007年,塔楼,985000.0,10614
雅居乐二期，大润发，电梯中层大三房，带住家精装修,雅居乐雍华廷二期 ,新区,近地铁 VR房源 房本满五年,7,1个月以前发布,3室2厅,155.83平米,南,精装,中楼层(共11层),2005年,塔楼,2580000.0,16557
融创横厅三房，高楼层，看小区园林,雪域澜庭A2区 ,花城街,VR看装修 随时看房,0,14,3室2厅,97.79平米,南,精装,高楼层(共33层),2018年,塔楼,1860000.0,19021
碧泰豪苑 温馨两房 电梯南向 精致装修,碧泰豪苑 ,旧区,VR房源 房本满五年 随时看房,2,1个月以前发布,2室2厅,87.25平米,南,精装,低楼层(共16层),2015年,塔楼,935000.0,10717
红珠路，格局方正。配套完善，采光通风好，近地铁...,红珠路 ,旧区,VR看装修 房本满五年 随时看房,0,5,3室1厅,64.7平米,南北,简装,低楼层(共7层),,暂无数据,380000.0,5874
房子面积实用，三房，近地铁口，配套成熟,青云楼 ,旧区,近地铁 VR看装修 房本满两年 随时看房,0,4个月以前发布,3室2厅,77.75平米,南,精装,中楼层(共7层),,塔楼,698000.0,8978
在水一方。格局方正，配套完善。采光通风好。近地铁..,在水一方 ,旧区,近地铁 VR看装修 房本满五年,1,3个月以前发布,3室2厅,128.61平米,北南,精装,低楼层(共23层),,塔楼,1460000.0,11353
云峰花园三房，户型方正，中高层，采光很好,云峰花园 ,镜湖大道,近地铁 VR看装修 房本满五年,10,9个月以前发布,3室2厅,128.54平米,东,精装,中楼层(共12层),2005年,塔楼,1380000.0,10736
户型方正，高楼层，视线无舆论比，设施齐全,天贵雅苑A区 ,花城街,VR看装修 随时看房,2,26,3室2厅,102.98平米,南,精装,高楼层(共32层),,塔楼,1130000.0,10974
天马丽苑二期 中高楼层 视野好 采光通风好,天马丽苑二期 ,铁路西,VR看装修 房本满五年 随时看房,0,7个月以前发布,3室1厅,92.81平米,南北,精装,高楼层(共35层),2007年,塔楼,985000.0,10614
电梯高层 有小区管理 满五唯一 近广州北站,福宁路 ,旧区,VR看装修 房本满五年 随时看房,6,8个月以前发布,2室2厅,71.71平米,北,简装,高楼层(共9层),1998年,塔楼,500000.0,6973
金河湾 南向 电梯中高层 花都湖旁 机组站点 有钥匙,金河湾花园一期 ,旧区,近地铁 VR看装修 房本满五年 随时看房,1,2个月以前发布,2室2厅,96.35平米,南,精装,中楼层(共8层),2006年,塔楼,950000.0,9860
索菲亚衣柜 精装保养好 拎包入住 业主诚意转让,祈福万景峰 ,铁路西,VR房源 房本满两年,1,2个月以前发布,4室2厅,143.91平米,北,精装,高楼层(共27层),2018年,塔楼,1890000.0,13134
融创旁 天贵雅苑 精装两房 领包入住,天贵雅苑D区 ,花城街,VR看装修 随时看房,0,1个月以前发布,2室1厅,81.18平米,东,精装,低楼层(共32层),,塔楼,890000.0,10964
温馨两房小复式 户型方正 中高楼层望花园,绿地空港国际中心 ,镜湖大道,房本满五年 随时看房,0,1个月以前发布,2室1厅,40.48平米,东北,毛坯,中楼层(共10层),2017年,板楼,330000.0,8153
美林轩逸花园 高层三房两卫 采光好视野好,美林轩逸时光 ,镜湖大道,VR房源 房本满五年,0,23,3室2厅,92.32平米,北,精装,高楼层(共15层),2010年,塔楼,1380000.0,14949
样板房！全新未住过，纯南向，采光好，视野宽阔,嘉汇城一期 ,镜湖大道,VR看装修 房本满五年 随时看房,3,4个月以前发布,3室1厅,97.27平米,南,精装,低楼层(共30层),2017年,塔楼,1130000.0,11618
花都9号地铁站 花城路C出口 新花街 南向电梯 带小区,新花苑小区 ,旧区,近地铁 VR看装修 房本满五年,0,1个月以前发布,2室2厅,82.93平米,南北,简装,高楼层(共9层),,塔楼,680000.0,8200
热橙三期大三房，自住装修带子母车位,雅居乐万科热橙 ,花山镇,VR看装修 房本满五年,0,8个月以前发布,3室2厅,99.07平米,南北,精装,中楼层(共13层),2018年,板楼,1190000.0,12012
热橙：南向经典小三房，中间楼层，事业开阔，采光通透,雅居乐万科热橙 ,花山镇,VR看装修 房本满五年 随时看房,0,1个月以前发布,3室2厅,88.43平米,东南南,精装,中楼层(共15层),2017年,板楼,1030000.0,11648
轩逸荟三房  中国楼层 采光好 户型方正,智烨山水豪庭 ,狮岭镇,VR看装修 房本满五年 随时看房,0,6个月以前发布,3室1厅,96.56平米,南北,毛坯,中楼层(共18层),2013年,塔楼,770000.0,7975
机场板块 豪利花园 南向方正三房 满五唯一  保养好,豪利花园 ,镜湖大道,VR看装修 房本满五年,0,5个月以前发布,3室2厅,99.52平米,南,精装,中楼层(共16层),2011年,塔楼,1600000.0,16078
南北对流中房少有这个嫁的三房两卫产权清晰精装修,中房观湖国际 ,旧区,VR房源 房本满两年 随时看房,3,2个月以前发布,3室2厅,126.46平米,南北,精装,中楼层(共28层),2008年,塔楼,1780000.0,14076
实用小户型 客厅开间大  花都湖公园 商业大道,商业大道 ,旧区,近地铁 VR看装修 房本满五年 随时看房,4,11个月以前发布,2室2厅,75.8平米,南,精装,高楼层(共9层),,塔楼,398000.0,5251
格局方正实用 采光通风好 业主诚心出*,荔园悦享花醍 ,铁路西,VR看装修 房本满五年 随时看房,4,一年前发布,3室2厅,90.25平米,北,毛坯,低楼层(共30层),,塔楼,1080000.0,11967
名门国际70年产权酒店式住宅 带骏威,名门国际 ,新区,近地铁 VR房源 房本满五年,0,一年前发布,1室1厅,83.53平米,北,其他,高楼层(共9层),2008年,塔楼,840000.0,10057
芙蓉春晓 2室1厅 北,芙蓉春晓 ,狮岭镇,VR房源 房本满五年 随时看房,0,一年前发布,2室1厅,85.43平米,北,其他,中楼层(共29层),2015年,塔楼,900000.0,10535
热橙保养新净低楼层南向三房望花园,雅居乐万科热橙 ,花山镇,VR看装修 房本满五年,0,一年前发布,3室2厅,86.68平米,南,精装,低楼层(共11层),,塔楼,1160000.0,13383
东南向单位楼层适中格局方正，采光充足，通风效 果好,雅居乐·岭会 ,狮岭镇,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,97.17平米,东南,毛坯,中楼层(共32层),,塔楼,1170000.0,12041
保利地铁口物业，环境好，拎包入住,保利悦廷 ,铁路西,近地铁 VR看装修 房本满五年,0,一年前发布,3室1厅,87.84平米,东南南,其他,低楼层(共32层),,塔楼,1820000.0,20720
