标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,楼况,年份,总价,单价
中间楼层 三房两卫  业主诚意放卖 可谈,星河·东悦湾 ,黄阁,VR看装修,5,1个月以前发布,3室2厅,88.1平米,东北,精装,39层,,塔楼,2050000.0,23270
地铁口大四房碧桂园物业诚心卖有钥匙看房,南沙碧桂园豪庭 ,金洲,近地铁 VR看装修 房本满五年 随时看房,1,2个月以前发布,4室1厅,133.23平米,南,精装,高楼层(共18层),2012年,塔楼,2380000.0,17864
星河东悦湾 大四房 三开间朝南 看小区花园安静舒适,星河·东悦湾 ,黄阁,VR看装修 房本满两年 随时看房,2,4个月以前发布,4室2厅,130.14平米,南,其他,低楼层(共39层),2020年,塔楼,3410000.0,26203
温馨两房，拎包入住，业主诚意出C,万科南方公元 ,黄阁,VR房源 房本满五年 随时看房,2,一年前发布,2室1厅,71.81平米,东,其他,低楼层(共28层),2017年,塔楼,830000.0,11559
随便买  海力花园  一楼花园洋房 改善大四房,海力花园 ,进港大道,VR看装修 房本满五年 随时看房,1,一年前发布,4室1厅,144.42平米,南,毛坯,低楼层(共12层),2012年,塔楼,1300000.0,9002
产权清晰 户型方正 业主需置换,云水雅苑 ,横沥,VR看装修 房本满两年 随时看房,9,一年前发布,2室1厅,65.03平米,南,精装,低楼层(共17层),,塔楼,790000.0,12149
美的精装大三房，低楼层望园景，无抵押业主急卖,美的云筑 ,鱼窝头,VR看装修 房本满两年,1,7个月以前发布,3室2厅,94.18平米,南,精装,低楼层(共23层),,塔楼,1500000.0,15927
地铁口越秀品质，保养很好的3房一卫，业主忍痛割爱,越秀滨海隽城 ,金洲,VR房源 房本满五年 随时看房,11,5个月以前发布,3室1厅,94.99平米,南,其他,中楼层(共18层),2012年,塔楼,1690000.0,17792
南向高楼层  户型方正 采光通透 视野无遮挡,越秀滨海新城 ,进港大道,VR看装修 房本满五年 随时看房,1,6个月以前发布,4室1厅,105.66平米,南西,精装,高楼层(共34层),2018年,塔楼,1680000.0,15901
叠翠峰 高层南向 三房二卫 急急急,叠翠峰 ,南沙区府,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,3室2厅,108.3平米,西南,其他,高楼层(共32层),2017年,塔楼,2400000.0,22161
南沙时代香海彼岸，高楼层，南向,时代香海彼岸 ,南沙湾,VR看装修 随时看房,1,5个月以前发布,3室1厅,89.87平米,南,精装,中楼层(共26层),,暂无数据,1230000.0,13687
业主诚心出手，保养好，金州商圈，近地铁。,海璟奥园 ,金洲,VR看装修 房本满五年,2,3个月以前发布,3室2厅,101.29平米,东南,精装,中楼层(共25层),2011年,塔楼,1390000.0,13723
南沙奥园南北对流，带装修，全新未入住，随时可看,南沙奥园 ,南沙湾,VR看装修 房本满五年,55,一年前发布,4室2厅,177平米,南北,精装,中楼层(共9层),,塔楼,2200000.0,12430
滨海御城，中间楼栋，安静看花园，业主诚心卖,越秀滨海御城 ,金洲,VR房源 房本满五年 随时看房,3,3个月以前发布,3室2厅,97.1平米,东北东北,精装,高楼层(共32层),2018年,塔楼,1790000.0,18435
碧桂园豪庭大三房业主自住保养好金隆就在家门口,南沙碧桂园豪庭 ,金洲,VR看装修 房本满五年 随时看房,9,9个月以前发布,3室2厅,107.2平米,南西,精装,高楼层(共18层),,塔楼,1570000.0,14646
两梯三户小高层，南向 户型方正,越秀滨海隽城 ,金洲,VR看装修 房本满五年 随时看房,60,一年前发布,3室1厅,116.07平米,南,简装,低楼层(共16层),2012年,塔楼,1650000.0,14216
业主自住  装修保养好   安静望花园  看房提前约,阳光城悦然府 ,进港大道,VR房源 房本满两年 随时看房,1,一年前发布,3室1厅,94.23平米,南,精装,低楼层(共33层),,塔楼,1800000.0,19103
南沙自贸区园林式背山面湖看海一线海景房,时代南湾 ,南沙港,VR看装修 房本满五年 随时看房,16,10个月以前发布,3室2厅,128.79平米,东,精装,中楼层(共24层),2012年,板塔结合,1750000.0,13589
品牌物业次新房南向3房，诚心出,万科海上明月 ,黄阁,VR看装修 房本满两年 随时看房,1,4个月以前发布,3室2厅,90.19平米,南,精装,中楼层(共27层),,塔楼,1200000.0,13306
星河山海湾小高层 视野开阔 环境好 近地铁,星河山海湾 ,南沙港,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,4室2厅,159.45平米,南北,精装,高楼层(共9层),,板塔结合,4800000.0,30104
"南向四房户型 高楼层,静谧性高",星河·东悦湾 ,黄阁,VR看装修,6,4个月以前发布,4室2厅,126.69平米,南,精装,高楼层(共33层),,塔楼,3300000.0,26048
阳光城悦然府南北对流标准4房诚意卖房,阳光城悦然府 ,进港大道,VR房源 房本满两年 随时看房,5,11个月以前发布,4室1厅,124.64平米,南北,精装,高楼层(共33层),2019年,塔楼,2180000.0,17491
南向对流户型，采光充足，冬暖夏凉，日常看房方便,阳光城悦然府 ,进港大道,VR看装修 房本满两年,3,一年前发布,3室2厅,94.94平米,南,精装,低楼层(共33层),2020年,塔楼,1750000.0,18433
全新未住，央企开发商，环境舒适,南沙保利南怡湾 ,黄阁,VR看装修 房本满两年 随时看房,0,2个月以前发布,2室2厅,75.47平米,北,其他,高楼层(共28层),,暂无数据,880000.0,11661
碧桂园海湾1号3房2厅，户型方正，视野开阔采光好,碧桂园海湾1号 ,南沙港,VR看装修 房本满五年 随时看房,0,8个月以前发布,3室2厅,83.92平米,东北,精装,中楼层(共17层),,塔楼,1250000.0,14896
阳光城 悦然府  南向大阳台户型,阳光城悦然府 ,进港大道,VR看装修 房本满两年,0,6个月以前发布,3室2厅,94.95平米,南,精装,低楼层(共33层),,塔楼,1980000.0,20854
南沙碧桂园  大3房  业主自住  保养好 诚意出,南沙碧桂园 ,金洲,VR看装修 房本满五年,0,14,3室2厅,108.85平米,东北,精装,低楼层(共11层),2007年,板塔结合,1120000.0,10290
医谷旁3房，满五唯一高楼层 ，视野景观开阔，光线充足,珠江源昌花园 ,横沥,VR房源 房本满五年 随时看房,4,3个月以前发布,3室2厅,95.15平米,西北,毛坯,高楼层(共26层),,塔楼,1000000.0,10510
凤凰湖边小高层，刚需小三房，上车容易,叠翠峰 ,南沙区府,近地铁 VR看装修 房本满五年 随时看房,0,19,3室2厅,80.71平米,东北,简装,中楼层(共17层),2017年,板楼,1460000.0,18090
三期一线湖景，两梯四户，中楼层,叠翠峰 ,南沙区府,近地铁 VR看装修 房本满两年 随时看房,1,8,3室1厅,106.9平米,东南,精装,中楼层(共16层),2018年,塔楼,2980000.0,27877
区府旁蕉门地铁，次新小区居住环境好，配套成熟,叠翠峰 ,南沙区府,近地铁 VR房源 房本满五年 随时看房,1,19,3室1厅,95.72平米,南,精装,低楼层(共22层),2017年,板楼,1950000.0,20372
创鸿嘉园，望河温馨大三房，随时看房,创鸿嘉园 ,金洲,VR看装修 房本满两年,0,2个月以前发布,3室2厅,120平米,南,精装,低楼层(共31层),2013年,塔楼,1830000.0,15250
全新未住过，南北对流，一线江景，楼层好，光线好,保利星满花园 ,榄核镇,VR看装修 房本满两年 随时看房,0,8个月以前发布,3室2厅,106.3平米,南,其他,高楼层(共33层),,塔楼,1900000.0,17874
碧桂园天玺湾 南北对流 高层看湖，看海，景观好。,碧桂园天玺湾 ,进港大道,VR房源 随时看房,4,4个月以前发布,3室2厅,102平米,南北,精装,中楼层(共30层),2014年,板塔结合,1420000.0,13922
高阳台望出去双湖景，契税发票下月满五唯一,叠翠峰 ,南沙区府,近地铁 VR看装修 房本满五年 随时看房,23,一年前发布,3室2厅,110.44平米,南,精装,高楼层(共31层),2017年,板楼,2100000.0,19015
阳光城澜悦 南北对流 中楼层 视野无遮挡,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年,0,2个月以前发布,4室2厅,113.51平米,南北,精装,高楼层(共31层),,塔楼,1900000.0,16739
碧桂园海湾1号 便宜 全新未住过。,碧桂园海湾1号 ,南沙港,VR看装修 房本满五年 随时看房,6,一年前发布,3室2厅,87.76平米,东北,精装,低楼层(共17层),,塔楼,1250000.0,14244
三房两卫，全新未入住，采光好，东南向，业主诚心出卖,越秀滨海新城 ,进港大道,VR房源 房本满两年 随时看房,1,28,3室2厅,92.41平米,南,精装,低楼层(共33层),2017年,塔楼,1480000.0,16016
一线蕉门河景观 中楼层 视野无遮挡 南北对流,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年 随时看房,2,1个月以前发布,4室2厅,112.2平米,南北,精装,中楼层(共30层),,塔楼,1900000.0,16935
金州地铁口   5米层高复式  小区园林式管理,星河·湾区壹号 ,金洲,房本满两年,3,9个月以前发布,3室2厅,60.81平米,北,精装,中楼层(共20层),,塔楼,600000.0,9867
时代长岛 进港大道中轴 出行便利 ，配套成熟,时代长岛 ,进港大道,VR看装修 房本满两年 随时看房,0,5个月以前发布,3室1厅,83平米,北,精装,中楼层(共17层),,塔楼,1150000.0,13856
金洲标特否好房推荐 横厅四房！！！,越秀滨海新城 ,进港大道,VR看装修 房本满两年,9,一年前发布,4室2厅,107.84平米,东南南西南,简装,低楼层(共33层),,塔楼,1680000.0,15579
蕉门河景观 南向3房带子母间，诚意卖,阳光城丽景湾·澜悦 ,进港大道,VR看装修 房本满两年 随时看房,1,一年前发布,4室2厅,113平米,南北,精装,高楼层(共31层),,塔楼,1900000.0,16815
时代南湾 大主人房 业主诚意出 期待有缘人,时代南湾 ,南沙港,VR看装修 房本满五年 随时看房,6,1个月以前发布,3室1厅,96.26平米,南,精装,低楼层(共32层),2012年,板塔结合,1145000.0,11895
阳光城悦然府 中层 南北对流 四房 随时可看,阳光城悦然府 ,进港大道,VR看装修 房本满两年 随时看房,4,3个月以前发布,4室2厅,109.69平米,南北,精装,中楼层(共33层),,塔楼,1990000.0,18143
保利星海小镇 电梯中间楼层 南向户型 精装交付视野好,保利星满花园 ,榄核镇,VR看装修 房本满两年,3,5个月以前发布,3室2厅,106.24平米,南北,精装,中楼层(共32层),,塔楼,1490000.0,14025
拎包入住有产权车位楼层适中视野开阔交通便利配套成熟,碧桂园天玺湾 ,进港大道,VR房源 房本满五年 随时看房,1,3个月以前发布,3室2厅,101.65平米,北,精装,中楼层(共30层),2014年,板塔结合,1500000.0,14757
城心，临江，闹中静，中层景观好，能让您心动的房子,珠光南沙御景 ,金洲,VR看装修 房本满五年 随时看房,0,1个月以前发布,3室2厅,120平米,南,精装,低楼层(共18层),2013年,板塔结合,1900000.0,15834
丽景湾 高层 好视野 业主城出 近儿童公园 环境好,阳光城丽景湾·澜悦 ,进港大道,VR房源 随时看房,0,5个月以前发布,3室2厅,97.26平米,南,精装,高楼层(共33层),,塔楼,1660000.0,17068
灵山岛华润瑞府复式四房双主套，家私家电齐全领包入住,华润置地·瑞府 ,明珠湾,VR房源 随时看房,4,2个月以前发布,4室2厅,110.37平米,南,精装,中楼层(共17层),,暂无数据,3000000.0,27182
一期南向3房，采光足，业主诚心卖,叠翠峰 ,南沙区府,VR房源 房本满五年,6,2个月以前发布,3室1厅,89.03平米,南,精装,低楼层(共32层),2017年,塔楼,1550000.0,17410
区府旁边离地铁近蕉门河滨海公园,中惠璧珑湾 ,南沙区府,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,3室2厅,117.27平米,东南,精装,低楼层(共27层),,板塔结合,2000000.0,17055
富力天海湾精装修一房 北向看花园,富力天海湾 ,明珠湾,房本满两年,6,9个月以前发布,1室1厅,39.98平米,北,精装,中楼层(共31层),塔楼,,290000.0,7254
南沙黄阁保利城，南悦湾，三房一卫,南沙保利城 ,黄阁,VR看装修 房本满五年 随时看房,1,1个月以前发布,3室2厅,93.74平米,北,精装,中楼层(共25层),塔楼,2017年,1150000.0,12268
此房满五年，自住优质装修，景观视野棒棒的，东南向,南沙境界 ,黄阁,VR看装修 房本满五年 随时看房,5,一年前发布,4室2厅,136.11平米,南,精装,中楼层(共27层),板塔结合,2013年,1830000.0,13446
越秀滨海悦城精装大二房 保养好 户型方正 诚心卖,越秀滨海悦城 ,金洲,VR看装修 房本满五年,1,9,2室2厅,88.06平米,北,精装,低楼层(共31层),塔楼,2017年,1330000.0,15104
灵山岛华润瑞府复式四房双主套，家私家电齐全领包入住,华润置地·瑞府 ,明珠湾,VR房源 随时看房,4,2个月以前发布,4室2厅,110.37平米,南,精装,中楼层(共17层),暂无数据,,3000000.0,27182
南沙金洲次新小区悦然府双阳台南北对流,阳光城悦然府 ,进港大道,VR房源 房本满两年 随时看房,0,11,3室2厅,96.89平米,南,精装,中楼层(共33层),塔楼,2019年,1800000.0,18578
单边双拼大花园南向4房3卫小别墅免费停车物业不贵,名苑别墅 ,东涌,VR房源 房本满五年 随时看房,1,1个月以前发布,4室2厅,96平米,西南,简装,低楼层(共3层),暂无数据,,2480000.0,25834
东苑4房 精装修对流户型 业主诚意放卖,南沙湾东苑 ,南沙港,VR房源 房本满五年,0,22,4室2厅,137.49平米,南北,精装,低楼层(共26层),板塔结合,2011年,2390000.0,17384
保利城 南向高层三房，户型方正实用，保养新。,南沙保利城 ,黄阁,VR看装修 房本满五年 随时看房,2,8个月以前发布,3室2厅,93.43平米,南,其他,高楼层(共23层),塔楼,,1250000.0,13380
保养好，户型方正，采光通风好。,南沙保利南怡湾 ,黄阁,VR看装修 房本满两年,1,1个月以前发布,3室2厅,90.2平米,北南,精装,低楼层(共28层),塔楼,,1090000.0,12085
南北对流望江户型，高层望江望小区园林,柳岸晓风 ,明珠湾,VR看装修 随时看房,0,6个月以前发布,4室2厅,123.09平米,南北,精装,中楼层(共31层),塔楼,,3480000.0,28272
永旺商圈，花园式小区，业主少住，保养很新,万科南方公元 ,黄阁,VR房源 房本满两年 随时看房,4,1个月以前发布,3室2厅,96.92平米,南,精装,低楼层(共28层),塔楼,2017年,1250000.0,12898
横厅三房两卫，全屋定制，含电梯口车位,万科南方公元 ,黄阁,VR房源 房本满五年 随时看房,1,1个月以前发布,3室2厅,95.97平米,东南,精装,低楼层(共18层),塔楼,,1200000.0,12504
精装修三房，南北对流，小高层，环境好,南沙·富力唐宁 ,南沙港,VR看装修 房本满五年 随时看房,5,7个月以前发布,3室2厅,109.35平米,南,精装,中楼层(共11层),塔楼,,1260000.0,11523
星河东悦湾，南北对流安静舒适，区府繁华圈业主诚心出,星河·东悦湾 ,黄阁,VR看装修 随时看房,1,1个月以前发布,3室2厅,106.53平米,南,精装,高楼层(共39层),塔楼,,2750000.0,25815
星河物业 全新一手精装三房 西南89方 业主包增值税,星河·东悦湾 ,黄阁,VR看装修 随时看房,1,1个月以前发布,3室2厅,89.96平米,西南,精装,低楼层(共33层),塔楼,,2200000.0,24456
滨海新城 高层南向三房视野开阔  全新未住 业主诚出,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,2个月以前发布,3室1厅,97.13平米,南,精装,高楼层(共34层),塔楼,,1620000.0,16679
区府环宇城旁南向三房 配套成熟,万科府前一号 ,南沙区府,VR看装修 房本满两年,6,3个月以前发布,3室1厅,90.66平米,南,精装,高楼层(共28层),板楼,2014年,1500000.0,16546
星河盛世舒适度高的户型 南北对流3房2卫 通风好,星河盛世 ,进港大道,VR看装修 房本满五年 随时看房,0,8个月以前发布,3室2厅,105.75平米,南北,精装,低楼层(共26层),塔楼,,1650000.0,15603
精装，南北对流，过五唯一少税，阳台看花园安静,广晟海韵兰庭 ,进港大道,VR房源 随时看房,0,1个月以前发布,3室1厅,119.79平米,西南,精装,低楼层(共18层),塔楼,2012年,1450000.0,12105
精致两房，方正实用，看小区园林，带车位,碧桂园蜜柚 ,进港大道,VR看装修 房本满两年,6,8个月以前发布,2室1厅,69.77平米,西,精装,低楼层(共23层),塔楼,2018年,880000.0,12613
华师旁  景观无遮挡 低总＋大3房 诚意放卖,南沙境界 ,黄阁,VR看装修 房本满五年 随时看房,0,2个月以前发布,3室1厅,97.79平米,东北,精装,高楼层(共27层),板塔结合,2013年,1190000.0,12169
金洲中轴，南沙金湾，南北对流双阳台4房，预算低,南沙金湾 ,进港大道,VR看装修 房本满五年,5,一年前发布,4室2厅,95.59平米,南北,精装,高楼层(共32层),塔楼,2016年,1100000.0,11508
南沙灵山岛，绿城品质，全明四房，南北向靓景,绿城美的·晓风印月 ,明珠湾,VR看装修,7,5个月以前发布,4室2厅,129.53平米,南,其他,低楼层(共27层),板塔结合,,3500000.0,27021
滨海水晶湾头排望江大平层，视野好，舒适度高,滨海水晶湾 ,明珠湾,近地铁 VR房源 房本满五年,0,15,4室1厅,174.46平米,东南,精装,中楼层(共16层),板楼,2009年,3780000.0,21667
灵山岛绿城印月，南北对流低密度小区，环境舒适养人,绿城美的·晓风印月 ,明珠湾,VR房源 随时看房,0,9,4室2厅,129.53平米,南北,精装,中楼层(共27层),板塔结合,,3430000.0,26481
滨海水晶湾 大平层4房两卫 一线江景,滨海水晶湾 ,明珠湾,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,4室2厅,174.46平米,南,精装,中楼层(共18层),塔楼,,4100000.0,23502
经典三房户型 高层东南向 通风采光好 空气好 安静私密,阳光城悦然府 ,进港大道,VR看装修 房本满两年 随时看房,5,4个月以前发布,3室1厅,83.93平米,南,精装,高楼层(共33层),塔楼,,1330000.0,15847
视野开阔 保养新 中楼层  急卖,叠翠峰 ,南沙区府,近地铁 VR看装修 房本满五年 随时看房,4,2个月以前发布,3室2厅,80.71平米,北,简装,高楼层(共17层),板楼,2017年,1530000.0,18957
区府旁，次新小区，税费低，随时看房,叠翠峰 ,南沙区府,VR房源 房本满两年 随时看房,3,2个月以前发布,3室2厅,90.67平米,东北,精装,低楼层(共24层),塔楼,2017年,1550000.0,17095
滨海新城 高层南向三房视野开阔  全新未住 业主诚出,越秀滨海新城 ,进港大道,VR看装修 房本满两年 随时看房,0,2个月以前发布,3室1厅,97.13平米,南,精装,高楼层(共34层),塔楼,,1620000.0,16679
阳光城悦然府 3室1厅 南,阳光城悦然府 ,进港大道,VR房源 房本满两年,0,22,3室1厅,94.95平米,南,精装,低楼层(共33层),塔楼,2020年,1780000.0,18747
蓝湾南向实用方正3房 双阳台证够五年唯一随时可看房,大岗翡翠蓝湾南区 ,大岗镇,VR看装修 房本满五年 随时看房,0,11,3室2厅,86.21平米,西南,简装,中楼层(共9层),塔楼,,880000.0,10208
"南向四房户型 高楼层,静谧性高",星河·东悦湾 ,黄阁,VR看装修,6,4个月以前发布,4室2厅,126.69平米,南,精装,高楼层(共33层),塔楼,,3300000.0,26048
悦然府中高层四房，南向大阳台，南北对流，视野景观好,阳光城悦然府 ,进港大道,VR房源 房本满两年,0,2个月以前发布,4室2厅,107.21平米,南北,精装,中楼层(共33层),塔楼,,1890000.0,17629
隽城3房，户型方正，保养好，过五,越秀滨海隽城 ,金洲,VR看装修 随时看房,6,2个月以前发布,3室2厅,123.71平米,南,精装,中楼层(共18层),塔楼,2012年,2100000.0,16976
横厅三房两卫，全屋定制，含电梯口车位,万科南方公元 ,黄阁,VR房源 房本满五年 随时看房,1,1个月以前发布,3室2厅,95.97平米,东南,精装,低楼层(共18层),塔楼,,1200000.0,12504
精装修三房，南北对流，小高层，环境好,南沙·富力唐宁 ,南沙港,VR看装修 房本满五年 随时看房,5,7个月以前发布,3室2厅,109.35平米,南,精装,中楼层(共11层),塔楼,,1260000.0,11523
星河物业 全新一手精装三房 西南89方 业主包增值税,星河·东悦湾 ,黄阁,VR看装修 随时看房,1,1个月以前发布,3室2厅,89.96平米,西南,精装,低楼层(共33层),塔楼,,2200000.0,24456
星河东悦湾，南北对流安静舒适，区府繁华圈业主诚心出,星河·东悦湾 ,黄阁,VR看装修 随时看房,1,1个月以前发布,3室2厅,106.53平米,南,精装,高楼层(共39层),塔楼,,2750000.0,25815
永旺商圈，花园式小区，业主少住，保养很新,万科南方公元 ,黄阁,VR房源 房本满两年 随时看房,4,1个月以前发布,3室2厅,96.92平米,南,精装,低楼层(共28层),塔楼,2017年,1250000.0,12898
全新未住过，南北对流，一线江景，楼层好，光线好,保利星满花园 ,榄核镇,VR看装修 房本满两年 随时看房,0,8个月以前发布,3室2厅,106.3平米,南,其他,高楼层(共33层),塔楼,,1900000.0,17874
阳光城澜悦 南向两卫 电梯中层 望园林 保养新净,阳光城丽景湾·澜悦 ,进港大道,VR房源 房本满两年 随时看房,0,10,3室1厅,97.35平米,南,精装,中楼层(共31层),塔楼,,1530000.0,15717
总忦低，朝南满五，3房2卫，稀蒛步梯洋房，优质楼层,南沙碧桂园 ,金洲,VR房源 房本满五年 随时看房,13,9个月以前发布,3室2厅,89.26平米,东南南,简装,中楼层(共6层),板塔结合,2007年,1080000.0,12100
海力花园 2室2厅 东,海力花园 ,进港大道,VR看装修 房本满五年,4,一年前发布,2室2厅,57.06平米,东,精装,中楼层(共9层),塔楼,,800000.0,14021
与灵山岛CBD一桥之隔，南沙的门面担当,南沙金茂湾 ,明珠湾,VR房源 房本满五年 随时看房,13,一年前发布,3室2厅,123.95平米,东南,毛坯,中楼层(共32层),塔楼,2016年,2970000.0,23962
明珠湾金茂湾看江3房南向拎包入住诚意出,南沙金茂湾 ,明珠湾,VR房源 房本满五年 随时看房,7,3个月以前发布,3室1厅,95.15平米,南,精装,高楼层(共32层),塔楼,2017年,2120000.0,22281
南向高层 装修保养好 证过5年税费低 看中有惊喜,新玥花园 ,榄核镇,VR房源 房本满五年 随时看房,0,13,3室1厅,89.88平米,南,精装,高楼层(共32层),塔楼,2015年,1240000.0,13797
保利星海小镇南向三房急出 景观好 户型通风 保养新,保利星满花园 ,榄核镇,VR看装修 房本满两年,0,3个月以前发布,3室2厅,104.89平米,南,其他,高楼层(共33层),塔楼,,1520000.0,14492
近广外，中间层采光很好，业主一直自住的保养的很好,南沙金茂湾 ,明珠湾,VR房源 房本满两年,2,3个月以前发布,3室1厅,96.24平米,东西,精装,中楼层(共32层),板塔结合,,2530000.0,26289
房屋朝花园，安静舒适，楼距宽。,新玥花园 ,榄核镇,VR看装修 房本满五年,1,8个月以前发布,3室2厅,118.33平米,南,简装,低楼层(共26层),塔楼,,1300000.0,10987
蕉门地铁站上盖 一线蕉门河景观 配套成熟 生活便利,中惠璧珑湾 ,南沙区府,近地铁 VR看装修 房本满五年 随时看房,2,2个月以前发布,2室1厅,89.54平米,东南,精装,中楼层(共30层),板塔结合,,1780000.0,19880
：国家森林公园旁华海三房两卫 对流户型 可自主装修,华海山屿海 ,南沙港,VR房源 房本满五年 随时看房,6,一年前发布,3室2厅,108.72平米,南北,毛坯,低楼层(共25层),塔楼,,1380000.0,12694
海语熙岸三期  全新未入住  四房 高层 视野开阔,中国铁建海语熙岸 ,南沙区府,VR看装修 随时看房,0,1个月以前发布,4室2厅,119.43平米,南,精装,高楼层(共29层),暂无数据,,2850000.0,23864
优势明显，自住南向看小区花园，无遮挡，拎包入住,万科府前一号 ,南沙区府,VR房源 房本满五年 随时看房,6,一年前发布,3室2厅,91.31平米,南,精装,低楼层(共28层),板楼,2014年,1480000.0,16209
区府板块  大三房保养新 南向 无欠款 靠环宇城 业主急,龙光棕榈水岸南区 ,南沙区府,VR看装修 房本满两年 随时看房,2,2个月以前发布,3室2厅,112.8平米,南,精装,中楼层(共18层),板塔结合,2013年,1950000.0,17288
碧桂园目前保养较新的三房，户型方正东单边位釆光充足,南沙碧桂园 ,金洲,VR看装修 房本满五年 随时看房,1,9,3室2厅,108.97平米,东北,简装,中楼层(共11层),板塔结合,2007年,1180000.0,10829
府前一号，通透大三房，景观好，看山看湖，随时可看,万科府前一号 ,南沙区府,VR看装修 房本满两年 随时看房,8,5个月以前发布,3室2厅,120.87平米,东西,精装,中楼层(共23层),板楼,2014年,1950000.0,16134
南怡湾南向望江，楼龄新，大社区绿化好,南沙保利南怡湾 ,黄阁,VR看装修 随时看房,2,5个月以前发布,3室2厅,100.65平米,东南,精装,高楼层(共28层),暂无数据,,1230000.0,12221
熙然府 南向 小三房 景观好 带车位出 业主随时签约,阳光城熙然府 ,进港大道,VR看装修 房本满两年 随时看房,1,1个月以前发布,3室2厅,87平米,东南,简装,低楼层(共33层),塔楼,2018年,1480000.0,17012
小区绿化好，近18罗汉山，小区内设地下停车场，,大岗翡翠蓝湾北区 ,大岗镇,VR看装修 房本满五年,1,15,3室2厅,95.93平米,东北,简装,低楼层(共18层),塔楼,,900000.0,9382
南沙横沥地铁湾区金融城全新未入住三房,湾区·金融城 ,明珠湾,VR看装修 随时看房,3,2个月以前发布,3室2厅,89.78平米,东北,精装,高楼层(共32层),暂无数据,,2500000.0,27846
经典三房户型 高层东南向 通风采光好 空气好 安静私密,阳光城悦然府 ,进港大道,VR看装修 房本满两年 随时看房,5,4个月以前发布,3室1厅,83.93平米,南,精装,高楼层(共33层),塔楼,,1330000.0,15847
碧桂园目前保养较新的三房，户型方正东单边位釆光充足,南沙碧桂园 ,金洲,VR看装修 房本满五年 随时看房,1,9,3室2厅,108.97平米,东北,简装,中楼层(共11层),板塔结合,2007年,1180000.0,10829
海语熙岸三期  全新未入住  四房 高层 视野开阔,中国铁建海语熙岸 ,南沙区府,VR看装修 随时看房,0,1个月以前发布,4室2厅,119.43平米,南,精装,高楼层(共29层),暂无数据,,2850000.0,23864
优势明显，自住南向看小区花园，无遮挡，拎包入住,万科府前一号 ,南沙区府,VR房源 房本满五年 随时看房,6,一年前发布,3室2厅,91.31平米,南,精装,低楼层(共28层),板楼,2014年,1480000.0,16209
区府板块  大三房保养新 南向 无欠款 靠环宇城 业主急,龙光棕榈水岸南区 ,南沙区府,VR看装修 房本满两年 随时看房,2,2个月以前发布,3室2厅,112.8平米,南,精装,中楼层(共18层),板塔结合,2013年,1950000.0,17288
新城南北对流实用四房，视野开阔，看房方便,越秀滨海新城 ,进港大道,VR看装修 房本满两年,4,8个月以前发布,4室2厅,108平米,南,其他,低楼层(共33层),塔楼,,1600000.0,14815
区府环宇城旁南向三房 配套成熟,万科府前一号 ,南沙区府,VR看装修 房本满两年,6,3个月以前发布,3室1厅,90.66平米,南,精装,高楼层(共28层),板楼,2014年,1500000.0,16546
南沙灵山岛，绿城品质，全明四房，南北向靓景,绿城美的·晓风印月 ,明珠湾,VR看装修,7,5个月以前发布,4室2厅,129.53平米,南,其他,低楼层(共27层),板塔结合,,3500000.0,27021
满二年 低税费 业主诚意卖 红本在手说走就走,叠翠峰 ,南沙区府,近地铁 VR看装修 房本满两年 随时看房,1,8个月以前发布,3室2厅,97平米,南,精装,高楼层(共26层),塔楼,2018年,2500000.0,25774
区府旁，次新小区，税费低，随时看房,叠翠峰 ,南沙区府,VR房源 房本满两年 随时看房,3,2个月以前发布,3室2厅,90.67平米,东北,精装,低楼层(共24层),塔楼,2017年,1550000.0,17095
视野开阔 保养新 中楼层  急卖,叠翠峰 ,南沙区府,近地铁 VR看装修 房本满五年 随时看房,4,2个月以前发布,3室2厅,80.71平米,北,简装,高楼层(共17层),板楼,2017年,1530000.0,18957
区政府板块刚需两房，配套齐全，生活方便,叠翠峰 ,南沙区府,近地铁 VR看装修 房本满两年 随时看房,7,一年前发布,2室1厅,72.87平米,北,精装,低楼层(共31层),板楼,2017年,1170000.0,16056
蕉门板块 精装修 两室一厅 看房方便,叠翠峰 ,南沙区府,近地铁 VR看装修 房本满五年 随时看房,1,1个月以前发布,2室1厅,72平米,东北,精装,低楼层(共31层),板楼,2017年,1180000.0,16389
灵山岛绿城印月，南北对流低密度小区，环境舒适养人,绿城美的·晓风印月 ,明珠湾,VR房源 随时看房,0,9,4室2厅,129.53平米,南北,精装,中楼层(共27层),板塔结合,,3430000.0,26481
滨海水晶湾 大平层4房两卫 一线江景,滨海水晶湾 ,明珠湾,近地铁 VR看装修 房本满五年 随时看房,1,一年前发布,4室2厅,174.46平米,南,精装,中楼层(共18层),塔楼,,4100000.0,23502
