标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
：此房满五年，安静，保养新，价格可谈,时代糖果三期 ,金沙洲,VR看装修,1,一年前发布,3室2厅,90.2平米,东南,简装,低楼层(共18层),,塔楼,1700000.0,18848
时代糖果二期 3室2厅 南,时代糖果二期 ,金沙洲,VR看装修,1,5个月以前发布,3室2厅,87.59平米,南,精装,中楼层(共18层),,塔楼,1800000.0,20551
时代糖果一期 3室1厅 东南,时代糖果一期 ,金沙洲,VR房源 房本满两年,1,2个月以前发布,3室1厅,94.73平米,东南,精装,12层,,塔楼,1700000.0,17946
中海金沙湾A区 中间楼层 采光通透,中海金沙湾A区 ,金沙洲,VR看装修 房本满五年,0,4个月以前发布,2室2厅,85.54平米,北南,精装,高楼层(共33层),,板塔结合,1900000.0,22212
看整个园林  全屋装修60万  拎包即住,金名都 ,金沙洲,VR房源,1,一年前发布,3室1厅,120平米,东南,精装,32层,2017年,板塔结合,3580000.0,29834
时代糖果二期 1室1厅 西南,时代糖果二期 ,金沙洲,VR房源 房本满两年,1,4个月以前发布,1室1厅,56.9平米,西南,精装,中楼层(共17层),2012年,板楼,1090000.0,19157
过五年，产权清晰，自住保养好.,时代糖果二期 ,金沙洲,VR房源,10,一年前发布,2室1厅,77平米,东北,精装,低楼层(共18层),,塔楼,1480000.0,19221
东西对流格局，采光充足，配套设施齐全，交通便利,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,2个月以前发布,4室2厅,200.15平米,南北,精装,中楼层(共31层),,塔楼,5000000.0,24982
时代二期 中高层南向大三房 诚意出售 随时可看,时代水岸二期 ,金沙洲,VR看装修,0,一年前发布,3室2厅,115平米,东北,精装,高楼层(共49层),,塔楼,2880000.0,25044
此房产权清晰，采光通透  业主自住的，看房方便！,中海金沙湾B区 ,金沙洲,VR看装修 房本满五年,1,5个月以前发布,2室2厅,82.99平米,西北,精装,中楼层(共33层),,塔楼,2000000.0,24100
时代二期 三房 安静舒适 看房约,时代水岸二期 ,金沙洲,VR看装修 房本满五年,0,一年前发布,3室2厅,96.43平米,东西北,精装,低楼层(共50层),,塔楼,2450000.0,25408
佛山 金沙洲 恒大御景半岛3房1卫 温馨安静,恒大御景半岛 ,金沙洲,VR房源 随时看房,8,一年前发布,3室2厅,97平米,东南,精装,低楼层(共31层),2007年,塔楼,2640000.0,27217
业主有心出售.温馨安静 江景洋房 环境绿化好,恒大御景半岛 ,金沙洲,VR看装修,2,一年前发布,3室2厅,185平米,东南,精装,高楼层(共31层),,塔楼,6500000.0,35136
金沙洲御景半岛，楼层靓望江单位采光好，业主诚心出售,恒大御景半岛 ,金沙洲,VR房源,1,一年前发布,4室2厅,177平米,东北,精装,高楼层(共31层),,塔楼,4300000.0,24294
时代水岸 望江洋楼 次新小区 位置安静 户型方正,时代水岸二期 ,金沙洲,VR看装修,0,一年前发布,4室2厅,140平米,东南,精装,低楼层(共50层),,塔楼,3780000.0,27000
前排近幼儿园别墅花园，对流户型，全屋家私家电免费,恒大御景半岛 ,金沙洲,VR房源 房本满五年,1,一年前发布,3室2厅,138.63平米,南北,精装,低楼层(共31层),,塔楼,3200000.0,23084
前排近幼儿园别墅花园，对流户型，全屋家私家电免费,恒大御景半岛 ,金沙洲,VR房源 房本满五年,1,一年前发布,3室2厅,138.63平米,南北,精装,低楼层(共31层),塔楼,,3200000.0,23084
白天鹅花园 业主诚心出售 看房方便,白天鹅花园 ,金沙洲,VR房源,0,一年前发布,2室2厅,114平米,南北,简装,高楼层(共9层),塔楼,2006年,1880000.0,16492
金沙洲万科四季花城  电梯四房 南向高楼层 视野开阔,万科四季花城悦山美筑 ,金沙洲,VR看装修,0,一年前发布,4室2厅,121平米,东南,精装,高楼层(共16层),塔楼,,2900000.0,23967
金沙洲万科四季花城 东南向复式 前后无遮挡 近地铁,万科四季花城丹桂苑 ,金沙洲,VR房源 房本满两年 随时看房,7,一年前发布,4室1厅,109.14平米,东南,精装,高楼层(共6层),板楼,,2800000.0,25656
恒大御景半岛 高层望江南向业主诚心出售,恒大御景半岛 ,金沙洲,VR房源 房本满五年,3,一年前发布,3室2厅,96.94平米,东南,简装,中楼层(共31层),塔楼,2007年,2800000.0,28884
高层    前排  望江     大三房,恒大御景半岛 ,金沙洲,VR房源 随时看房,0,5个月以前发布,3室1厅,140平米,东,简装,高楼层(共31层),塔楼,,3200000.0,22858
金沙洲御景半岛，楼层靓望江单位采光好，业主诚心出售,恒大御景半岛 ,金沙洲,VR房源,1,一年前发布,4室2厅,177平米,东北,精装,高楼层(共31层),塔楼,,4300000.0,24294
金名都改善三房 带靓装修 不用爬坡,金名都 ,金沙洲,VR看装修 房本满五年 随时看房,0,一年前发布,3室2厅,120.73平米,西北,精装,45层,板塔结合,2017年,3400000.0,28163
南向单边位大平层四房看江视野开阔景观好满五唯一,金名都 ,金沙洲,VR看装修 房本满五年,1,一年前发布,4室2厅,172平米,南,精装,45层,板塔结合,,4400000.0,25582
金沙洲时代糖果 中楼层 出入方便  采光好  精装修,时代糖果二期 ,金沙洲,VR看装修,0,一年前发布,2室2厅,77.66平米,东北,精装,中楼层(共18层),塔楼,,1450000.0,18672
万科四季花城商铺出售，位置好，旺中带静，户型方正。,万科四季花城商铺 ,金沙洲,房本满五年,3,一年前发布,1室1厅,43平米,北,简装,低楼层(共1层),板楼,,980000.0,22791
恒大御景半岛 177方高层望江业主诚心出售,恒大御景半岛 ,金沙洲,VR看装修,0,一年前发布,3室2厅,177平米,东南,精装,高楼层(共31层),板塔结合,,4940000.0,27910
中海金沙里高层三房 保养新 税费少,中海金沙里 ,金沙洲,VR看装修,0,一年前发布,3室2厅,89平米,西北,精装,中楼层(共48层),塔楼,,2200000.0,24720
沙面新城 电梯次新楼 户型方正  使用率高,沙面新城 ,金沙洲,VR看装修 随时看房,0,8个月以前发布,3室2厅,130平米,南北,精装,低楼层(共21层),塔楼,2003年,2560000.0,19693
楼层好，视野开阔， 装修保养新净，随时可看,时代水岸二期 ,金沙洲,VR看装修,0,一年前发布,3室1厅,95平米,西北,精装,中楼层(共33层),塔楼,,2580000.0,27158
万科四季花城 温馨三房 证过5年唯一,万科四季花城碧榕苑 ,金沙洲,VR看装修 房本满五年,3,一年前发布,3室2厅,89.39平米,东南,精装,高楼层(共6层),板楼,,1700000.0,19018
金沙洲地铁两房  层高比平层高  价格笋 适合居住,万科四季花城俪姗美筑 ,金沙洲,VR房源,1,9个月以前发布,2室1厅,69平米,东北,简装,低楼层(共16层),塔楼,2008年,1200000.0,17392
金沙洲万科四季花城 一期大两房全新装修 花园安静,万科四季花城米兰苑 ,金沙洲,VR看装修 房本满五年,16,一年前发布,2室2厅,78.65平米,东北,精装,中楼层(共6层),板楼,,1700000.0,21615
经典小三房 户型方正实用 通风采光好 诚心出售,时代水岸一期 ,金沙洲,VR看装修,0,一年前发布,3室1厅,81.75平米,东北,精装,中楼层(共34层),塔楼,2016年,2080000.0,25444
新房全新未住，楼层好采光足，视野开阔,新希望金沙公馆 ,金沙洲,VR看装修,0,一年前发布,3室2厅,96平米,东北,精装,高楼层(共33层),暂无数据,,2500000.0,26042
恒大御景半岛 191方正南向望江 望花园业主诚心出售,恒大御景半岛 ,金沙洲,VR房源 房本满五年,1,一年前发布,4室2厅,191平米,南,精装,低楼层(共31层),塔楼,,4900000.0,25655
时代二期 实用三房 中楼层 视野开阔 阳光充足交通便利,时代水岸二期 ,金沙洲,VR看装修 房本满五年,0,一年前发布,3室2厅,95平米,北,精装,高楼层(共33层),塔楼,,2130000.0,22422
西区大门口  不爬坡南向大三房  视野好,金名都 ,金沙洲,VR看装修,2,一年前发布,3室2厅,128.73平米,东南,精装,45层,板塔结合,2015年,4000000.0,31073
"N+1户型,实用，保养好采光通风",时代糖果二期 ,金沙洲,VR看装修,4,一年前发布,2室1厅,77平米,东北,精装,低楼层(共18层),塔楼,2012年,1380000.0,17923
恒大御景半岛 160平方高层望江业主诚心出售,恒大御景半岛 ,金沙洲,VR房源,1,一年前发布,4室2厅,160平米,东,精装,高楼层(共31层),板楼,,4230000.0,26438
蓝城阁，有钥匙，高层望江，房屋通透采光好，视野开阔,沙面新城 ,金沙洲,VR看装修 房本满五年 随时看房,0,一年前发布,4室2厅,167.35平米,东南,简装,中楼层(共31层),塔楼,2003年,4200000.0,25098
恒大御景半岛小区 环江而立 环境绿化好 全区温馨,恒大御景半岛 ,金沙洲,VR房源,0,一年前发布,4室2厅,160平米,东南,精装,中楼层(共31层),塔楼,2007年,3780000.0,23625
金名都120平大三房  望整小区园林 视野开阔 舒适安静,金名都 ,金沙洲,VR看装修,0,11个月以前发布,3室2厅,121平米,东南,精装,32层,板塔结合,2017年,3800000.0,31405
东向大两房，高楼层通风采光好，产权清晰,恒大御景湾 ,金沙洲,VR看装修 房本满五年,0,11个月以前发布,2室2厅,92.44平米,东,精装,高楼层(共33层),塔楼,,2080000.0,22502
糖果3期东南向高楼层两房业主诚意出售120万价格可议,时代糖果三期 ,金沙洲,VR看装修 房本满两年,0,11个月以前发布,2室2厅,77.48平米,东南,精装,高楼层(共18层),塔楼,,1180000.0,15230
恒大御景半岛小区 环江而立 环境绿化好 全区温馨,恒大御景半岛 ,金沙洲,VR看装修 房本满五年,0,一年前发布,3室2厅,128平米,东南,精装,高楼层(共31层),塔楼,,3100000.0,24219
时代二期 3房2厅  中高楼层 景观采光好，交通便利,时代水岸二期 ,金沙洲,VR看装修 随时看房,2,一年前发布,3室2厅,94.62平米,北,精装,高楼层(共33层),塔楼,2019年,2150000.0,22723
带40方私家花园大四房 装修保养新净 采光通风好,沙面新城 ,金沙洲,VR看装修 房本满两年,0,9个月以前发布,4室2厅,167.24平米,南北,精装,低楼层(共32层),塔楼,2003年,4000000.0,23918
白天鹅花园 电梯大户型东南向4房  位置安静舒适,白天鹅花园 ,金沙洲,VR房源,1,一年前发布,4室2厅,170平米,东南,精装,中楼层(共25层),塔楼,2016年,3000000.0,17648
中海金沙里实用三房带套房，南向，保养好,中海金沙里 ,金沙洲,VR房源,0,7个月以前发布,3室2厅,107平米,西南,精装,低楼层(共48层),塔楼,,2400000.0,22430
恒大御景半岛274方大平层 望湖景 业主诚心出售,恒大御景半岛 ,金沙洲,VR房源 随时看房,4,一年前发布,5室2厅,274平米,东南,精装,低楼层(共31层),塔楼,,7000000.0,25548
糖果一期3+1房 望小区景观好 装修保养好 近电车地铁,时代糖果一期 ,金沙洲,VR看装修,0,一年前发布,2室2厅,77平米,北,简装,18层,塔楼,,1430000.0,18572
恒大御景半岛  4房  南向 高层望江  重新装修  省个税,恒大御景半岛 ,金沙洲,VR看装修 房本满五年,1,一年前发布,4室2厅,185.53平米,南北,精装,高楼层(共31层),塔楼,,6000000.0,32340
金名都正规三房两卫 视野开阔 无遮挡,金名都 ,金沙洲,VR看装修,3,一年前发布,3室2厅,91平米,西南,精装,32层,板塔结合,2017年,2230000.0,24506
东南向 看江 带入户花园  业主诚心出售,中海金沙湾C区 ,金沙洲,VR看装修,0,8个月以前发布,4室2厅,187平米,东南,精装,中楼层(共33层),塔楼,,6510000.0,34813
产权证满五，无抵押 自住保养新净 户型方正实用率高,金名都 ,金沙洲,VR看装修,1,8个月以前发布,3室2厅,117平米,西北,精装,45层,板塔结合,2017年,3000000.0,25642
前排望江，177平方精装修，业主诚售,恒大御景半岛 ,金沙洲,VR房源,0,一年前发布,4室2厅,177平米,东,精装,中楼层(共31层),塔楼,,4850000.0,27402
有轨电车旁，西南向实用率高的经典大三房,时代糖果一期 ,金沙洲,VR看装修 房本满五年,1,一年前发布,3室2厅,119.71平米,西南,精装,18层,塔楼,,1960000.0,16373
恒大御景半岛   证过五年 无按揭  房子保养很好 望江,恒大御景半岛 ,金沙洲,VR房源,2,一年前发布,3室2厅,96.39平米,东南,精装,低楼层(共31层),塔楼,,2790000.0,28945
金名都三房两卫  产权清晰 有密码可以看房,金名都 ,金沙洲,VR看装修,0,7个月以前发布,3室2厅,90平米,东南,精装,32层,板塔结合,2017年,2300000.0,25556
万科四季花城 金沙洲 广州地铁6号线 总价低户型好,万科四季花城海棠苑 ,金沙洲,VR看装修 房本满五年,0,一年前发布,3室2厅,107.2平米,南北,精装,中楼层(共6层),塔楼,,1980000.0,18471
中海金沙里大四房，130㎡，东南向望江，中间楼层,中海金沙里 ,金沙洲,VR房源,0,8个月以前发布,4室1厅,132平米,东南,精装,中楼层(共48层),塔楼,,4000000.0,30304
金名都东南120平大三房 望小区花园  保养好,金名都 ,金沙洲,VR看装修,0,9个月以前发布,3室2厅,120平米,东南,精装,32层,板塔结合,2017年,3000000.0,25000
唯一东南向三房 中高楼层 业主诚售,恒大御景湾 ,金沙洲,VR房源,0,一年前发布,2室1厅,91平米,东南,精装,中楼层(共33层),板塔结合,,2700000.0,29671
中海金沙湾C区带空中花园5房，南北对流，保养新净,中海金沙湾C区 ,金沙洲,VR房源 房本满五年,0,5个月以前发布,5室2厅,197平米,南北,简装,低楼层(共33层),塔楼,,6950000.0,35280
新荔湾花园步梯低层，交通便利，成熟小区，诚心出售,新荔湾花园 ,金沙洲,VR房源,0,7个月以前发布,1室0厅,27平米,东南,简装,低楼层(共8层),塔楼,,336000.0,12445
中海金沙湾大三房 业主诚意放卖,中海金沙湾A区 ,金沙洲,VR看装修 房本满两年,2,一年前发布,3室2厅,112.5平米,东北,精装,高楼层(共33层),板塔结合,2007年,2690000.0,23912
金名都两房 阳台房间望小区花园 不爬坡  房子保养好,金名都 ,金沙洲,VR看装修 房本满五年,0,一年前发布,2室2厅,80平米,西北,精装,45层,板塔结合,2017年,1920000.0,24000
时代水岸 金沙洲CBD核芯 户型方正 安静舒适,时代水岸二期 ,金沙洲,VR看装修 房本满五年,0,一年前发布,3室2厅,94.66平米,北,精装,高楼层(共33层),塔楼,,2600000.0,27467
户型方正，高楼层，近地铁，配套齐全,金名都 ,金沙洲,VR看装修,1,一年前发布,3室2厅,117平米,东北,精装,45层,板塔结合,2013年,3500000.0,29915
恒大御景半岛202方四房高层望江从新装修,恒大御景半岛 ,金沙洲,VR看装修,0,一年前发布,4室2厅,202平米,东,精装,高楼层(共31层),塔楼,,5000000.0,24753
糖果三期2+1房 看花园 业主诚心放卖,时代糖果三期 ,金沙洲,VR看装修 房本满五年,1,一年前发布,2室2厅,77平米,西北,简装,高楼层(共18层),塔楼,,1450000.0,18832
恒大御景半岛 168方大三房  高层望江 诚心出售,恒大御景半岛 ,金沙洲,VR看装修 房本满五年 随时看房,0,11个月以前发布,3室2厅,168平米,北,精装,高楼层(共31层),塔楼,,4200000.0,25000
恒大御景半岛  东南向  高层  望江 无遮挡   产权清晰,恒大御景半岛 ,金沙洲,VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,139.84平米,东南,精装,高楼层(共31层),塔楼,,2930000.0,20953
恒大御景半岛  酒店后面大三房  业主诚心出售,恒大御景半岛 ,金沙洲,VR房源 房本满两年,0,9个月以前发布,3室1厅,126平米,东北,精装,低楼层(共31层),塔楼,,3000000.0,23810
半岛前排，高层4房，东南向望白云山珠江水。,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,5个月以前发布,4室1厅,158.74平米,东南,简装,高楼层(共31层),2008年,塔楼,4300000.0,27089
大面积 价格美丽  看房有钥匙 业主好说话 价格可刀,恒大御景半岛 ,金沙洲,VR房源 随时看房,1,一年前发布,4室2厅,179平米,东,毛坯,中楼层(共31层),,塔楼,4550000.0,25419
底层望江 格局方正实用 自住保养好 产权清晰,时代水岸二期 ,金沙洲,VR看装修 房本满两年,0,一年前发布,4室2厅,141.06平米,南,精装,低楼层(共50层),,塔楼,4200000.0,29775
恒大御景半岛  酒店后面大三房  业主诚心出售,恒大御景半岛 ,金沙洲,VR房源 房本满两年,0,9个月以前发布,3室1厅,126平米,东北,精装,低楼层(共31层),,塔楼,3000000.0,23810
中海金沙里大四房，130㎡，东南向望江，中间楼层,中海金沙里 ,金沙洲,VR房源,0,8个月以前发布,4室1厅,132平米,东南,精装,中楼层(共48层),,塔楼,4000000.0,30304
金名都东南120平大三房 望小区花园  保养好,金名都 ,金沙洲,VR看装修,0,9个月以前发布,3室2厅,120平米,东南,精装,32层,2017年,板塔结合,3000000.0,25000
新荔湾花园步梯低层，交通便利，成熟小区，诚心出售,新荔湾花园 ,金沙洲,VR房源,0,7个月以前发布,1室0厅,27平米,东南,简装,低楼层(共8层),,塔楼,336000.0,12445
恒大御景湾东北向小三房户型方正,恒大御景湾 ,金沙洲,VR看装修,6,一年前发布,3室1厅,88.5平米,东北,精装,低楼层(共58层),,塔楼,2000000.0,22599
三房两厅一卫  户型方正 高楼层采光好 视野开阔,中海金沙里 ,金沙洲,VR看装修,1,一年前发布,3室2厅,89平米,西北,精装,高楼层(共38层),,塔楼,2390000.0,26854
唯一东南向三房 中高楼层 业主诚售,恒大御景湾 ,金沙洲,VR房源,0,一年前发布,2室1厅,91平米,东南,精装,中楼层(共33层),,板塔结合,2700000.0,29671
御景湾中层2房 装修保养好 采光通风好 望花园安静,恒大御景湾 ,金沙洲,VR看装修,0,一年前发布,2室2厅,88.68平米,西南,精装,中楼层(共58层),,塔楼,2100000.0,23681
金名都小两房满五唯一、看房方便,金名都 ,金沙洲,VR房源 房本满五年,0,7个月以前发布,2室1厅,80.06平米,东南西,精装,45层,2017年,板塔结合,1820000.0,22733
万科四季花城  电梯四房  南北对流  户型方正,万科四季花城尚山美筑 ,金沙洲,VR看装修 房本满五年,0,2个月以前发布,3室2厅,123.87平米,东南,精装,中楼层(共17层),,板楼,2380000.0,19214
万科四季花城 电梯南向两房  户型实用,万科四季花城俪姗美筑 ,金沙洲,VR房源 房本满两年 随时看房,0,一年前发布,2室1厅,71.23平米,东南,简装,中楼层(共23层),2008年,塔楼,1350000.0,18953
情景一楼单边位 全新装修  带花园 带地下室,万科四季花城天竹轩 ,金沙洲,VR看装修,0,10个月以前发布,3室1厅,143.28平米,东,精装,低楼层(共5层),,塔楼,5200000.0,36293
满五唯一，免个税，高层视野，采光充足，业主急售,金名都 ,金沙洲,VR看装修,1,9个月以前发布,3室2厅,92平米,南,精装,26层,2017年,板塔结合,2500000.0,27174
高层望江 全新未住 满五年 无欠款,恒大御景湾 ,金沙洲,VR看装修,2,11个月以前发布,3室2厅,91.3平米,东北,精装,高楼层(共58层),,塔楼,1900000.0,20811
时代水岸大四房 可望江 中层方便看房,时代水岸二期 ,金沙洲,VR房源 房本满两年,0,3个月以前发布,4室2厅,141.21平米,西南,精装,中楼层(共50层),,塔楼,4500000.0,31868
洋房一楼，带地下室花园车位，业主急售,万科四季花城汇竹轩 ,金沙洲,VR房源,0,一年前发布,3室2厅,125平米,东南,精装,低楼层(共3层),,板楼,4800000.0,38400
万科四季花城 提香公寓 户型方正实用,万科四季花城提香公寓 ,金沙洲,VR看装修 房本满五年,6,一年前发布,1室1厅,39平米,东南,简装,高楼层(共9层),,板塔结合,850000.0,21795
金沙洲时代糖果 带1楼花园  单边位  前后花园,时代糖果二期 ,金沙洲,VR看装修,10,一年前发布,2室2厅,77平米,北,精装,低楼层(共18层),,塔楼,1800000.0,23377
金名都精装三房 满二  楼层好 视野宽阔 配套设施齐全,金名都 ,金沙洲,VR看装修 房本满五年,0,一年前发布,3室2厅,91.18平米,北,精装,26层,2015年,板塔结合,2050000.0,22484
小户型住宅，有电梯，采光好，可明火，急售,万科四季花城提香公寓 ,金沙洲,VR看装修 房本满两年,2,一年前发布,1室1厅,37.42平米,西南,精装,中楼层(共9层),2011年,板塔结合,680000.0,18173
恒大御景半岛  3房2卫  前排  望江  出行方便  保养新,恒大御景半岛 ,金沙洲,VR房源,0,4个月以前发布,3室2厅,127平米,东,精装,中楼层(共31层),,塔楼,3000000.0,23623
近广州 广佛交界 敏捷天骄 电梯大两房 满五年唯一,敏捷花城里 ,金沙洲,VR看装修 房本满五年,0,3个月以前发布,2室2厅,83.95平米,西南,精装,中楼层(共31层),,塔楼,1250000.0,14890
御景湾带入户花园2房 中高楼层 望江望园  明亮舒适,恒大御景湾 ,金沙洲,VR房源,0,一年前发布,2室2厅,92平米,东,精装,高楼层(共33层),,塔楼,2730000.0,29674
敏捷花城里 电梯两房 阳台望花园,敏捷花城里 ,金沙洲,VR看装修 房本满两年 随时看房,1,一年前发布,2室1厅,73.19平米,南北,毛坯,低楼层(共31层),,塔楼,1260000.0,17216
苑中三房 双阳台 南北对流 新装修 产权清晰 业主急售,万科四季花城丹枫苑 ,金沙洲,VR看装修 房本满五年,0,5个月以前发布,3室2厅,87.38平米,东南,精装,高楼层(共6层),2008年,板楼,1350000.0,15450
全新未住 一线望江3房 中高层景观好 无遮挡  产权清晰,恒大御景湾 ,金沙洲,VR看装修,0,6个月以前发布,3室2厅,90.37平米,东北,精装,中楼层(共58层),,塔楼,3040000.0,33640
临湖别墅，单边位带前后花园，户型通透采光佳,万科四季花城别墅 ,金沙洲,VR房源 房本满五年,1,7个月以前发布,5室2厅,251.16平米,东南,精装,低楼层(共3层),,塔楼,12600000.0,50168
时代水岸大四房 可望江 中层方便看房,时代水岸二期 ,金沙洲,VR房源 房本满两年,0,3个月以前发布,4室2厅,141.21平米,西南,精装,中楼层(共50层),塔楼,,4500000.0,31868
中海金沙里89㎡东南向三房，楼层靓，业主诚售,中海金沙里 ,金沙洲,VR房源,0,7个月以前发布,3室1厅,89.72平米,东南,精装,中楼层(共48层),塔楼,,2250000.0,25079
好房源，有客户多多带看，业主诚心想卖,金名都 ,金沙洲,VR看装修,5,一年前发布,3室1厅,96平米,东东北,精装,44层,板塔结合,2015年,2400000.0,25000
二楼带大平台花园  新装修  南向  单边位,时代糖果二期 ,金沙洲,VR看装修 房本满两年,1,一年前发布,1室1厅,56.96平米,西南,精装,低楼层(共17层),塔楼,,1100000.0,19312
环境优美、配套成熟、交通便利、户型方正房子保养很好,恒大御景半岛 ,金沙洲,VR看装修 房本满五年,3,一年前发布,4室2厅,159.9平米,东南,精装,高楼层(共31层),塔楼,,4000000.0,25016
房子产权清晰 可以望江 业主出售意向强,恒大御景半岛 ,金沙洲,VR看装修 随时看房,0,5个月以前发布,4室2厅,160.81平米,东,简装,低楼层(共31层),塔楼,,3300000.0,20522
"此房过五年唯一，户型方正,无遮挡，看房方便！",中海金沙湾C区 ,金沙洲,VR房源 房本满五年,2,一年前发布,5室2厅,210平米,东南,精装,低楼层(共33层),塔楼,2009年,6180000.0,29429
恒大御景半岛  前排中层望江  保养好,恒大御景半岛 ,金沙洲,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,178平米,东南,精装,中楼层(共31层),塔楼,,4500000.0,25281
证满两年，产权清晰 中层望花园、视野开阔,时代水岸二期 ,金沙洲,VR房源,0,一年前发布,3室1厅,95平米,北,精装,中楼层(共33层),塔楼,2019年,2080000.0,21895
户型方方正正，57平1加1户型，交通便利,时代糖果一期 ,金沙洲,VR看装修 房本满五年,1,一年前发布,1室1厅,57平米,东北,精装,11层,塔楼,,910000.0,15965
"一线江景5房,高层可看广州搭,离广州仅一江之隔",中海金沙湾C区 ,金沙洲,VR房源 房本满五年,2,一年前发布,5室2厅,197.77平米,南,精装,高楼层(共33层),塔楼,,6800000.0,34384
万益广场 4室2厅 西北,万益广场 ,金沙洲,,2,2个月以前发布,4室2厅,70.58平米,西北,其他,中楼层(共22层),塔楼,,580000.0,8218
中海金沙湾三房两卫 南北对流  中间位置很安静,中海金沙湾A区 ,金沙洲,VR看装修 房本满五年,0,3个月以前发布,3室2厅,123.43平米,南,精装,低楼层(共33层),板塔结合,,2960000.0,23982
前排江景三房  高楼层 视野开阔,恒大御景半岛 ,金沙洲,VR房源 房本满五年,0,11个月以前发布,3室2厅,125.89平米,东南,精装,中楼层(共31层),塔楼,,3300000.0,26214
带产权车位   高层望江  装修美丽  产权清晰  无欠款,中海金沙里 ,金沙洲,VR看装修,0,5个月以前发布,3室2厅,106.12平米,东北,精装,高楼层(共48层),塔楼,,2600000.0,24501
满五唯一，格局方正，楼层好，视野开阔,中海金沙里 ,金沙洲,VR看装修,0,9个月以前发布,3室2厅,89平米,西北,精装,低楼层(共48层),塔楼,,2100000.0,23596
楼层好，视野宽阔，采光充足，配套设施齐全，交通便利,金名都 ,金沙洲,VR看装修 房本满五年,0,一年前发布,3室2厅,86.43平米,西南,精装,45层,板塔结合,2015年,2200000.0,25455
中海金沙里实用大三房，南向望花园，业主急卖。,中海金沙里 ,金沙洲,VR看装修 随时看房,0,一年前发布,3室2厅,107平米,东北,精装,低楼层(共48层),塔楼,,2750000.0,25701
万科四季花城 情景复式 精装修  保养新净,万科四季花城天竹轩 ,金沙洲,VR看装修 房本满五年,2,一年前发布,3室2厅,81.39平米,南北,简装,高楼层(共5层),塔楼,,2450000.0,30102
此房望园林，高层大三房，视野开阔，采光通风好,金名都 ,金沙洲,VR看装修 房本满五年,2,一年前发布,3室2厅,119.47平米,西北,精装,32层,板塔结合,2017年,3000000.0,25111
高层望花园，实用大三房，总价低，看房诚意出售,中海金沙湾B区 ,金沙洲,VR看装修 房本满五年,2,一年前发布,3室2厅,112.85平米,北,精装,中楼层(共33层),塔楼,2009年,2680000.0,23749
时代水岸三期大四房 房价含车位  一线江景房,时代水岸三期 ,金沙洲,VR看装修,0,5个月以前发布,4室2厅,132平米,南,精装,中楼层(共26层),暂无数据,,4870000.0,36894
小区中间安静看花园 看泳池 诚意出售 价钱可谈,中海金沙湾B区 ,金沙洲,VR看装修 房本满五年,0,6个月以前发布,3室2厅,126.95平米,西南,精装,高楼层(共33层),塔楼,2011年,3800000.0,29934
金名都东区南向望花园三房两卫满五唯一,金名都 ,金沙洲,VR看装修 房本满五年,0,3个月以前发布,3室1厅,91.8平米,西南,简装,45层,板塔结合,2013年,1780000.0,19390
沙面新城 3室2厅 东南,沙面新城 ,金沙洲,VR房源 房本满五年,0,3个月以前发布,3室2厅,111.77平米,东南,其他,中楼层(共14层),塔楼,2003年,2380000.0,21294
恒大御景湾户型方正，中高层望江望花园，很大的阳台。,恒大御景湾 ,金沙洲,VR看装修 房本满五年,0,2个月以前发布,2室2厅,89.94平米,西南,精装,中楼层(共32层),板塔结合,,1550000.0,17234
2+1户型，高层视野，采光充足，位置安静，装修漂亮,时代糖果二期 ,金沙洲,VR看装修 房本满五年,0,一年前发布,2室2厅,76.69平米,东北,精装,高楼层(共17层),塔楼,,1120000.0,14605
此铺位满不5唯一，带装修，户型方正 位置好,中海金沙里 ,金沙洲,VR看装修,0,一年前发布,1室0厅,55平米,东,精装,低楼层(共1层),塔楼,,1460000.0,26546
南北对流 恒大御景半岛3房2厅 安静望花园,恒大御景半岛 ,金沙洲,VR房源 房本满五年,1,一年前发布,3室1厅,127.1平米,东南,精装,低楼层(共31层),塔楼,2010年,2750000.0,21637
满五年 唯一 无按揭 格局方正，厅出阳台 东南向望江,恒大御景半岛 ,金沙洲,VR房源,0,6个月以前发布,3室1厅,140平米,东,精装,高楼层(共31层),塔楼,,3400000.0,24286
楼层好 采光足 满5年 产权清晰无欠款,中海金沙湾B区 ,金沙洲,VR看装修 房本满五年,2,一年前发布,3室2厅,128.56平米,东南,精装,低楼层(共33层),2000年,塔楼,3680000.0,28625
诚心出售，无欠款，税费少 含车位 装修保养新净,时代水岸二期 ,金沙洲,VR看装修 房本满五年,0,一年前发布,3室2厅,94.35平米,西北,精装,低楼层(共33层),2019年,塔楼,2250000.0,23848
御景湾大两房 带入花园 户型方正 东向望花园 位置安静,恒大御景湾 ,金沙洲,VR房源 房本满五年,14,一年前发布,2室2厅,90.83平米,东,精装,低楼层(共33层),,板塔结合,2230000.0,24552
