标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
望山采光好视野开阔 精装修地铁近,力达广场 ,粤垦,近地铁 房本满五年,1,一年前发布,1室0厅,50.52平米,西,精装,中楼层(共27层),2016年,塔楼,970000.0,19201
天河区 四海一房 近地铁 小区房 满五唯一 安静,陶苑小区 ,沙太南,近地铁 VR看装修 房本满五年,14,一年前发布,1室1厅,34.13平米,西,简装,高楼层(共9层),1995年,塔楼,650000.0,19045
天河次新精致1房；多地铁可换乘；楼下自有生态商圈,远洋天骄广场 ,天河客运站,近地铁 房本满两年,6,6个月以前发布,1室1厅,46.74平米,西,精装,15层,2017年,塔楼,750000.0,16047
电梯高层 采光通风好 精装修1房1厅,远洋天骄广场 ,天河客运站,近地铁 房本满两年,0,9个月以前发布,1室1厅,48平米,南,其他,15层,,塔楼,950000.0,19792
天河次新精致一房，出门3地铁可换乘楼下自有生态商圈,远洋天骄广场 ,天河客运站,近地铁 房本满两年,0,2个月以前发布,1室1厅,46.8平米,东南西北,精装,15层,,塔楼,770000.0,16453
远洋天骄广场 1室0厅 南,远洋天骄广场 ,天河客运站,近地铁 房本满两年,2,一年前发布,1室0厅,57.29平米,南,其他,15层,,塔楼,870000.0,15186
5楼小面积一房一厅，买来出租。有钥匙方便看,先烈东横路7号大院 ,沙河,近地铁 VR看装修 房本满五年 随时看房,33,一年前发布,1室1厅,35.41平米,南北,简装,高楼层(共5层),,板楼,850000.0,24005
地铁口 总jia低 方正一房一厅 看房有钥匙,先烈东路 ,沙河,近地铁 VR房源 房本满五年 随时看房,0,3个月以前发布,1室1厅,34.53平米,南,简装,中楼层(共8层),,塔楼,830000.0,24038
先烈东横路 1室1厅 东南,先烈东横路 ,沙河,近地铁 VR看装修 房本满五年 随时看房,1,9个月以前发布,1室1厅,39.4平米,东南,简装,中楼层(共8层),2001年,塔楼,1000000.0,25381
沙河顶星河苑 总*低 诚意出*,星河苑 ,沙河,近地铁 随时看房,58,一年前发布,1室1厅,43.16平米,南,简装,低楼层(共3层),1999年,塔楼,1000000.0,23170
天河区不用购房资格低楼层精装一房,星河苑 ,沙河,近地铁 房本满五年 随时看房,13,10个月以前发布,1室0厅,49.2平米,北,其他,低楼层(共3层),1993年,塔楼,520000.0,10570
中高层 光线充足 位置安静 业主诚*,星河苑 ,沙河,近地铁 VR看装修 房本满五年,25,一年前发布,1室1厅,33平米,南北,其他,中楼层(共9层),1993年,塔楼,850000.0,25758
框架结构低层 采光充足通透 可以公积金,先烈东横路 ,沙河,近地铁 VR看装修 房本满五年,2,1个月以前发布,1室1厅,37.45平米,西,简装,低楼层(共8层),,塔楼,830000.0,22163
格局通透 楼层好 采光充足 户型方正,先烈东横路 ,沙河,近地铁 VR看装修 房本满五年 随时看房,4,一年前发布,1室1厅,30.63平米,南,其他,高楼层(共8层),,塔楼,750000.0,24486
总监推荐 电梯高层 精装修 跃式户型 可办公和居家,远洋天骄广场 ,天河客运站,近地铁 房本满两年,29,一年前发布,1室1厅,55.12平米,西,精装,15层,,塔楼,990000.0,17961
天河区，靓楼层，正规一房一厅，带阳台，居家舒适,先烈东路 ,沙河,近地铁 VR看装修 房本满五年,3,3个月以前发布,1室1厅,36.44平米,南北,其他,低楼层(共6层),,暂无数据,940000.0,25796
先烈东二横路近服装市场一房一厅，，,先烈东二横路 ,沙河,近地铁 VR看装修 房本满两年,0,一年前发布,1室1厅,24.31平米,东南,毛坯,中楼层(共5层),1990年,板楼,850000.0,34966
中高层 光线充足 位置安静 业主诚*,星河苑 ,沙河,近地铁 VR看装修 房本满五年,25,一年前发布,1室1厅,33平米,南北,其他,中楼层(共9层),1993年,塔楼,850000.0,25758
上先烈东  单位宿舍 实用一房一厅,先烈东横路 ,沙河,近地铁 VR看装修 房本满五年 随时看房,2,5个月以前发布,1室1厅,40.35平米,东南,其他,中楼层(共5层),1999年,塔楼,890000.0,22058
框架结构低层 采光充足通透 可以公积金,先烈东横路 ,沙河,近地铁 VR看装修 房本满五年,2,1个月以前发布,1室1厅,37.45平米,西,简装,低楼层(共8层),,塔楼,830000.0,22163
天河区，靓楼层，正规一房一厅，带阳台，居家舒适,先烈东路 ,沙河,近地铁 VR看装修 房本满五年,3,3个月以前发布,1室1厅,36.44平米,南北,其他,低楼层(共6层),,暂无数据,940000.0,25796
天河区不用购房资格低楼层精装一房,星河苑 ,沙河,近地铁 房本满五年 随时看房,13,10个月以前发布,1室0厅,49.2平米,北,其他,低楼层(共3层),1993年,塔楼,520000.0,10570
配套齐全，采光充足，交通便利，有安装天然气管道,星河苑 ,沙河,近地铁 房本满五年,1,一年前发布,1室0厅,46.41平米,东,简装,低楼层(共3层),1993年,塔楼,670000.0,14437
民政局大院 电梯一房 证过五年 唯一物业 有管理,民政局大院 ,水荫,近地铁 VR看装修 房本满五年 随时看房,2,1个月以前发布,1室1厅,30.49平米,南,精装,中楼层(共9层),,塔楼,800000.0,26239
天河区 刚需房 地铁11号线沙河站旁,龙岗东小区 ,沙河,近地铁 VR看装修 房本满五年 随时看房,21,11个月以前发布,1室1厅,33.2平米,南,简装,高楼层(共7层),,塔楼,710000.0,21386
龙岗东小区  户型方正  南向  交通方便,龙岗东小区 ,沙河,近地铁 VR看装修 随时看房,1,10,1室1厅,33.92平米,南,其他,中楼层(共6层),,板楼,900000.0,26534
远洋天骄广场 可注册办公 装修保养好,远洋天骄广场 ,天河客运站,近地铁 房本满两年,11,11个月以前发布,1室1厅,46.74平米,南北,精装,15层,2017年,塔楼,790000.0,16903
后天河北燕岭公园下侨源山庄精装南向电梯高层大两房,侨源山庄 ,粤垦,近地铁 VR看装修 房本满五年,1,一年前发布,2室2厅,99.97平米,南,其他,高楼层(共23层),1998年,塔楼,4600000.0,46014
金燕花园大三房 户型方正 电梯东南向 采光好,金燕花苑 ,燕塘,近地铁 VR看装修 房本满五年,30,一年前发布,3室2厅,100.37平米,东南,简装,高楼层(共26层),2004年,塔楼,4900000.0,48820
地铁口 大院管理 原装电梯 精装三房 通风采光好,中强雅苑 ,沙河,近地铁 VR看装修 房本满五年,0,一年前发布,3室2厅,96.67平米,东南,精装,低楼层(共30层),2007年,塔楼,4600000.0,47585
天河中轴线 中强雅苑 近林和西 高层采光好 业主诚心卖,中强雅苑 ,沙河,近地铁 VR看装修 房本满五年,2,一年前发布,3室2厅,109.25平米,东东北,其他,高楼层(共30层),2009年,塔楼,4700000.0,43021
远洋正南向望小蛮腰，视野开阔通风采光俱佳，业主诚荬,远洋天骄 ,天河客运站,近地铁 VR看装修 房本满五年,45,一年前发布,3室2厅,97.12平米,东南,精装,中楼层(共19层),2017年,塔楼,4990000.0,51380
满五不唯一，单边位，视野好，通风采光好,保利林海山庄 ,龙洞,近地铁 VR看装修 房本满两年,0,一年前发布,3室2厅,102.71平米,西北,精装,低楼层(共11层),2008年,板楼,4800000.0,46734
小区环境好，视野好，安静合适一家大小居住,保利林海山庄 ,龙洞,近地铁 VR看装修 房本满五年,2,6个月以前发布,3室2厅,101.1平米,南,精装,中楼层(共9层),2008年,塔楼,4660000.0,46093
天河北商圈，刚需可一步到位，南北对流，间隔方正,中强雅苑 ,沙河,近地铁 VR看装修 房本满五年,9,一年前发布,3室2厅,109.25平米,东南,简装,低楼层(共30层),2007年,塔楼,4580000.0,41923
此房满五不唯一，房子格局方正，高楼层，阳光充足,保利世纪绿洲二期 ,龙洞,近地铁 VR房源 房本满五年,0,9个月以前发布,3室2厅,105.57平米,东北,精装,中楼层(共11层),,塔楼,4800000.0,45468
"南向冬暖夏凉的实用三房,安静住所,养生之地.",保利林海山庄 ,龙洞,近地铁 VR看装修 房本满五年,9,9个月以前发布,3室2厅,101.1平米,东南,其他,中楼层(共9层),2012年,塔楼,4850000.0,47973
"此房满五年税费少，实用三房, 望山望湖",保利林海山庄 ,龙洞,近地铁 VR看装修 房本满两年,1,3个月以前发布,3室2厅,101.16平米,南,其他,高楼层(共9层),2008年,塔楼,4800000.0,47450
满五唯一 南向带小院 店长力推,新燕花园 ,燕塘,近地铁 VR房源 房本满五年,1,7个月以前发布,3室1厅,107.96平米,南,精装,9层,2004年,塔楼,5000000.0,46314
世纪绿洲3房，双阳台，位置安静，朝向好，采光好,保利世纪绿洲一期 ,龙洞,近地铁 VR看装修 房本满五年 随时看房,88,一年前发布,3室2厅,96.58平米,东南东北,精装,中楼层(共7层),,塔楼,4900000.0,50736
电梯高层大三房，满五唯一。保养新净,新燕花园 ,燕塘,近地铁 VR看装修 房本满五年 随时看房,7,一年前发布,3室2厅,109.17平米,南北,其他,16层,2004年,塔楼,5000000.0,45801
燕塘 新燕花园 独立30方花园 正规三房,新燕花园 ,燕塘,近地铁 VR看装修 房本满两年,3,5个月以前发布,3室2厅,94.51平米,南,精装,9层,2004年,塔楼,4880000.0,51635
新燕花园 三房两卫 精装修 保养好 小区人车分流,新燕花园 ,燕塘,近地铁 VR房源 房本满五年,0,8个月以前发布,3室2厅,103.91平米,南西,精装,16层,2004年,塔楼,4800000.0,46194
天河北精装修，远洋天骄景观靓房，通透方正中层望花园,远洋天骄 ,天河客运站,近地铁 VR看装修 房本满五年 随时看房,34,一年前发布,3室2厅,97.23平米,北,精装,中楼层(共19层),2017年,塔楼,5000000.0,51425
世纪绿洲3+1房2卫双阳台，位置安静舒适，采光通风好,保利世纪绿洲一期 ,龙洞,近地铁 VR看装修 房本满两年,1,6个月以前发布,3室1厅,102.33平米,东北,其他,中楼层(共7层),2003年,塔楼,4800000.0,46908
燕塘双地铁，高层视野开阔采光好，望花园安静舒适,新燕花园 ,燕塘,近地铁 VR房源 房本满五年,1,9个月以前发布,3室2厅,100.45平米,南,其他,16层,2004年,塔楼,4600000.0,45794
二期户型方正大三房  位置安静,宝翠园 ,龙洞,近地铁 VR看装修 房本满五年,8,一年前发布,3室2厅,95.89平米,北,精装,低楼层(共12层),2012年,塔楼,4600000.0,47972
满五年，户型方正实用 封闭式小区，电梯三房,新燕花园 ,燕塘,近地铁 VR房源 房本满五年,13,一年前发布,3室1厅,95.44平米,东南,精装,9层,2004年,塔楼,4550000.0,47674
育龙居3房，电梯房楼层高，采光好，位置安静，,育龙居 ,龙洞,近地铁 VR看装修 房本满五年,1,一年前发布,3室1厅,96.53平米,西南,其他,高楼层(共9层),1999年,塔楼,4600000.0,47654
世纪绿洲西南向三房，望小区花园安静位置,保利世纪绿洲一期 ,龙洞,近地铁 VR看装修 房本满五年,0,8个月以前发布,3室2厅,90.82平米,西南,精装,低楼层(共11层),2003年,塔楼,4860000.0,53513
东南向 采光好 视野开阔 望山景,银燕大厦 ,燕塘,近地铁 VR房源 房本满五年,0,9个月以前发布,3室1厅,92.02平米,东南,精装,中楼层(共24层),1998年,塔楼,4600000.0,49990
新燕花园 近地铁小区 南向3房2卫 满五唯一,新燕花园 ,燕塘,近地铁 VR看装修 房本满五年,1,9个月以前发布,3室1厅,101.96平米,南,其他,9层,2004年,塔楼,4990000.0,48941
宝翠园东向刚需小三房，温馨舒适，视野采光好，税费低,宝翠园 ,龙洞,近地铁 VR房源 房本满五年,1,8个月以前发布,3室2厅,96.16平米,东,精装,低楼层(共13层),2009年,塔楼,4750000.0,49397
一期三房，位置安静，通透格局，中间楼层,宝翠园 ,龙洞,近地铁 VR看装修 房本满五年,6,一年前发布,3室1厅,96.34平米,北,其他,中楼层(共13层),2009年,塔楼,4600000.0,47748
体育西 封闭式大院 电梯小户型 15%首付好上车 采光好,南方电网宿舍 ,天河南,近地铁 VR看装修 房本满五年 随时看房,0,17,1室0厅,28.58平米,北,其他,中楼层(共8层),1995年,塔楼,1600000.0,55984
天河北 燕塘地铁200米正南向电梯高层四房一梯两户,粤垦路红英街 ,粤垦,VR看装修 房本满五年 随时看房,11,7个月以前发布,4室2厅,105.96平米,南,精装,高楼层(共9层),1996年,塔楼,2890000.0,27275
铂林国际公寓，带阳台，采光通风好，交通便利。,铂林国际公寓 ,珠江新城西,VR看装修 房本满五年,1,一年前发布,1室0厅,27.83平米,西,简装,高楼层(共32层),2005年,塔楼,1580000.0,56774
广信牡丹阁 南向采光好 望珠江新城视野佳,广信牡丹阁 ,天河南,近地铁 房本满五年,4,一年前发布,1室1厅,28.56平米,南,简装,低楼层(共25层),,塔楼,1450000.0,50771
天惠大厦 大阳台 精装修一房 拎包入住,天惠大厦 ,龙口东,近地铁 VR看装修 房本满五年,0,8个月以前发布,1室0厅,26.74平米,南,其他,高楼层(共27层),2008年,塔楼,2800000.0,104713
天惠大厦 少有此户型卖 视野开阔 通风采光好 租客稳定,天惠大厦 ,龙口东,近地铁 VR看装修 房本满两年,1,一年前发布,1室0厅,26.74平米,北,简装,高楼层(共27层),2008年,塔楼,2400000.0,89754
满五年中间楼层 温馨一房一厅 业主诚心出,迎翠春庭 ,棠下,近地铁 VR看装修 房本满五年,0,一年前发布,1室1厅,28.64平米,南北,其他,中楼层(共9层),2000年,塔楼,1050000.0,36663
人车分流小高层低密度舒适次新小区,天健上城 ,广氮,VR看装修 房本满两年,1,6个月以前发布,4室2厅,101.24平米,东北,精装,中楼层(共13层),2016年,塔楼,6600000.0,65192
龙口东路光机电小区  安静大院式管理  原始电梯,光机电研究所 ,龙口东,近地铁 VR看装修 房本满两年,2,一年前发布,1室0厅,25.59平米,南,其他,低楼层(共9层),1995年,板楼,1880000.0,73467
满五唯一，南向精致单间，户型方正,富力天朗明居 ,棠下,VR看装修 房本满五年,15,一年前发布,1室0厅,25.11平米,南,简装,中楼层(共18层),2002年,塔楼,1390000.0,55357
天健上城 金融城后花园 南北对流 方正四房 带主套,天健上城 ,广氮,VR房源 房本满五年 随时看房,1,一年前发布,4室1厅,101.29平米,南北,简装,高楼层(共12层),2016年,塔楼,7800000.0,77007
骏景花园 南北对流户型 高层单边位 通风采光好,骏景花园 ,棠下,近地铁 VR房源 房本满五年,1,8个月以前发布,4室2厅,109.76平米,北,其他,高楼层(共14层),2000年,塔楼,5800000.0,52843
天河区次新房低楼层且采光好风景优美业主诚心放卖,金地天河峯睿 ,广氮,VR看装修,2,6个月以前发布,4室2厅,97.35平米,东南,精装,低楼层(共22层),,塔楼,6100000.0,62661
小户型电梯1房，满二唯一， 通风采光好，随时可以看房,广厦居 ,天河公园,近地铁 VR房源 房本满五年 随时看房,2,11个月以前发布,1室1厅,27.1平米,南,精装,中楼层(共19层),2000年,塔楼,1380000.0,50923
有色金属研究院西生活区 4室2厅 南,有色金属研究院西生活区 ,长兴,VR看装修 房本满五年,0,4个月以前发布,4室2厅,92.93平米,南,简装,低楼层(共6层),,板楼,4000000.0,43044
恒达苑实用三房 已加装电梯 业主自住 装修保养好,恒达苑 ,林和,近地铁 VR看装修 房本满五年,0,4个月以前发布,4室2厅,90.68平米,东,精装,中楼层(共9层),1998年,塔楼,7200000.0,79401
光机电 小面积  电梯房 岗顶地铁站,光机电研究所 ,龙口东,近地铁 VR看装修 房本满五年,2,一年前发布,1室1厅,29.16平米,东南,其他,低楼层(共9层),1995年,板楼,1980000.0,67902
交通便利 全新大三房 金融城后花园 望花园,金地天河峯睿 ,广氮,VR看装修,1,6个月以前发布,4室2厅,105.59平米,南,精装,低楼层(共22层),,塔楼,8000000.0,75765
广利路小区 大户型 有电梯 户型方正 采光好,广利路 ,天河南,近地铁 VR看装修 房本满五年,4,一年前发布,4室1厅,103.78平米,南,精装,低楼层(共9层),,塔楼,5200000.0,50106
复式全新一房一厅出* 方正实用,广信牡丹阁 ,天河南,近地铁 房本满五年,19,一年前发布,1室1厅,29.57平米,东,精装,低楼层(共25层),,塔楼,1430000.0,48360
满五年大型花园小区车位充足看房方便小区安静绿化好,龙口花苑 ,龙口西,近地铁 VR看装修 房本满五年,6,一年前发布,4室2厅,92.74平米,西北,其他,高楼层(共9层),2002年,塔楼,5320000.0,57365
04年楼 采光好小面积好出租  可低首付 业主诚心出,天逸名都 ,龙口东,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,1室1厅,26.28平米,北,其他,低楼层(共31层),2002年,板塔结合,2000000.0,76104
04年楼 采光好小面积好出租  可低首付 业主诚心出,天逸名都 ,龙口东,近地铁 VR看装修 房本满两年 随时看房,0,1个月以前发布,1室1厅,26.28平米,北,其他,低楼层(共31层),2002年,板塔结合,2000000.0,76104
凯旋新世界大一房一厅带大露台靓房 楼层通风采光良好,凯旋新世界枫丹丽舍 ,珠江新城东,近地铁 VR房源 房本满五年 随时看房,1,一年前发布,1室1厅,100.78平米,东北,精装,高楼层(共22层),2005年,塔楼,20800000.0,206391
厅出阳台小户型，中层采光好，地 段 好,铂林国际公寓 ,珠江新城西,VR看装修 房本满五年,8,一年前发布,1室0厅,27.83平米,西,其他,中楼层(共32层),2005年,塔楼,2200000.0,79052
珠江新城次新楼 装修保养好 酒店式管理好 中高楼层,恒大珺睿 ,珠江新城东,房本满五年,0,一年前发布,1室1厅,91.84平米,北,其他,中楼层(共20层),2017年,塔楼,5700000.0,62065
珠江新城 无遮挡景观 高层采光通风好,铂林国际公寓 ,珠江新城西,VR看装修 房本满两年,3,一年前发布,1室0厅,27.83平米,西,精装,高楼层(共32层),2005年,塔楼,1700000.0,61086
电梯中层四房 精致装修 已改四房 安静舒适 优质房源,侨乐新村 ,沙太南,VR看装修 房本满两年,1,一年前发布,4室2厅,93.57平米,北,精装,中楼层(共9层),1995年,塔楼,3150000.0,33665
天河北龙口西天润路低总*单生小户型诚意出*,御晖苑 ,天润路,房本满五年,23,一年前发布,1室1厅,26.67平米,南,精装,4层,2000年,板塔结合,1210000.0,45370
广信牡丹阁 总额低 冼村18号线地铁站100米,广信牡丹阁 ,天河南,近地铁 房本满五年,0,一年前发布,1室1厅,26.45平米,北,其他,低楼层(共25层),,塔楼,1300000.0,49150
天健上城 新装修 满五年唯一 带双花园 南北3+1房,天健上城 ,广氮,VR看装修 房本满五年,69,一年前发布,4室2厅,102.27平米,南北,其他,低楼层(共14层),2016年,塔楼,7150000.0,69913
力迅上筑 小区 户型好 看房方便,力迅上筑 ,珠江新城东,近地铁 房本满五年 随时看房,1,3个月以前发布,1室1厅,29.98平米,西,简装,低楼层(共6层),2005年,塔楼,1800000.0,60041
过五年唯一 小区环境优雅 电梯房 大三房南向,员村西街7号大院 ,员村,近地铁 VR看装修 房本满五年,0,10个月以前发布,4室2厅,106.66平米,南,其他,中楼层(共9层),1998年,暂无数据,5800000.0,54379
珠江新城次新房 酒店式管理 项目品质高,恒大珺睿 ,珠江新城东,房本满五年,0,一年前发布,1室1厅,96.8平米,北,其他,低楼层(共20层),2017年,塔楼,5700000.0,58885
花城汇精装房 复式一房一厅 有租约,富星商贸大厦 ,天河南,房本满五年,6,一年前发布,1室1厅,29.96平米,北,精装,低楼层(共30层),,塔楼,1800000.0,60081
总jia低 安静 采光好 视野无遮挡,天雅阁 ,天润路,VR看装修 房本满五年 随时看房,2,一年前发布,1室0厅,26.12平米,东,简装,高楼层(共9层),1998年,塔楼,1400000.0,53599
珠江新城 铂林单间 东向  视野好  业主诚意放卖,铂林国际公寓 ,珠江新城西,VR看装修 房本满五年,0,一年前发布,1室0厅,27.83平米,东,其他,高楼层(共32层),2005年,塔楼,1990000.0,71506
框架结构 可公积金贷款  南北对流四房 楼层好,有色金属研究院东生活区 ,长兴,VR房源 房本满五年 随时看房,1,一年前发布,4室1厅,98.53平米,南,其他,中楼层(共5层),,板楼,3500000.0,35523
信成小区 电梯大3房带一个小书房 华洋 通风采光好,信成小区 ,体育中心,近地铁 VR看装修 房本满五年 随时看房,12,一年前发布,4室2厅,100.02平米,东南西北,精装,8层,1995年,板塔结合,5450000.0,54490
"天河新房南向四房,大观南路地铁站,户型方正实用",保利天汇 ,黄村,VR看装修 随时看房,9,3个月以前发布,4室2厅,109.68平米,南,精装,高楼层(共21层),,塔楼,6280000.0,57258
金融城 南向一房高层 拎包入住 安静,富力天朗明居 ,棠下,VR房源 房本满五年,0,2个月以前发布,1室0厅,25.11平米,南,其他,高楼层(共18层),2002年,塔楼,1100000.0,43808
兰亭盛荟 4室2厅 东南,兰亭盛荟 ,东圃,近地铁 VR看装修 房本满两年,0,6个月以前发布,4室2厅,105.71平米,东南,其他,中楼层(共44层),2018年,塔楼,8450000.0,79936
橡树园 天河区 满五年 总架低  带租约精装一房,橡树园 ,沙太南,VR看装修 房本满五年,18,一年前发布,1室1厅,25.52平米,东南,简装,9层,2006年,塔楼,1150000.0,45063
万科云城米酷 1室0厅 南,万科云城米酷 ,智慧城,近地铁 房本满五年,3,5个月以前发布,1室0厅,25.06平米,南,其他,低楼层(共17层),2017年,塔楼,410000.0,16361
天河北安静小区 近华师出行方便 以教师为邻赢在起跑线,翰景轩 ,石牌,VR看装修 房本满五年 随时看房,4,2个月以前发布,4室2厅,106.91平米,南,精装,高楼层(共16层),2005年,塔楼,5690000.0,53223
易丰大厦 东向单间 装修保养好 楼龄新,易丰大厦 ,天河公园,VR看装修 房本满五年,2,一年前发布,1室0厅,29.04平米,东,精装,中楼层(共18层),2008年,暂无数据,1600000.0,55097
急出好房  广之旅   采光好 产权清晰,广之旅大厦 ,五山,近地铁 房本满五年,3,一年前发布,1室1厅,28.21平米,东南,简装,低楼层(共22层),,塔楼,1420000.0,50337
华工旁3+1房 老局长房 楼层好 朝南 满五年唯一,水务局三防办 ,五山,近地铁 VR看装修 房本满五年,6,一年前发布,4室2厅,110平米,南,简装,低楼层(共9层),2000年,塔楼,3990000.0,36273
铂林国际 东向望西塔 景观无遮挡,铂林国际公寓 ,珠江新城西,VR看装修 房本满五年,1,一年前发布,1室0厅,27.83平米,东,其他,低楼层(共32层),2005年,塔楼,2020000.0,72584
满五唯一，南向，楼龄新，一房一厅,耀星华庭 ,林和,近地铁 VR房源 房本满五年,0,6个月以前发布,1室1厅,26.31平米,北,精装,低楼层(共31层),2003年,板塔结合,2650000.0,100723
世纪华都 电梯楼 小户型 格局方正 配套齐全,天诚广场 ,天润路,近地铁 VR看装修 房本满两年,1,一年前发布,1室0厅,28.66平米,西,简装,中楼层(共31层),2002年,塔楼,2600000.0,90719
珠江新城次新楼 装修保养好 酒店式管理好,恒大珺睿 ,珠江新城东,房本满两年 随时看房,2,一年前发布,1室1厅,91.84平米,北,精装,中楼层(共20层),2017年,塔楼,5550000.0,60432
满五唯一，南向，楼龄新，一房一厅,耀星华庭 ,林和,近地铁 VR房源 房本满五年,0,6个月以前发布,1室1厅,26.31平米,北,精装,低楼层(共31层),2003年,板塔结合,2650000.0,100723
华工旁3+1房 老局长房 楼层好 朝南 满五年唯一,水务局三防办 ,五山,近地铁 VR看装修 房本满五年,6,一年前发布,4室2厅,110平米,南,简装,低楼层(共9层),2000年,塔楼,3990000.0,36273
铂林国际 东向望西塔 景观无遮挡,铂林国际公寓 ,珠江新城西,VR看装修 房本满五年,1,一年前发布,1室0厅,27.83平米,东,其他,低楼层(共32层),2005年,塔楼,2020000.0,72584
天一新村 电梯精装一房 楼龄新 封闭式管理 近华工,天一新村 ,粤垦,VR房源 房本满五年,2,一年前发布,1室0厅,29.05平米,北,精装,中楼层(共9层),2008年,塔楼,1390000.0,47849
急出好房  广之旅   采光好 产权清晰,广之旅大厦 ,五山,近地铁 房本满五年,3,一年前发布,1室1厅,28.21平米,东南,简装,低楼层(共22层),,塔楼,1420000.0,50337
珠江新城次新楼 装修保养好 酒店式管理好,恒大珺睿 ,珠江新城东,房本满两年 随时看房,2,一年前发布,1室1厅,91.84平米,北,精装,中楼层(共20层),2017年,塔楼,5550000.0,60432
"交通便利 全新3+1房 金融城后花园,视野采光好",金地天河峯睿 ,广氮,VR看装修,2,5个月以前发布,4室2厅,97.37平米,东南,精装,高楼层(共22层),,塔楼,6500000.0,66756
学院氛围 电梯新装修原始四房 一梯两户,农工商学院 ,粤垦,VR看装修 房本满两年,1,2个月以前发布,4室2厅,100.91平米,南北,精装,低楼层(共6层),1996年,板楼,4230000.0,41919
封闭式花园小区，原装电梯房，诚心出,天诚广场 ,天润路,近地铁 VR看装修 房本满五年,1,一年前发布,1室1厅,28.66平米,东,其他,高楼层(共31层),2001年,板塔结合,2000000.0,69784
天河精致一房 18号线地铁800米，两站珠江新城,阳光家园(天河) ,沙太南,VR看装修 房本满五年,0,一年前发布,1室1厅,28.57平米,南,简装,高楼层(共9层),2002年,塔楼,1200000.0,42003
天河公园小一居  格局方正  业主诚心出 看房方便,易丰大厦 ,天河公园,VR看装修 房本满五年,0,一年前发布,1室0厅,29.04平米,东北,其他,中楼层(共18层),2010年,塔楼,2000000.0,68871
环宇花园，地铁11号线华景站，看房方便,环宇花园 ,天河公园,VR看装修 房本满五年,0,6个月以前发布,1室1厅,29.28平米,北,简装,中楼层(共19层),2000年,塔楼,1080000.0,36886
珠江新城东 暨南大学旁 小户型 带26平方露台,易丰大厦 ,天河公园,VR看装修 房本满五年,1,一年前发布,1室0厅,29.04平米,东,简装,低楼层(共18层),2010年,暂无数据,1750000.0,60262
房子满五唯一，税少，带两个平台，使用率150%,建丽花园 ,长兴,VR房源 房本满五年,0,3个月以前发布,4室2厅,109.56平米,东西,其他,低楼层(共11层),2005年,塔楼,3990000.0,36419
视野宽阔，采光充足 交通便利，,万科云城米酷 ,智慧城,近地铁 房本满五年,35,一年前发布,1室1厅,26平米,北,其他,高楼层(共18层),2017年,塔楼,480000.0,18462
杨箕东小区 宝藏户型 刚需一房一厅 户型方正,杨箕东小区 ,珠江新城西,VR看装修 房本满两年,2,一年前发布,1室1厅,28.57平米,南,其他,高楼层(共9层),1992年,塔楼,1780000.0,62304
真实房源，电梯小区房，业主诚心卖，随时可看,环宇花园 ,天河公园,VR看装修 房本满五年,0,一年前发布,1室1厅,29.28平米,北,精装,中楼层(共19层),2000年,塔楼,1300000.0,44399
橡树园高层精装修单间 东南向 温馨舒适 少有住宅户型,橡树园 ,沙太南,VR看装修 房本满五年,3,一年前发布,1室0厅,25.52平米,东南,其他,9层,2006年,塔楼,1080000.0,42320
天河北，户型反正，全明格局，电梯房。,天河直街102-120号宿舍(双号) ,体育中心,VR房源 房本满五年,0,一年前发布,4室1厅,103平米,南,其他,中楼层(共8层),,塔楼,8000000.0,77670
大单间  看房方便 红本在手业主诚心卖,铂林国际公寓 ,珠江新城西,VR看装修 房本满五年,0,2个月以前发布,1室0厅,27.83平米,西,精装,高楼层(共32层),2005年,塔楼,1700000.0,61086
个人独立产权，交通便利，环境优美!,万科云城米酷 ,智慧城,近地铁 房本满五年,4,一年前发布,1室0厅,25.06平米,南,其他,低楼层(共17层),2017年,塔楼,500000.0,19953
此房满5年，东南向，格局方正通风采光亮,振东花苑 ,东圃,近地铁 VR看装修 房本满五年,11,9个月以前发布,4室2厅,107.47平米,东南,其他,中楼层(共7层),1998年,塔楼,2380000.0,22146
环宇花园 南向    视野开阔    景观满眼绿色,环宇花园 ,天河公园,VR看装修 房本满五年 随时看房,16,一年前发布,1室1厅,28.34平米,南,精装,中楼层(共19层),2000年,塔楼,1500000.0,52929
林海山庄复式南向大四房两卫，视野采光好,保利林海山庄 ,龙洞,VR房源 房本满五年,0,5个月以前发布,4室2厅,96.09平米,南,其他,高楼层(共9层),2008年,塔楼,6950000.0,72329
南向大四房    满五年 产权清晰 楼层好 户型方正,天健上城 ,广氮,VR看装修 房本满五年,1,一年前发布,4室2厅,102.47平米,南北,其他,低楼层(共14层),2016年,塔楼,6180000.0,60311
体育东 六运小区小户型单位  已装电梯,六运小区 ,天河南,近地铁 VR看装修 房本满五年,3,一年前发布,1室0厅,29.16平米,西,其他,高楼层(共8层),,塔楼,2050000.0,70302
半岛看江东南新装修高楼层看房有钥匙,江源半岛花园 ,金融城,近地铁 VR房源 房本满两年 随时看房,2,4个月以前发布,4室2厅,105.97平米,南,其他,高楼层(共17层),2010年,塔楼,8980000.0,84741
