标题,小区名,位置,标签,关注人数,发布时间,房间类型,面积,朝向,装修,楼层,年份,楼况,总价,单价
岭南南向大两房 看花园 阳光充足,岭南新世界 ,嘉禾望岗,近地铁 VR房源 房本满五年,0,25,2室2厅,86.48平米,东南,简装,中楼层(共16层),塔楼,2001年,2980000.0,34459
交通便利 ，小区环境好， 居住舒适 ，南向小三房,白云畔山花园 ,梅花园,近地铁 VR房源 房本满五年,21,6个月以前发布,3室2厅,80.11平米,南,精装,10层,塔楼,2003年,1750000.0,21845
小区管理  电梯中层全明大三房  对流采光好,华兴苑 ,景泰,VR看装修 房本满五年,2,2个月以前发布,3室2厅,93.99平米,南,精装,中楼层(共9层),塔楼,,2520000.0,26812
合益小区 刚需电梯 南向两房 封闭式管理,合益小区 ,机场路,VR看装修 房本满五年 随时看房,8,5个月以前发布,2室2厅,51.08平米,西南,简装,中楼层(共9层),塔楼,1995年,830000.0,16250
雍翠园好户型靓楼层看房方便 诚心出 格可谈,祥景花园雍翠园 ,黄石,VR看装修 房本满五年 随时看房,5,2个月以前发布,2室2厅,81.91平米,西南,精装,高楼层(共15层),塔楼,1990年,1650000.0,20145
颐和上院一期   南向精装修三房  可拎包入住,颐和上院一期 ,白云大道南,近地铁 VR房源 房本满五年,0,2个月以前发布,3室2厅,102.33平米,东南,精装,低楼层(共17层),塔楼,2006年,5080000.0,49644
房产证过5年，产权清晰，户型方正，中层,新兴白云花园 ,江夏,VR看装修 随时看房,3,1个月以前发布,2室1厅,61.08平米,西,简装,中楼层(共9层),塔楼,1999年,980000.0,16045
富力桃园 望江大两房 中层 保养 视野好 满五物业,富力桃园 ,罗冲围,VR看装修 房本满五年 随时看房,1,3个月以前发布,2室2厅,85.91平米,东北,其他,高楼层(共30层),塔楼,2004年,2280000.0,26540
E区东向满五唯一无通风采光好 诚心出,富力桃园 ,罗冲围,VR房源 房本满五年,0,7个月以前发布,2室1厅,72.98平米,东南,精装,低楼层(共31层),塔楼,2007年,2170000.0,29735
K区南向大三房 位置安静 实用率高 保养好 看房方便,岭南新世界 ,嘉禾望岗,VR看装修 房本满五年 随时看房,7,一年前发布,3室2厅,114.03平米,南,精装,低楼层(共9层),塔楼,2008年,4500000.0,39464
电梯3房，柏信广场旁边。业主置换新房要交首付，,嘉福楼 ,新市,VR房源 房本满五年,4,2个月以前发布,3室1厅,92.95平米,南,简装,高楼层(共9层),塔楼,1998年,1550000.0,16676
紫薇花园 厅出阳台南向两房 采光通风好,紫薇花园 ,新市,VR看装修 房本满五年,2,2个月以前发布,2室1厅,82.31平米,南北,其他,中楼层(共18层),塔楼,2006年,2280000.0,27701
中楼层，采光好，业主急卖！！！,侨德花园 ,同德围,近地铁 VR看装修 房本满五年 随时看房,4,4个月以前发布,2室1厅,47.55平米,东,简装,中楼层(共9层),塔楼,1998年,880000.0,18507
电梯房 南向采光好户型正 越秀物业 近地铁,同德花园同雅苑 ,同德围,近地铁 VR看装修 随时看房,4,1个月以前发布,2室1厅,72.75平米,南,简装,高楼层(共9层),塔楼,1998年,1400000.0,19244
黄石花园 舒适大二房 方方正正 实用率高 通风彩光好,黄石花园 ,黄石,VR看装修 房本满五年 随时看房,33,一年前发布,2室2厅,74.58平米,南,精装,高楼层(共8层),塔楼,1997年,980000.0,13141
电梯平层 精装三房 下楼就11号线 拎包入住,广园中路 ,景泰,VR看装修 房本满两年 随时看房,1,30,3室2厅,81.71平米,北,精装,低楼层(共12层),塔楼,,2260000.0,27659
一梯两户南北对流南向阳台安静不吵精装修拎包入住,景泰新村 ,景泰,VR看装修 房本满两年 随时看房,0,12,2室1厅,41.37平米,南,简装,中楼层(共7层),塔楼,1992年,990000.0,23931
店长推荐：白云山下地铁楼盘，户型方正，采光好,云裳丽影 ,同和,近地铁 VR看装修 房本满五年,7,一年前发布,3室1厅,86.7平米,东北,精装,30层,塔楼,2007年,3080000.0,35525
云山花园 位置放盘第 一次 南向望花园 点个小关注,万科云山花园 ,东平,近地铁 VR看装修 房本满五年,7,一年前发布,3室2厅,95.29平米,南,其他,中楼层(共18层),塔楼,2007年,2400000.0,25187
此房证满5年唯一，单间独立厨 卫，有阳台,远景新苑 ,机场路,VR看装修 房本满五年 随时看房,1,22,1室0厅,31.41平米,东,简装,中楼层(共9层),塔楼,1998年,420000.0,13372
飞鹅西小区 楼下地铁口  双阳台  实用方正,飞鹅西路 ,桂花岗,近地铁 VR看装修 房本满五年,30,一年前发布,2室1厅,64.43平米,南北,简装,高楼层(共9层),塔楼,1995年,1250000.0,19401
此房证满五年唯一 厅出大阳台 总额低,新市花园一区 ,新市,VR看装修 房本满五年 随时看房,1,1个月以前发布,1室1厅,52.55平米,东,其他,低楼层(共9层),塔楼,1994年,680000.0,12941
雍翠园高楼层大三房，精装修，业主诚心出，随时可看房,祥景花园雍翠园 ,黄石,VR看装修 房本满五年 随时看房,2,11个月以前发布,3室1厅,108.93平米,南,简装,高楼层(共15层),塔楼,2003年,2750000.0,25246
此房满五唯一 原装电梯实用三房 户型方正精装修带主套,岭南雅院 ,同德围,近地铁 VR看装修 房本满五年,28,一年前发布,3室2厅,113.37平米,西南,简装,低楼层(共9层),2007年,塔楼,3200000.0,28227
双地铁物业梅苑小区原装电梯南向三房省级京溪shubao,梅苑小区 ,梅花园,近地铁 VR房源 房本满五年,0,1个月以前发布,3室2厅,90.05平米,西南,精装,低楼层(共9层),1999年,塔楼,3200000.0,35536
荷塘月色四期 对流实用三房 楼龄新 格局好,白云高尔夫花园荷塘月色 ,黄石,近地铁 VR看装修 房本满五年,1,1个月以前发布,3室2厅,101.33平米,东,简装,低楼层(共18层),2007年,塔楼,3280000.0,32370
锦翠苑电梯三房精致装修有天台格局好,锦翠苑(金钟横路) ,景泰,VR房源 房本满五年 随时看房,2,1个月以前发布,3室1厅,63.38平米,东西,精装,高楼层(共9层),1993年,塔楼,1820000.0,28716
景泰新村   电梯中层  精装三房采光好,景泰新村 ,景泰,VR房源 房本满五年 随时看房,5,6个月以前发布,3室1厅,66.95平米,南,精装,中楼层(共8层),1990年,塔楼,1880000.0,28081
汇侨新城 实用三房 厅出阳台 东南靓向 视野好,汇侨新城南区 ,新市,VR看装修 房本满五年,0,1个月以前发布,3室1厅,83.53平米,东东南,精装,高楼层(共17层),2000年,塔楼,1890000.0,22627
汇侨新城南区 精装修好房 业主置换诚心卖,汇侨新城南区 ,新市,VR看装修 房本满五年,8,3个月以前发布,3室2厅,85.55平米,北,简装,中楼层(共9层),2000年,塔楼,1650000.0,19287
云山熹景南北对流大四房 （一手业主） 单边位 双地铁,云山熹景 ,梅花园,近地铁 VR房源 房本满五年,0,1个月以前发布,4室2厅,164.75平米,南北,精装,18层,2008年,板塔结合,7200000.0,43703
此房满五唯一，南向高楼层，装修保养好，实用率高,岭南新世界 ,嘉禾望岗,VR看装修 房本满五年,2,1个月以前发布,3室1厅,98.16平米,西南,精装,中楼层(共11层),2008年,塔楼,3800000.0,38713
云苑新村 格局方正 配套齐全 有电梯位置,广园云苑新村 ,景泰,VR房源,4,3个月以前发布,2室1厅,52.54平米,南北,简装,中楼层(共9层),1999年,塔楼,940000.0,17892
金翠湾  南向望花园 三房两卫 证满五年 近地铁,深业金翠湾 ,金沙洲,VR看装修 房本满五年 随时看房,2,一年前发布,3室2厅,96.8平米,东南南,简装,低楼层(共25层),,塔楼,2780000.0,28720
桃园面积小的二房，看房方便产权清晰,富力桃园 ,罗冲围,VR看装修 房本满五年,12,一年前发布,2室1厅,59.21平米,西北,简装,低楼层(共16层),2003年,塔楼,1650000.0,27867
K区南向大三房 位置安静 实用率高 保养好 看房方便,岭南新世界 ,嘉禾望岗,VR看装修 房本满五年 随时看房,7,一年前发布,3室2厅,114.03平米,南,精装,低楼层(共9层),2008年,塔楼,4500000.0,39464
D区大两房，电梯中高层，望花园,富力桃园 ,罗冲围,VR房源 房本满五年,8,3个月以前发布,2室2厅,91.67平米,北,简装,中楼层(共29层),2007年,塔楼,2370000.0,25854
此房证满五年唯一 厅出大阳台 总额低,新市花园一区 ,新市,VR看装修 房本满五年 随时看房,1,1个月以前发布,1室1厅,52.55平米,东,其他,低楼层(共9层),1994年,塔楼,680000.0,12941
雍翠园高楼层大三房，精装修，业主诚心出，随时可看房,祥景花园雍翠园 ,黄石,VR看装修 房本满五年 随时看房,2,11个月以前发布,3室1厅,108.93平米,南,简装,高楼层(共15层),2003年,塔楼,2750000.0,25246
小区环境清雅安保好，层高3.1米，三房南北对流,警察学院家属区 ,石井,VR房源 房本满五年 随时看房,5,6个月以前发布,3室2厅,76.55平米,北,简装,高楼层(共5层),1995年,板楼,1080000.0,14109
空中叠墅，精装修复式，南北对流，景观好,江南世家 ,南湖,VR房源 房本满五年 随时看房,4,9,4室2厅,219.19平米,东南,精装,高楼层(共5层),2005年,板楼,6950000.0,31708
富力桃园  南向望园林 实用小三房 户型方正,富力桃园 ,罗冲围,VR房源 房本满五年,1,2个月以前发布,3室1厅,91.33平米,东南西南,精装,中楼层(共30层),2004年,塔楼,3370000.0,36900
向大2房 通风采光好 适合一家人居住,金湖雅苑 ,沙太北,VR看装修 随时看房,5,2个月以前发布,2室1厅,54.83平米,南,简装,9层,1999年,塔楼,950000.0,17327
中楼层，采光好，业主急卖！！！,侨德花园 ,同德围,近地铁 VR看装修 房本满五年 随时看房,4,4个月以前发布,2室1厅,47.55平米,东,简装,中楼层(共9层),1998年,塔楼,880000.0,18507
飞鹅西小区 楼下地铁口  双阳台  实用方正,飞鹅西路 ,桂花岗,近地铁 VR看装修 房本满五年,30,一年前发布,2室1厅,64.43平米,南北,简装,高楼层(共9层),1995年,塔楼,1250000.0,19401
一梯两户南北对流南向阳台安静不吵精装修拎包入住,景泰新村 ,景泰,VR看装修 房本满两年 随时看房,0,12,2室1厅,41.37平米,南,简装,中楼层(共7层),1992年,塔楼,990000.0,23931
此房证满5年唯一，单间独立厨 卫，有阳台,远景新苑 ,机场路,VR看装修 房本满五年 随时看房,1,22,1室0厅,31.41平米,东,简装,中楼层(共9层),1998年,塔楼,420000.0,13372
房产证过5年，产权清晰，户型方正，中层,新兴白云花园 ,江夏,VR看装修 随时看房,3,1个月以前发布,2室1厅,61.08平米,西,简装,中楼层(共9层),1999年,塔楼,980000.0,16045
店长推荐：白云山下地铁楼盘，户型方正，采光好,云裳丽影 ,同和,近地铁 VR看装修 房本满五年,7,一年前发布,3室1厅,86.7平米,东北,精装,30层,2007年,塔楼,3080000.0,35525
瑞晖花园 低层小3房 看花园 便宜实用,瑞晖花园 ,石井,VR房源 房本满五年 随时看房,1,1个月以前发布,3室1厅,83.64平米,南,精装,低楼层(共6层),1990年,塔楼,1100000.0,13152
广园新村精装一房通风采光产权清晰南向单位,景泰新村 ,景泰,VR看装修 房本满五年,2,7,1室1厅,46.41平米,南,精装,中楼层(共7层),1990年,塔楼,1050000.0,22625
黄石花园 舒适大二房 方方正正 实用率高 通风彩光好,黄石花园 ,黄石,VR看装修 房本满五年 随时看房,33,一年前发布,2室2厅,74.58平米,南,精装,高楼层(共8层),1997年,塔楼,980000.0,13141
电梯房 南向采光好户型正 越秀物业 近地铁,同德花园同雅苑 ,同德围,近地铁 VR看装修 随时看房,4,1个月以前发布,2室1厅,72.75平米,南,简装,高楼层(共9层),1998年,塔楼,1400000.0,19244
向大2房 通风采光好 适合一家人居住,金湖雅苑 ,沙太北,VR看装修 随时看房,5,2个月以前发布,2室1厅,54.83平米,南,简装,9层,1999年,塔楼,950000.0,17327
D区大两房，电梯中高层，望花园,富力桃园 ,罗冲围,VR房源 房本满五年,8,3个月以前发布,2室2厅,91.67平米,北,简装,中楼层(共29层),2007年,塔楼,2370000.0,25854
溪地铁口实测60米，楼层好，户型方正，业主诚心卖,广信春兰花园 ,京溪,近地铁 VR房源 房本满两年,0,12,3室1厅,99.86平米,北,简装,9层,1995年,塔楼,2900000.0,29041
汇侨新城 实用三房 厅出阳台 东南靓向 视野好,汇侨新城南区 ,新市,VR看装修 房本满五年,0,1个月以前发布,3室1厅,83.53平米,东东南,精装,高楼层(共17层),2000年,塔楼,1890000.0,22627
白兰花园，电梯中层，一手业主 户型方正，,广信白兰花园 ,景泰,VR看装修 房本满五年 随时看房,0,1个月以前发布,2室1厅,72.78平米,南,其他,中楼层(共9层),1998年,塔楼,2400000.0,32977
金碧雅苑98方三房二位高层户型方正,金碧雅苑 ,黄边,VR房源 房本满五年,1,1个月以前发布,3室1厅,97.23平米,西南,其他,17层,2004年,塔楼,2800000.0,28798
望江中高层东南向两房，实用高，保利小区楼龄新,保利珑熙 ,罗冲围,VR看装修 房本满五年 随时看房,4,一年前发布,3室1厅,105.56平米,东南,精装,中楼层(共29层),,塔楼,3680000.0,34862
雍翠园 中高层大三房 望花园 产权清晰 保养新 诚意卖,祥景花园雍翠园 ,黄石,VR看装修 房本满五年,3,26,3室2厅,101.97平米,西北,简装,中楼层(共15层),2003年,塔楼,2250000.0,22066
"梅苑小区电梯中层三房,房型方正实用.",梅苑小区 ,梅花园,近地铁 VR看装修 房本满五年,0,14,3室1厅,76.75平米,北,其他,中楼层(共9层),1999年,塔楼,2520000.0,32834
白云区 黄石花园 电梯东南向3房 精装修即买即住,黄石花园 ,黄石,VR看装修,8,3个月以前发布,3室2厅,75.72平米,东,精装,高楼层(共8层),1997年,塔楼,1520000.0,20074
岭南新世界映悦园 南向两房 采光好,岭南新世界映悦园 ,永泰,VR看装修 房本满五年 随时看房,7,8个月以前发布,2室1厅,76.04平米,南,精装,低楼层(共9层),2012年,塔楼,2380000.0,31300
富力桃园  南向望园林 实用小三房 户型方正,富力桃园 ,罗冲围,VR房源 房本满五年,1,2个月以前发布,3室1厅,91.33平米,东南西南,精装,中楼层(共30层),2004年,塔楼,3370000.0,36900
产权清晰，户型通透，中间楼层采光好,建南大厦 ,机场路,VR看装修 房本满五年 随时看房,0,31,2室1厅,64.86平米,南,其他,中楼层(共9层),1999年,塔楼,1060000.0,16343
小区环境清雅安保好，层高3.1米，三房南北对流,警察学院家属区 ,石井,VR房源 房本满五年 随时看房,5,6个月以前发布,3室2厅,76.55平米,北,简装,高楼层(共5层),1995年,板楼,1080000.0,14109
精装修三房 地铁口大型花园小区 南向 看花园 拎包住,白云明珠广场 ,机场路,VR房源 房本满五年 随时看房,10,一年前发布,3室1厅,77.46平米,南,精装,低楼层(共14层),1996年,塔楼,1890000.0,24400
户型方正电梯两房  8号地铁沿线  配套成熟,朗骏苑 ,同德围,近地铁 VR房源 房本满五年,8,一年前发布,2室1厅,63.43平米,南,精装,中楼层(共9层),2000年,塔楼,1330000.0,20968
汇侨新城北区 电梯两房 东向采光好 户型方正,汇侨新城北区 ,新市,VR看装修 房本满五年,2,2个月以前发布,2室1厅,69.72平米,东,精装,低楼层(共17层),2000年,塔楼,1350000.0,19364
满五唯一，南北对流，保养干净，交通便利,保利汇海花园 ,金沙洲,VR看装修 房本满五年 随时看房,11,一年前发布,3室2厅,94.76平米,南北,精装,低楼层(共15层),2010年,塔楼,2480000.0,26172
金沙洲 广州盘 金域蓝湾 大两房 视野好 楼层高 保养好,金域蓝湾 ,金沙洲,近地铁 VR看装修 房本满五年,1,2个月以前发布,2室1厅,83.7平米,西南,精装,高楼层(共34层),2008年,塔楼,2380000.0,28435
康雅花园 满五唯一  户型方正 采光通风好,康雅花园 ,机场路,VR看装修 房本满五年 随时看房,1,9个月以前发布,2室1厅,74.42平米,西南,简装,中楼层(共9层),1999年,塔楼,1480000.0,19888
店长推荐，云东小区，方正大三房,云东小区 ,同和,近地铁 VR看装修 房本满五年 随时看房,13,10个月以前发布,3室1厅,81.81平米,南北,简装,9层,1997年,塔楼,1690000.0,20658
云山诗意 三房两卫 望园林 视野景观好,云山诗意 ,黄边,VR看装修 房本满五年 随时看房,0,5,3室2厅,125.42平米,东东北,简装,中楼层(共11层),2008年,塔楼,4200000.0,33488
通风采光好，安静舒适，配套齐全，业主诚心卖,金域蓝湾 ,金沙洲,近地铁 VR看装修 房本满五年,1,23,2室1厅,66.85平米,西南,精装,低楼层(共25层),2008年,塔楼,2230000.0,33359
三期南向 安静实用 方正靓二房 满五唯一省税！,元邦航空家园 ,马务,VR房源 房本满五年,0,1个月以前发布,2室1厅,80.67平米,南,简装,中楼层(共15层),2004年,塔楼,1950000.0,24173
金碧雅苑 两房两厅 安静位置，通风采光好,金碧雅苑 ,黄边,近地铁 VR房源 房本满五年,32,一年前发布,2室1厅,67.98平米,东,精装,18层,2004年,塔楼,1780000.0,26185
金域蓝湾 东南向三房 地铁沙贝站满五唯一少税费,金域蓝湾 ,金沙洲,近地铁 VR看装修 房本满五年,6,7个月以前发布,3室2厅,93.47平米,南,精装,低楼层(共19层),2008年,塔楼,2950000.0,31561
榕溪花园  精装一房 格局方正  产权清晰 过五年物业,榕溪花园 ,石井,近地铁 VR看装修 房本满五年 随时看房,5,一年前发布,1室1厅,36.73平米,东北,简装,中楼层(共8层),1999年,塔楼,410000.0,11163
一手业主，满五年，南向双阳台， 采光通风好，保养好,紫薇花园 ,新市,VR看装修 房本满五年 随时看房,6,一年前发布,3室1厅,90.94平米,南,简装,低楼层(共18层),2006年,塔楼,2700000.0,29690
近中医学院 地铁 全明两房  靓光线  南北对流,华园北路华园北街 ,机场路,近地铁 VR看装修 房本满五年,10,一年前发布,2室1厅,55.06平米,东南,精装,高楼层(共4层),,平房,1070000.0,19434
独立大露台有60方左右，纯南向采光通透大四房 精装修,锦翠苑(金钟横路) ,景泰,VR看装修 房本满两年,0,4,4室2厅,99.34平米,东南南,精装,低楼层(共9层),1993年,塔楼,3380000.0,34025
黄石花园 舒适大二房 方方正正 实用率高 通风彩光好,黄石花园 ,黄石,VR看装修 房本满五年 随时看房,33,一年前发布,2室2厅,74.58平米,南,精装,高楼层(共8层),1997年,塔楼,980000.0,13141
电梯平层 精装三房 下楼就11号线 拎包入住,广园中路 ,景泰,VR看装修 房本满两年 随时看房,1,30,3室2厅,81.71平米,北,精装,低楼层(共12层),,塔楼,2260000.0,27659
一梯两户南北对流南向阳台安静不吵精装修拎包入住,景泰新村 ,景泰,VR看装修 房本满两年 随时看房,0,12,2室1厅,41.37平米,南,简装,中楼层(共7层),1992年,塔楼,990000.0,23931
云东花园，白云山脚下，电梯精装修2房，安静不吵,云东花园 ,景泰,VR房源 房本满两年 随时看房,3,3个月以前发布,2室1厅,49.97平米,南,精装,低楼层(共9层),1998年,塔楼,1150000.0,23014
房产证过5年，产权清晰，户型方正，中层,新兴白云花园 ,江夏,VR看装修 随时看房,3,1个月以前发布,2室1厅,61.08平米,西,简装,中楼层(共9层),1999年,塔楼,980000.0,16045
紫薇花园 厅出阳台南向两房 采光通风好,紫薇花园 ,新市,VR看装修 房本满五年,2,2个月以前发布,2室1厅,82.31平米,南北,其他,中楼层(共18层),2006年,塔楼,2280000.0,27701
颐和上院一期   南向精装修三房  可拎包入住,颐和上院一期 ,白云大道南,近地铁 VR房源 房本满五年,0,2个月以前发布,3室2厅,102.33平米,东南,精装,低楼层(共17层),2006年,塔楼,5080000.0,49644
雍翠园好户型靓楼层看房方便 诚心出 格可谈,祥景花园雍翠园 ,黄石,VR看装修 房本满五年 随时看房,5,2个月以前发布,2室2厅,81.91平米,西南,精装,高楼层(共15层),1990年,塔楼,1650000.0,20145
高楼层视野好，户型方正，采光通风好,富力桃园 ,罗冲围,VR房源 房本满五年,2,2个月以前发布,2室1厅,80.6平米,东,简装,高楼层(共32层),2004年,塔楼,2050000.0,25435
飞鹅西小区 楼下地铁口  双阳台  实用方正,飞鹅西路 ,桂花岗,近地铁 VR看装修 房本满五年,30,一年前发布,2室1厅,64.43平米,南北,简装,高楼层(共9层),1995年,塔楼,1250000.0,19401
"梅苑小区电梯中层三房,房型方正实用.",梅苑小区 ,梅花园,近地铁 VR看装修 房本满五年,0,14,3室1厅,76.75平米,北,其他,中楼层(共9层),1999年,塔楼,2520000.0,32834
户型实用格局好，通风对流，楼层好，近地铁，诚意卖,岭南新世界 ,嘉禾望岗,近地铁 VR看装修 房本满五年,2,9个月以前发布,3室2厅,109.6平米,西南,精装,中楼层(共17层),2008年,塔楼,3880000.0,35402
阳光花园，实用2房，封闭式小区,阳光花园 ,同德围,近地铁 VR房源 房本满五年,12,一年前发布,3室1厅,67.44平米,南北,简装,中楼层(共9层),1997年,塔楼,930000.0,13791
满五无按 采光充足 通风性好 望小区内景观好 安静不吵,华德大厦 ,同德围,近地铁 VR看装修 房本满五年,3,5个月以前发布,2室1厅,71.96平米,西南,精装,中楼层(共9层),1999年,塔楼,1300000.0,18066
汇侨新城南区 精装修好房 业主置换诚心卖,汇侨新城南区 ,新市,VR看装修 房本满五年,8,3个月以前发布,3室2厅,85.55平米,北,简装,中楼层(共9层),2000年,塔楼,1650000.0,19287
恒大御府次新房 双地铁中高层三房 视野宽阔,恒大御府 ,梅花园,近地铁 VR看装修 房本满两年,6,10个月以前发布,3室2厅,91.13平米,西南,精装,18层,2016年,塔楼,4600000.0,50478
过五年非唯一，无抵押无户口，电梯中高层，成熟配套,银苑大厦(白云) ,机场路,VR看装修 房本满五年,0,一年前发布,3室1厅,98.26平米,北,简装,13层,1998年,塔楼,1700000.0,17302
双地铁物业梅苑小区原装电梯南向三房省级京溪shubao,梅苑小区 ,梅花园,近地铁 VR房源 房本满五年,0,1个月以前发布,3室2厅,90.05平米,西南,精装,低楼层(共9层),1999年,塔楼,3200000.0,35536
户型方正 实用 满五年 地铁口 低楼层 准电梯 业主急卖,云东小区 ,同和,近地铁 VR看装修 房本满五年 随时看房,6,一年前发布,2室2厅,64.51平米,西,简装,9层,1997年,塔楼,1580000.0,24493
岗贝路低层4居室  无遮挡通风采光好  安静住家舒适,岗贝路101号-123号宿舍(单号) ,机场路,VR看装修 房本满五年 随时看房,2,一年前发布,4室1厅,80.51平米,东南,简装,低楼层(共8层),1993年,塔楼,1200000.0,14905
越秀星汇云城  大社区  绿化好 业主诚心出 温馨四房,越秀星汇云城 ,同和,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,109.74平米,南,简装,23层,,塔楼,4200000.0,38273
越秀星汇云城 南向望花园三房 业主诚心卖,越秀星汇云城 ,同和,VR房源 房本满两年,1,17,3室2厅,100.65平米,南,精装,32层,,塔楼,4100000.0,40736
南北对流朝向 格局方正， 实用率高 ，户型好,越秀星汇云城 ,同和,VR看装修 随时看房,0,4个月以前发布,4室1厅,105.93平米,南,精装,32层,,塔楼,4560000.0,43048
星汇云城 南向精装大4房 可议 有钥匙看房,越秀星汇云城 ,同和,VR房源 房本满两年 随时看房,2,7个月以前发布,4室1厅,93.99平米,东南南,精装,32层,,塔楼,3900000.0,41494
城西花园，电梯三房南向，户型方正实用，通风采光好,城西花园 ,金沙洲,近地铁 VR看装修 随时看房,1,2个月以前发布,3室1厅,80.52平米,南,精装,中楼层(共9层),1999年,塔楼,1750000.0,21734
御金沙 舒适四房 南北对流双阳台 楼下双地铁,御金沙 ,金沙洲,近地铁 VR看装修 房本满五年,1,4个月以前发布,4室2厅,140平米,东南南,精装,高楼层(共25层),2011年,塔楼,4800000.0,34286
单边位  看白云站  户型好保养新,保利紫云 ,新市,VR看装修 房本满两年 随时看房,2,3个月以前发布,3室1厅,85.87平米,北,精装,高楼层(共31层),,塔楼,3290000.0,38314
南北对流 四房一卫 精装修 拎包入住,越秀星汇云城 ,同和,VR看装修 房本满两年,1,8个月以前发布,5室2厅,91.06平米,南,精装,32层,,塔楼,4150000.0,45575
云山熹景南北对流大四房 （一手业主） 单边位 双地铁,云山熹景 ,梅花园,近地铁 VR房源 房本满五年,0,1个月以前发布,4室2厅,164.75平米,南北,精装,18层,2008年,板塔结合,7200000.0,43703
大社区 户型方正 南向电梯 高楼层 采光通透,南航新村 ,新市,VR看装修 房本满两年,3,8个月以前发布,3室1厅,85.38平米,西南,简装,高楼层(共17层),1997年,塔楼,1420000.0,16632
紫荆花园望花园电梯中高层三房，满五唯一,紫荆花园 ,新市,VR看装修 房本满五年,1,一年前发布,2室1厅,74.92平米,东北,简装,低楼层(共11层),2000年,塔楼,1390000.0,18554
云山锦绣家园  高层电梯房  望花园的 位置安静,云山锦绣家园 ,白云大道南,近地铁 VR房源 房本满五年,0,8,2室1厅,79.26平米,南北西南,简装,高楼层(共12层),2007年,塔楼,3300000.0,41636
越秀星汇云城  大社区  绿化好 业主诚心出 温馨四房,越秀星汇云城 ,同和,VR看装修 房本满两年 随时看房,0,一年前发布,4室2厅,109.74平米,南,简装,23层,,塔楼,4200000.0,38273
越秀星汇云城 南向望花园三房 业主诚心卖,越秀星汇云城 ,同和,VR房源 房本满两年,1,17,3室2厅,100.65平米,南,精装,32层,,塔楼,4100000.0,40736
南北对流朝向 格局方正， 实用率高 ，户型好,越秀星汇云城 ,同和,VR看装修 随时看房,0,4个月以前发布,4室1厅,105.93平米,南,精装,32层,,塔楼,4560000.0,43048
星汇云城 南向精装大4房 可议 有钥匙看房,越秀星汇云城 ,同和,VR房源 房本满两年 随时看房,2,7个月以前发布,4室1厅,93.99平米,东南南,精装,32层,,塔楼,3900000.0,41494
南北对流 四房一卫 精装修 拎包入住,越秀星汇云城 ,同和,VR看装修 房本满两年,1,8个月以前发布,5室2厅,91.06平米,南,精装,32层,,塔楼,4150000.0,45575
户型方正 实用 满五年 地铁口 低楼层 准电梯 业主急卖,云东小区 ,同和,近地铁 VR看装修 房本满五年 随时看房,6,一年前发布,2室2厅,64.51平米,西,简装,9层,1997年,塔楼,1580000.0,24493
城西花园，电梯三房南向，户型方正实用，通风采光好,城西花园 ,金沙洲,近地铁 VR看装修 随时看房,1,2个月以前发布,3室1厅,80.52平米,南,精装,中楼层(共9层),1999年,塔楼,1750000.0,21734
岗贝路低层4居室  无遮挡通风采光好  安静住家舒适,岗贝路101号-123号宿舍(单号) ,机场路,VR看装修 房本满五年 随时看房,2,一年前发布,4室1厅,80.51平米,东南,简装,低楼层(共8层),1993年,塔楼,1200000.0,14905
此房满五 格局方正  视野宽阔,合一国际 ,同和,近地铁 VR看装修 房本满五年 随时看房,1,1个月以前发布,2室2厅,77.63平米,北东北,精装,23层,2006年,塔楼,2460000.0,31689
万科蓝山 4室2厅 南 北,万科蓝山 ,南湖,VR房源 随时看房,0,1个月以前发布,4室2厅,148.36平米,南北,精装,高楼层(共18层),2007年,塔楼,3330000.0,22446
恒大御府次新房 双地铁中高层三房 视野宽阔,恒大御府 ,梅花园,近地铁 VR看装修 房本满两年,6,10个月以前发布,3室2厅,91.13平米,西南,精装,18层,2016年,塔楼,4600000.0,50478
过五年非唯一，无抵押无户口，电梯中高层，成熟配套,银苑大厦(白云) ,机场路,VR看装修 房本满五年,0,一年前发布,3室1厅,98.26平米,北,简装,13层,1998年,塔楼,1700000.0,17302
锦翠苑电梯三房精致装修有天台格局好,锦翠苑(金钟横路) ,景泰,VR房源 房本满五年 随时看房,2,1个月以前发布,3室1厅,63.38平米,东西,精装,高楼层(共9层),1993年,塔楼,1820000.0,28716
此房满五唯一 原装电梯实用三房 户型方正精装修带主套,岭南雅院 ,同德围,近地铁 VR看装修 房本满五年,28,一年前发布,3室2厅,113.37平米,西南,简装,低楼层(共9层),2007年,塔楼,3200000.0,28227
荷塘月色四期 对流实用三房 楼龄新 格局好,白云高尔夫花园荷塘月色 ,黄石,近地铁 VR看装修 房本满五年,1,1个月以前发布,3室2厅,101.33平米,东,简装,低楼层(共18层),2007年,塔楼,3280000.0,32370
双地铁物业梅苑小区原装电梯南向三房省级京溪shubao,梅苑小区 ,梅花园,近地铁 VR房源 房本满五年,0,1个月以前发布,3室2厅,90.05平米,西南,精装,低楼层(共9层),1999年,塔楼,3200000.0,35536
